alias_address,alias_city,Type,georeferencingString
PIAZZA PIERONI,CHIUSAFORTE,POLYGON,CHIUSAFORTE
PIAZZALE SLOVENIA,CHIUSAFORTE,POLYGON,CHIUSAFORTE
SS 13 PONTEBBANA KM 184,CHIUSAFORTE,POLYGON,CHIUSAFORTE
STRADA STATALE PONTEBBANA,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA ARZIN,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA CAMPO MANDI,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA CAMPOLARO,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA CARINZIA,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA CARLOCJO,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA CASASOLA,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA CECLIS,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA CHIOUT CALI,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA CREGNEDUL,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA CULTURIS,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA DEL CENTRO SPORTIVO,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA DELLA CHIESA,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA DELLA STAZIONE,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA EUROPA UNITA,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA FRIULI,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA GIACOMO DELLA MEA,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA GRAVON,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA MULIN VECJO,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA ORESTE PESAMOSCA,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA PECEIT,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA PIANI DI LA',CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA PIANI DI QUA,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA PIANI DI SOTTO,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA PLOC,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA POCAT,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA PORCIAT,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA ROMA,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA ROVEREDO,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA RUFFI,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA SALETTO,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA SANTAVIELE,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA SOT LE GRAN RIVE,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA TAMAROZ,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA VAL RACCOLANA,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA VILLANOVA,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIA VOLANIC,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIABILITA' DI SERVIZIO KM 77 775 CARREGGIATA SINISTRA,CHIUSAFORTE,POLYGON,CHIUSAFORTE
VIALE EUROPA UNITA,CHIUSAFORTE,POLYGON,CHIUSAFORTE
BORGO BROSSANA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
CASE RUBINI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
CORSO GIUSEPPE MAZZINI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
LARGO BOIANI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
LOCALITA' PRAMALIGNANO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
PIAZZA ALBERTO PICCO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
PIAZZA CASTELMONTE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
PIAZZA DELLA RESISTENZA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
PIAZZA DUOMO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
PIAZZA FORO GIULIO CESARE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
PIAZZA GIOTTO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
PIAZZA PAOLO DIACONO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
PIAZZA PICCO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
PIAZZA SAN BIAGIO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
PIAZZA SAN FRANCESCO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
PIAZZA SAN GIOVANNI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
PIAZZA SAN STEFANO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
PIAZZALE AL CRISTO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
PIAZZETTA GIUSEPPE GARIBALDI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
PIAZZETTA TERME ROMANE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
P.ZZA XX SETTEMBRE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
P.ZZA 20 SETTEMBRE 1870,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
STRADA COLLI MEGALUZZI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
STRADA DEI BOSCHI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
STRADA DEI CAMPI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
STRADA DI CIALLA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
STRADA DI GUSPERGO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
STRADA DI MADRIOLO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
STRADA DI PLANEZ,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
STRADA DI POZZAI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
STRADA DI SANT' ANNA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
STRADA DI SPESSA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
STRADA DI ZUGLANO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
STRADA RONCHI DI GAGLIANO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
STRETTA DE RUBEIS,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
STRETTA DI CRETTA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
STRETTA SAN VALENTINO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA A. G. CAVERZANI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA A. NUSSI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA ADELAIDE RISTORI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA ALBERTO ARGENTON,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA ALBOINO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA ALCIDE DE GASPERI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA ALESSANDRO MANZONI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA ALESSANDRO VOLTA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA ANTON GIULIO CAVARZERANI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA ANTONIO MATTIONI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA AQUILEIA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA ARGENTON,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA ARNALDO NUSSI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA ARTURO MALIGNANI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA ASTOLFO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA BORGO BROSSANA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA BORGO DI PONTE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA BORGO SAN DOMENICO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA BORGO SAN PIETRO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA BORGO VIOLA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA BOTTEGO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA BRAIDA TREBEL,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA C. MUTINELLI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA CARLO ALBERTO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA CARLO GOLDONI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA CARLO GUIDO MOR,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA CARLO MUTINELLI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA CARRARIA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA CASTELMONTE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA CAVOUR,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA CENTA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA CERCHIARI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA CORMONS,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA DE RUBEIS,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA DEGLI ABETI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA DEI MIANI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA DEL CASTELLO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA DEL LOF,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA DEL PARADISO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA DELL  ARTIGIANATO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA DELL' ARTIGIANATO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA DELL' INDUSTRIA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA DELLA CONCILIAZIONE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA DELLA CROCE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA DIVISIONE JULIA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA DONATORI DI SANGUE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA DORIA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA E. D'ORLANDI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA E D'ORLANDI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA EUROPA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA FARNALIS,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA FORNALIS,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA FORNASALIS,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA FORO GIULIO CESARE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA FOSCOLO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA FRATELLI CERVI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA FRIULI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA G. B. BOSCUTTI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA G. MARIONI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA GAGLIANO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA GALILEO GALILEI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA GEMONA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA GIACINTO GALLINA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA GIACOMO BRONT,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA GIACOMO LEOPARDI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA GIOVANNI BATTISTA CANDOTTI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA GIOVANNI PASCOLI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA GISULFO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA GIUSEPPE PARINI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA GORIZIA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA GRUPIGNANO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA IPPOLITO NIEVO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA IV NOVEMBRE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA IVAN TRINKO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA IX AGOSTO 1509,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA LEONARDO DA VINCI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA LUIGI GALVANI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA LUINIS,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA MANZANO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA MATAJUR,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA MAZZINI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA MICHELANGELO BUONARROTI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA MICHELE LEICHT,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA MONASTERO MAGGIORE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA MONTE MATAJUR,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA MONTE NERO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA MONTINELLI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA MULINUSS,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA MURADORS,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA PACIANI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA PERCOTO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA PIAVE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA PICCO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA PIETRO ZORUTTI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA PODRECCA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA PREMARIACCO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA PREPOSITURA SANTO STEFANO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA PURGESSIMO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA RATCHIS,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA RONCUZ,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA RUALIS,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA RUBIGNACCO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA SAN FLOREANO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA SAN GIACOMO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA SAN GIORGIO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA SAN LAZZARO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA SAN MORO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA SANGUARZO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA SANT' APOLLONIA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA SANT'ELENA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA SCIPIONE DA MANZANO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA SENATORE GUGLIELMO PELIZZO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA S.GIACOMO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA SILVIO PELLICO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA STELLINI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA STRADA BRAIDE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA STRETTA CORNELIO GALLO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA STRETTA MICHELE DELLA TORRE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA STRETTA SAN VALENTINO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA STRETTA SANTA MARIA DI CORTE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA STRETTA SCUOLE ELEMENTARI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA TOMBE ROMANE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA TRENTO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA UDINE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA UGO FOSCOLO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA VALANZANA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA VALLI DEL NATISONE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA VECCHIA DI PALMA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA VELLISCIG,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA XX SETTEMBRE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIA ZUCCOLA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIALE DEL LAVORO,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIALE DELLA LIBERTA',CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIALE DUCA DEGLI ABRUZZI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIALE GEMONA,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIALE GUGLIELMO MARCONI,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
VIALE TRIESTE,CIVIDALE DEL FRIULI,POLYGON,CIVIDALE DEL FRIULI
AREA COMPARTO C2,CODROIPO,POLYGON,CODROIPO
CASALI CATOCCHIE,CODROIPO,POLYGON,CODROIPO
CASALI MORO,CODROIPO,POLYGON,CODROIPO
LARGO CLOCJS,CODROIPO,POLYGON,CODROIPO
LARGO SAN FRANCESCO,CODROIPO,POLYGON,CODROIPO
LOCALITA' CASALI BARAZZAT,CODROIPO,POLYGON,CODROIPO
LOCALITA' CASALI DEL FORTE,CODROIPO,POLYGON,CODROIPO
LOCALITA' CASALI FERROVIA,CODROIPO,POLYGON,CODROIPO
LOCALITA' CASALI LORETO,CODROIPO,POLYGON,CODROIPO
LOCALITA' P.I.P. PANNELLIA,CODROIPO,POLYGON,CODROIPO
LOTTIZZAZIONE IL PESCHETO,CODROIPO,POLYGON,CODROIPO
PIAZZA AQUILEIA,CODROIPO,POLYGON,CODROIPO
PIAZZA CHIESA,CODROIPO,POLYGON,CODROIPO
PIAZZA D. MORO,CODROIPO,POLYGON,CODROIPO
PIAZZA DANTE ALIGHIERI,CODROIPO,POLYGON,CODROIPO
PIAZZA DEI DOGI,CODROIPO,POLYGON,CODROIPO
PIAZZA DELLA LEGNA,CODROIPO,POLYGON,CODROIPO
PIAZZA DELLE SCUOLE,CODROIPO,POLYGON,CODROIPO
PIAZZA DELLE SCUOLE - RIVOLTO,CODROIPO,POLYGON,CODROIPO
PIAZZA FONTANA,CODROIPO,POLYGON,CODROIPO
PIAZZA FONTANE,CODROIPO,POLYGON,CODROIPO
PIAZZA GIARDINI PUBBLICI,CODROIPO,POLYGON,CODROIPO
PIAZZA GIUSEPPE GARIBALDI,CODROIPO,POLYGON,CODROIPO
PIAZZA MANIN,CODROIPO,POLYGON,CODROIPO
PIAZZA 2 FONTANE,CODROIPO,POLYGON,CODROIPO
PIAZZALE GEMONA,CODROIPO,POLYGON,CODROIPO
PIAZZALE GUGLIELMO OBERDAN,CODROIPO,POLYGON,CODROIPO
PIAZZALE MANIN,CODROIPO,POLYGON,CODROIPO
PIAZZETTA DON VITO ZORATTI,CODROIPO,POLYGON,CODROIPO
PIAZZETTA GUGLIELMO MARCONI,CODROIPO,POLYGON,CODROIPO
PIAZZETTA SANTI ERMACORA E FORTUNATO,CODROIPO,POLYGON,CODROIPO
STRADA PROVINCIALE DEL VARMO,CODROIPO,POLYGON,CODROIPO
STRADA STATALE,CODROIPO,POLYGON,CODROIPO
VIA A. MATTIONI,CODROIPO,POLYGON,CODROIPO
VIA A. SCHIAVI,CODROIPO,POLYGON,CODROIPO
VIA AGHE LUSINT,CODROIPO,POLYGON,CODROIPO
VIA ALBINO PEROSA,CODROIPO,POLYGON,CODROIPO
VIA ALCIDE DE GASPERI,CODROIPO,POLYGON,CODROIPO
VIA ALESSANDRO MANZONI,CODROIPO,POLYGON,CODROIPO
VIA AMPEZZO,CODROIPO,POLYGON,CODROIPO
VIA ANDREA DORIA,CODROIPO,POLYGON,CODROIPO
VIA ANDREA LUIGI PAGLIERI,CODROIPO,POLYGON,CODROIPO
VIA ANNA FABRIS,CODROIPO,POLYGON,CODROIPO
VIA ANTONIO CARNEO,CODROIPO,POLYGON,CODROIPO
VIA ANTONIO DA FIRENZE,CODROIPO,POLYGON,CODROIPO
VIA ANTONIO GRAMSCI,CODROIPO,POLYGON,CODROIPO
VIA ANTONIO ZANON,CODROIPO,POLYGON,CODROIPO
VIA ARMENTARESSE,CODROIPO,POLYGON,CODROIPO
VIA ARTEGNA,CODROIPO,POLYGON,CODROIPO
VIA ARTURO MALIGNANI,CODROIPO,POLYGON,CODROIPO
VIA ARTURO ZARDINI,CODROIPO,POLYGON,CODROIPO
VIA ASCOLI GRAZIADIO,CODROIPO,POLYGON,CODROIPO
VIA ASILO,CODROIPO,POLYGON,CODROIPO
VIA ASILO 1,CODROIPO,POLYGON,CODROIPO
VIA BALILLA,CODROIPO,POLYGON,CODROIPO
VIA BASSA,CODROIPO,POLYGON,CODROIPO
VIA BEANO,CODROIPO,POLYGON,CODROIPO
VIA BEARS,CODROIPO,POLYGON,CODROIPO
VIA BELLUNELLO,CODROIPO,POLYGON,CODROIPO
VIA BERTIOLO,CODROIPO,POLYGON,CODROIPO
VIA BIAUZZO,CODROIPO,POLYGON,CODROIPO
VIA BIZZIS,CODROIPO,POLYGON,CODROIPO
VIA CAMPESTRE,CODROIPO,POLYGON,CODROIPO
VIA CANALE I,CODROIPO,POLYGON,CODROIPO
VIA CANALE II,CODROIPO,POLYGON,CODROIPO
VIA CAPOLUOGO,CODROIPO,POLYGON,CODROIPO
VIA CAPRERA,CODROIPO,POLYGON,CODROIPO
VIA CAPRETTO,CODROIPO,POLYGON,CODROIPO
VIA CARLO CATTANEO,CODROIPO,POLYGON,CODROIPO
VIA CARNEO,CODROIPO,POLYGON,CODROIPO
VIA CARNIA,CODROIPO,POLYGON,CODROIPO
VIA CARTIERA,CODROIPO,POLYGON,CODROIPO
VIA CASALI NUOVI,CODROIPO,POLYGON,CODROIPO
VIA CASALI VECCHI,CODROIPO,POLYGON,CODROIPO
VIA CASARSA DELLA DELIZIA,CODROIPO,POLYGON,CODROIPO
VIA CASTELLIERE,CODROIPO,POLYGON,CODROIPO
VIA CATERINA PERCOTO,CODROIPO,POLYGON,CODROIPO
VIA CAVALCAVIA,CODROIPO,POLYGON,CODROIPO
VIA CESARE AUGUSTO SEGHIZZI,CODROIPO,POLYGON,CODROIPO
VIA CESARE BATTISTI,CODROIPO,POLYGON,CODROIPO
VIA CESARE CATTANEO,CODROIPO,POLYGON,CODROIPO
VIA CHINO ERMACORA,CODROIPO,POLYGON,CODROIPO
VIA CHIUSA,CODROIPO,POLYGON,CODROIPO
VIA CIRCONV.NE EST,CODROIPO,POLYGON,CODROIPO
VIA CIRCONV.NE NORD,CODROIPO,POLYGON,CODROIPO
VIA CIRCONV.NE OVEST,CODROIPO,POLYGON,CODROIPO
VIA CIRCONV.NE SUD,CODROIPO,POLYGON,CODROIPO
VIA CODERNO,CODROIPO,POLYGON,CODROIPO
VIA CODROIPO,CODROIPO,POLYGON,CODROIPO
VIA COMAT,CODROIPO,POLYGON,CODROIPO
VIA CORDANS,CODROIPO,POLYGON,CODROIPO
VIA CORTINA,CODROIPO,POLYGON,CODROIPO
VIA COSEAT,CODROIPO,POLYGON,CODROIPO
VIA CRISTOFORO COLOMBO,CODROIPO,POLYGON,CODROIPO
VIA DANIELE MORO,CODROIPO,POLYGON,CODROIPO
