alias_address,alias_city,georeferencingString
LOCALITA' SANT' ANTONIO,FORNI DI SOTTO,FORNI DI SOTTO LOCALITA' SANT' ANTONIO
LOCALITA' SAPERE,FORNI DI SOTTO,FORNI DI SOTTO LOCALITA' SAPERE
LOCALITA' VEGNAROSE,FORNI DI SOTTO,FORNI DI SOTTO LOCALITA' VEGNAROSE
LOCALITA' VICO,FORNI DI SOTTO,FORNI DI SOTTO LOCALITA' VICO
LOCALITA' ZONA ARTIGIANALE INDUSTRIALE,FORNI DI SOTTO,FORNI DI SOTTO LOCALITA' ZONA ARTIGIANALE INDUSTRIALE
PIAZZA 52 CARNICA,FORNI DI SOTTO,FORNI DI SOTTO PIAZZA 52 CARNICA
VIA AUZA,FORNI DI SOTTO,FORNI DI SOTTO VIA AUZA
VIA BASELIA,FORNI DI SOTTO,FORNI DI SOTTO VIA BASELIA
VIA CRIDOLA,FORNI DI SOTTO,FORNI DI SOTTO VIA CRIDOLA
VIA NAZIONALE,FORNI DI SOTTO,FORNI DI SOTTO VIA NAZIONALE
VIA ROPES,FORNI DI SOTTO,FORNI DI SOTTO VIA ROPES
VIA TREDOLO,FORNI DI SOTTO,FORNI DI SOTTO VIA TREDOLO
VIA VICO,FORNI DI SOTTO,FORNI DI SOTTO VIA VICO
ZONA ARTIG. - INDUSTR.,FORNI DI SOTTO,FORNI DI SOTTO ZONA ARTIG. - INDUSTR.
ZONA ARTIG.- INDUSTR.,FORNI DI SOTTO,FORNI DI SOTTO ZONA ARTIG.- INDUSTR.
GRADINATA DEL MERCATO,GEMONA DEL FRIULI,GEMONA DEL FRIULI GRADINATA DEL MERCATO
LARGO BEORCJE,GEMONA DEL FRIULI,GEMONA DEL FRIULI LARGO BEORCJE
LARGO GIOVANNI PAOLO II,GEMONA DEL FRIULI,GEMONA DEL FRIULI LARGO GIOVANNI PAOLO II
LARGO PADRE GREGORIO FIORAVANT,GEMONA DEL FRIULI,GEMONA DEL FRIULI LARGO PADRE GREGORIO FIORAVANT
LARGO PADRE GREGORIO FIORAVANTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI LARGO PADRE GREGORIO FIORAVANTI
LOCALITA' PLAN DI MUINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI LOCALITA' PLAN DI MUINI
PARCO ANTONIO FALESCHINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI PARCO ANTONIO FALESCHINI
PIAZZA ANTONIO COMELLI,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZA ANTONIO COMELLI
PIAZZA DEL FERRO,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZA DEL FERRO
PIAZZA DEL MUNICIPIO,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZA DEL MUNICIPIO
PIAZZA DEL PONTE,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZA DEL PONTE
PIAZZA DELLA CHIESA,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZA DELLA CHIESA
PIAZZA GIUSEPPE GARIBALDI,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZA GIUSEPPE GARIBALDI
PIAZZA PRE PIERI LONDAR,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZA PRE PIERI LONDAR
PIAZZA S. ANTONIO DA PADOVA,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZA S. ANTONIO DA PADOVA
PIAZZA VALENTINO BALDISSERA,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZA VALENTINO BALDISSERA
PIAZZALE DELLA STAZIONE,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZALE DELLA STAZIONE
PIAZZALE DIEGO SIMONETTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZALE DIEGO SIMONETTI
PIAZZALE FRANCO BERTAGNOLLI,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZALE FRANCO BERTAGNOLLI
PIAZZALE MONSIGNOR BATTISTA MONAI,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZALE MONSIGNOR BATTISTA MONAI
PIAZZETTA BALDISSERA,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZETTA BALDISSERA
PIAZZETTA LUCIANO FANTONI,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZETTA LUCIANO FANTONI
PIAZZETTA PORTUZZA,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZETTA PORTUZZA
PIAZZETTA VINTANI,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZETTA VINTANI
RIVE DAI STIMATINS,GEMONA DEL FRIULI,GEMONA DEL FRIULI RIVE DAI STIMATINS
RIVE DI VENTURIN,GEMONA DEL FRIULI,GEMONA DEL FRIULI RIVE DI VENTURIN
SALITA DEI LONGOBARDI,GEMONA DEL FRIULI,GEMONA DEL FRIULI SALITA DEI LONGOBARDI
SALITA DEL CASTELLO,GEMONA DEL FRIULI,GEMONA DEL FRIULI SALITA DEL CASTELLO
STRADA DAL TEI,GEMONA DEL FRIULI,GEMONA DEL FRIULI STRADA DAL TEI
STRADA DAL TURC,GEMONA DEL FRIULI,GEMONA DEL FRIULI STRADA DAL TURC
STRADA DI FOREDOR,GEMONA DEL FRIULI,GEMONA DEL FRIULI STRADA DI FOREDOR
STRADA DI LEDIS -S.AGNESE,GEMONA DEL FRIULI,GEMONA DEL FRIULI STRADA DI LEDIS -S.AGNESE
STRETE DE GJAE,GEMONA DEL FRIULI,GEMONA DEL FRIULI STRETE DE GJAE
VIA  *PACE DA GEMONA*,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA  *PACE DA GEMONA*
VIA AGARMALIS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA AGARMALIS
VIA ALTANETO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ALTANETO
VIA AMBUARS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA AMBUARS
VIA ANTONIO DE FRANCESCHINIS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ANTONIO DE FRANCESCHINIS
VIA ANTONIO MORGANTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ANTONIO MORGANTI
VIA AQUILEIA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA AQUILEIA
VIA ARMENTARESSA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ARMENTARESSA
VIA ARMENTERESSA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ARMENTERESSA
VIA ARTEGNA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ARTEGNA
VIA ARTICO DI PRAMPERO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ARTICO DI PRAMPERO
VIA ARTURO ZARDINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ARTURO ZARDINI
VIA ASQUINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ASQUINI
VIA B. PATRIARCA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA B. PATRIARCA
VIA BALBO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BALBO
VIA BALDO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BALDO
VIA BAMBIN,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BAMBIN
VIA BARIGLARIA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BARIGLARIA
VIA BARIGLERIA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BARIGLERIA
VIA BATTIFERRO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BATTIFERRO
VIA BELGRADO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BELGRADO
VIA BELVEDERE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BELVEDERE
VIA BIVIO TABOGA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BIVIO TABOGA
VIA BORDANO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BORDANO
VIA BRAULINS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BRAULINS
VIA BRONDANI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BRONDANI
VIA BUIA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BUIA
VIA BUJA-COMUNITA' DEL CAMPO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BUJA-COMUNITA' DEL CAMPO
VIA CADUTI DEL MARE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CADUTI DEL MARE
VIA CADUTI DELLA LIBERTA',GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CADUTI DELLA LIBERTA'
VIA CAMPAGNOLA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CAMPAGNOLA
VIA CAMPO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CAMPO
VIA CANCIOLE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CANCIOLE
VIA CARLO CANEVA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CARLO CANEVA
VIA CASALI PATAT,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CASALI PATAT
VIA CASE BIANCHE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CASE BIANCHE
VIA CASSINIS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CASSINIS
VIA CATERINA PERCOTO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CATERINA PERCOTO
VIA CAVAZZO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CAVAZZO
VIA CAVOUR,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CAVOUR
VIA CELLA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CELLA
VIA CHIANEIT,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CHIANEIT
VIA CIVIDALE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CIVIDALE
VIA CJAMPARIS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CJAMPARIS
VIA CJARNESCULE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CJARNESCULE
VIA COLFIORITO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA COLFIORITO
VIA COMITAT UNIVERSITAT FURLANE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA COMITAT UNIVERSITAT FURLANE
VIA COMUGNE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA COMUGNE
VIA CONCORDIA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CONCORDIA
VIA CORRADO DE GRECO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CORRADO DE GRECO
VIA CROCE DEL PAPA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CROCE DEL PAPA
VIA DA FORNAS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DA FORNAS
VIA DAI BLANCS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAI BLANCS
VIA DAI CECOTS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAI CECOTS
VIA DAI CUESINS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAI CUESINS
VIA DAI FALISCJIS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAI FALISCJIS
VIA DAI FORS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAI FORS
VIA DAI NONIS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAI NONIS
VIA DAI PRETORS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAI PRETORS
VIA DAI RONDINS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAI RONDINS
VIA DAI SIMONS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAI SIMONS
VIA DAL LUC,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAL LUC
VIA DANIELE MANIN,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DANIELE MANIN
VIA DANTE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DANTE
VIA DANTE ALIGHIERI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DANTE ALIGHIERI
VIA DAS AGACIS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAS AGACIS
VIA DE' PASCOTTINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DE' PASCOTTINI
VIA DEI CAPPUCCINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI CAPPUCCINI
VIA DEI CELTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI CELTI
VIA DEI CONTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI CONTI
VIA DEI FIORI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI FIORI
VIA DEI GELSI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI GELSI
VIA DEI LOTTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI LOTTI
VIA DEI MESTIERI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI MESTIERI
VIA DEI PASCHI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI PASCHI
VIA DEI PINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI PINI
VIA DEI PIOPPI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI PIOPPI
VIA DEI PRATI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI PRATI
VIA DEI PRETORS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI PRETORS
VIA DEI ROMANI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI ROMANI
VIA DEL BERSAGLIO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEL BERSAGLIO
VIA DEL COTONIFICIO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEL COTONIFICIO
VIA DEL FABBRO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEL FABBRO
VIA DEL LAGO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEL LAGO
VIA DEL LAVORO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEL LAVORO
VIA DEL MONASTERO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEL MONASTERO
VIA DEL PRIORATO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEL PRIORATO
VIA DEL SANTO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEL SANTO
VIA DEL TASSO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEL TASSO
VIA DEL TEATRO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEL TEATRO
VIA DELL' ANNUNZIATA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELL' ANNUNZIATA
VIA DELL' ARTIGIANO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELL' ARTIGIANO
VIA DELLA BARCA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELLA BARCA
VIA DELLA CARTIERA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELLA CARTIERA
VIA DELLA FERRIERA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELLA FERRIERA
VIA DELLA FONTANA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELLA FONTANA
VIA DELLA ROGGIA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELLA ROGGIA
VIA DELLA TURBINA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELLA TURBINA
VIA DELLE BETULLE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELLE BETULLE
VIA DELLE CAVE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELLE CAVE
VIA DELLE FONTANE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELLE FONTANE
VIA DELLE ROSTE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELLE ROSTE
VIA DOMENICO D' ANDREA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DOMENICO D' ANDREA
VIA DRENDESIMA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DRENDESIMA
VIA FACINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA FACINI
VIA FELLA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA FELLA
VIA FOIS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA FOIS
VIA FOLIGNO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA FOLIGNO
VIA FONTANE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA FONTANE
VIA FORADOR,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA FORADOR
VIA FORMENTINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA FORMENTINI
VIA FOSSALE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA FOSSALE
VIA G. B. THIANI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA G. B. THIANI
VIA G. BARAZZUTTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA G. BARAZZUTTI
VIA G. DELLA STUA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA G. DELLA STUA
VIA G. VALE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA G. VALE
VIA GIACOMO BROLLO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIACOMO BROLLO
VIA GIAN GIACOMO LIRUTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIAN GIACOMO LIRUTI
VIA GIAN PIERO DELLA STUA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIAN PIERO DELLA STUA
VIA GIAN PIETRO DELLA STUA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIAN PIETRO DELLA STUA
VIA GIAVARIN,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIAVARIN
VIA GINO PERESSUTTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GINO PERESSUTTI
VIA GIORGIUT,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIORGIUT
VIA GIOVANNI FANTONI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIOVANNI FANTONI
VIA GIOVANNI GRIGLIO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIOVANNI GRIGLIO
VIA GIUSEPPE BINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIUSEPPE BINI
VIA GIUSEPPE MAITANI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIUSEPPE MAITANI
VIA GIUSEPPE VALE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIUSEPPE VALE
VIA GLEMINA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GLEMINA
VIA GLESEUTE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GLESEUTE
VIA GODO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GODO
VIA GOIS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GOIS
VIA I MAGGIO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA I MAGGIO
VIA IPPOLITO NIEVO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA IPPOLITO NIEVO
VIA IV NOVEMBRE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA IV NOVEMBRE
VIA JACOPO LINUSSIO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA JACOPO LINUSSIO
VIA JULIA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA JULIA
VIA JULIUM CARNICUM,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA JULIUM CARNICUM
VIA LA STRETE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA LA STRETE
VIA LAAKIRCHEN,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA LAAKIRCHEN
VIA LARGO P.G.FIORAVANTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA LARGO P.G.FIORAVANTI
VIA LEDRA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA LEDRA
VIA LEGNAGO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA LEGNAGO
VIA LESSI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA LESSI
VIA LINDACH,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA LINDACH
VIA LIRUTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA LIRUTI
VIA LOCATELLI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA LOCATELLI
VIA LORETO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA LORETO
VIA LUIGI BURGI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA LUIGI BURGI
VIA MAJANO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA MAJANO
VIA MARSURE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA MARSURE
VIA MARZARS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA MARZARS
VIA MASAREIT,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA MASAREIT
VIA MELCHIORRE WIDMAR,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA MELCHIORRE WIDMAR
VIA MOLINUT,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA MOLINUT
VIA MONSIGNOR CORRADO MARZUTTO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA MONSIGNOR CORRADO MARZUTTO
VIA MONSIGNOR PIETRO CAPPELLARI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA MONSIGNOR PIETRO CAPPELLARI
VIA MONSIGNOR TARCISIO MARTINA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA MONSIGNOR TARCISIO MARTINA
VIA MONTE AMBRUSEIT,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA MONTE AMBRUSEIT
VIA MONTE BRANCOT,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA MONTE BRANCOT
VIA MONTE CANIN,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA MONTE CANIN
VIA MONTE CJAMPON,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA MONTE CJAMPON
VIA MONTE ERCOLE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA MONTE ERCOLE
VIA MONTE GLEMINE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA MONTE GLEMINE
VIA MONTENARS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA MONTENARS
VIA MOSEANDA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA MOSEANDA
VIA NAZIONALE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA NAZIONALE
VIA NIEVO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA NIEVO
VIA ORTACCIO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ORTACCIO
VIA ORVENCO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ORVENCO
VIA OSOPPO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA OSOPPO
VIA OSPEDALE S. MICHELE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA OSPEDALE S. MICHELE
VIA OSPEDALE SAN MICHELE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA OSPEDALE SAN MICHELE
VIA OSTERMAN,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA OSTERMAN
VIA OSTERMANN,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA OSTERMANN
VIA PACE DA GEMONA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PACE DA GEMONA
VIA PADRE BASILIO BROLLO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PADRE BASILIO BROLLO
VIA PADRE DAVID MARIA TUROLDO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PADRE DAVID MARIA TUROLDO
VIA PALUDO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PALUDO
VIA PAOLO DIACONO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PAOLO DIACONO
VIA PARUT,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PARUT
VIA PATRIARCA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PATRIARCA
VIA PICCO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PICCO
VIA PIER PAOLO PASOLINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PIER PAOLO PASOLINI
VIA PIETRO CELETTO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PIETRO CELETTO
VIA PIETRO SAVORGNAN DI BRAZZA',GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PIETRO SAVORGNAN DI BRAZZA'
VIA PIETRO ZORUTTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PIETRO ZORUTTI
VIA PIO PASCHINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PIO PASCHINI
VIA PIOVEGA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PIOVEGA
VIA POMPONIO AMALTEO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA POMPONIO AMALTEO
VIA PRAFORCHIATIS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PRAFORCHIATIS
VIA PRALUNGO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PRALUNGO
VIA PRAVARONS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PRAVARONS
VIA PRAVIOLAI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PRAVIOLAI
VIA PRE' BEPO MARCHET,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PRE' BEPO MARCHET
VIA PRE CHECO PLACEREANI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PRE CHECO PLACEREANI
VIA PROPERZIA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA PROPERZIA
VIA RAIMONDO D' ARONCO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA RAIMONDO D' ARONCO
VIA REGOLA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA REGOLA
VIA RIO PETRI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA RIO PETRI
VIA RITA LEVI MONTALCINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA RITA LEVI MONTALCINI
VIA RIVE GRANDE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA RIVE GRANDE
VIA RIVIERA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA RIVIERA
VIA ROSA BLASOTTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ROSA BLASOTTI
VIA S. BARTOLOMEO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA S. BARTOLOMEO
VIA S. PECOL,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA S. PECOL
VIA S. VARISCO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA S. VARISCO
VIA SACINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA SACINI
VIA SACRA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA SACRA
VIA SALCONS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA SALCONS
VIA SALITA DEL CASTELLO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA SALITA DEL CASTELLO
VIA SAN ANTONIO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA SAN ANTONIO
VIA SAN BIAGIO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA SAN BIAGIO
