alias_address,alias_city,geocode,geometry,georeferencingString,type
Via Sassello - Gavirate,Gavirate Parco Morselli,"Via Sassello, 21026, Gavirate, Varese","{'type': 'Point', 'coordinates': [8.729056988176724, 45.845066967886275]}","Via Sassello - Gavirate, Gavirate Parco Morselli, Lombardia",POINT
Via Matteotti - Golasecca,Golasecca - Cimitero,"Via Giacomo Matteotti, 21010, Golasecca, Varese","{'type': 'Point', 'coordinates': [8.6510139925819, 45.692953459921696]}","Via Matteotti - Golasecca, Golasecca - Cimitero, Lombardia",POINT
Piazza Libertà - Golasecca,Golasecca Municipio,"Piazza Libertà, 21010, Golasecca, Varese","{'type': 'Point', 'coordinates': [8.656174803373311, 45.697204756602304]}","Piazza Libertà - Golasecca, Golasecca Municipio, Lombardia",POINT
Via Roma ang. Via Sanzio - Gorla Maggiore,Gorla Maggiore - Colonnina,"Via Roma & Via Raffaello Sanzio, 21050, Gorla Maggiore, Varese","{'type': 'Point', 'coordinates': [8.888292000000007, 45.66958199999999]}","Via Roma ang. Via Sanzio - Gorla Maggiore, Gorla Maggiore - Colonnina, Lombardia",POINT
Via Dante Alighieri - Gorla Maggiore,Gorla Maggiore - Presa,"Via Dante Alighieri, 21050, Gorla Maggiore, Varese","{'type': 'Point', 'coordinates': [8.892964298368318, 45.665267480877155]}","Via Dante Alighieri - Gorla Maggiore, Gorla Maggiore - Presa, Lombardia",POINT
Via Toti Gorla Maggiore,Gorla Maggiore - Presa Via Toti,"Via Enrico Toti, 21050, Gorla Maggiore, Varese","{'type': 'Point', 'coordinates': [8.894642649235573, 45.66233166230891]}","Via Toti Gorla Maggiore, Gorla Maggiore - Presa Via Toti, Lombardia",POINT
Via Ambrogio Colombo - Gorla Minore,Gorla Minore,"Via Ambrogio Colombo, 21055, Gorla Minore, Varese","{'type': 'Point', 'coordinates': [8.912317458959436, 45.63929545930851]}","Via Ambrogio Colombo - Gorla Minore, Gorla Minore, Lombardia",POINT
Via Deserto - Gorla Minore,Gorla Minore - Cimitero,"Via del Deserto, 21055, Gorla Minore, Varese","{'type': 'Point', 'coordinates': [8.901057992179556, 45.652029049826794]}","Via Deserto - Gorla Minore, Gorla Minore - Cimitero, Lombardia",POINT
Via Girolo 54 Ispra,Ispra - Comitato Cascine,"Via del Girolo 54, 21027, Ispra, Varese","{'type': 'Point', 'coordinates': [8.630859792948263, 45.821418118789325]}","Via Girolo 54 Ispra, Ispra - Comitato Cascine, Lombardia",POINT
Via Enrico Fermi 751 Ispra,Ispra - rete segheria,"Via Enrico Fermi 751, 21027, Ispra, Varese","{'type': 'Point', 'coordinates': [8.620333227273562, 45.812957969668865]}","Via Enrico Fermi 751 Ispra, Ispra - rete segheria, Lombardia",POINT
Piazza Carlo Locatelli Ispra,Ispra - Scuole Medie,"Ispra, Varese","{'type': 'Point', 'coordinates': [8.612520000000075, 45.81452000000007]}","Piazza Carlo Locatelli Ispra, Ispra - Scuole Medie, Lombardia",POINT
Via E. Fermi 24 - Laveno Mombello,Laveno Mombello - Asilo,"Via Enrico Fermi 24, 21014, Laveno Mombello, Varese","{'type': 'Point', 'coordinates': [8.619275142714796, 45.90166988562887]}","Via E. Fermi 24 - Laveno Mombello, Laveno Mombello - Asilo, Lombardia",POINT
Cerro - Laveno Mombello,Laveno Mombello - Cerro Lungo Lago,"Laveno Mombello, Varese","{'type': 'Point', 'coordinates': [8.613920000000064, 45.893800000000056]}","Cerro - Laveno Mombello, Laveno Mombello - Cerro Lungo Lago, Lombardia",POINT
Via Roma 16/A - Laveno Mombello,Laveno Mombello - Municipio,"Via Roma 16, 21014, Laveno Mombello, Varese","{'type': 'Point', 'coordinates': [8.618413669635295, 45.91169278621954]}","Via Roma 16/A - Laveno Mombello, Laveno Mombello - Municipio, Lombardia",POINT
