alias_address,alias_city,ammoniaca,arsenico,bicarbonato,calcio,cloro_residuo,cloruro,conducibilita,data_report,durezza,fluoruri,magnesio,manganese,nitrato,nitrito,ph,potassio,residuo_fisso,sodio,solfato
Via Marconi,ACQUAFREDDA,<0.05,<1,196,52.0,<0.05,3,395,Dicembre 2019,22.5,<0.1,19.6,10,5,<0.02,8.2,1.1,277,3.5,28
Via Repubblica,ACQUAFREDDA,<0.05,2,193,52.5,<0.05,2,379,Dicembre 2019,22.1,<0.1,19.7,10,5,<0.02,7.9,1.0,265,3.6,26
Binzago,AGNOSINE,<0.05,<1,218,44.4,0.10,<2,373,Dicembre 2019,22.9,<0.1,24.9,<5,5,<0.02,8.3,<0.5,261,0.8,5
Casale,AGNOSINE,<0.05,<1,220,46.1,0.14,<2,370,Dicembre 2019,22.9,<0.1,26.0,<5,5,<0.02,8.4,<0.5,259,0.9,5
Via Disciplina,AGNOSINE,<0.05,<1,218,45.2,0.14,<2,372,Dicembre 2019,22.9,<0.1,25.8,<5,5,<0.02,8.3,<0.5,260,0.9,5
Via Roma,AGNOSINE,<0.05,<1,214,50.7,0.15,<2,366,Dicembre 2019,22.4,<0.1,24.1,<5,5,<0.02,8.4,<0.5,256,0.8,6
"Via Roma, 47",AGNOSINE,<0.05,<1,218,45.2,0.14,<2,372,Dicembre 2019,22.9,<0.1,25.8,<5,5,<0.02,8.3,<0.5,260,0.9,5
Via Chiesa,ALFIANELLO,<0.05,<1,275,100.6,<0.05,31,673,Dicembre 2019,35.8,<0.1,29.1,<5,19,<0.02,8.0,1.5,471,17.3,48
Via Libertà,ALFIANELLO,<0.05,4,262,71.7,<0.05,8,464,Dicembre 2019,25.7,<0.1,16.8,<5,3,<0.02,7.9,1.0,325,11.0,4
Baremone,ANFO,<0.05,<1,124,28.5,<0.05,<2,221,Dicembre 2019,12.7,<0.1,15.4,<5,4,<0.02,8.1,<0.5,155,0.7,<3
Via Marconi,ANFO,<0.05,<1,170,39.2,0.07,2,323,Dicembre 2019,19.4,<0.1,22.6,<5,4,<0.02,8.3,<0.5,226,0.7,4
Via Tre Casali,ANFO,<0.05,<1,162,37.0,<0.05,2,299,Dicembre 2019,17.7,<0.1,19.9,<5,5,<0.02,8.3,<0.5,209,0.7,6
Strada Provinciale XI,Acquafredda,<0.05,3,194,52.5,<0.05,2,378,Dicembre 2019,22.1,<0.1,19.7,8,5,<0.02,7.9,1.0,265,3.7,26
Via Circonvallazione,Agnosine,<0.05,<1,218,45.2,0.14,<2,372,Dicembre 2019,22.9,<0.1,25.8,<5,5,<0.02,8.3,<0.5,260,0.9,5
Via Mabellini,Anfo,<0.05,<1,170,39.2,0.07,2,323,Dicembre 2019,19.4,<0.1,22.6,<5,4,<0.02,8.3,<0.5,226,0.7,4
Via I Maggio,BAGNOLO MELLA,<0.05,<1,239,77.7,<0.05,14,521,Dicembre 2019,29.5,<0.1,20.8,<5,18,<0.02,7.7,1.1,365,8.2,31
Via Roma,BAGNOLO MELLA,<0.05,<1,275,100.6,<0.05,31,673,Dicembre 2019,35.8,<0.1,29.1,<5,19,<0.02,8.0,1.5,471,17.3,48
Via Urne di sotto,BAGNOLO MELLA,<0.05,<1,244,82.2,<0.05,13,535,Dicembre 2019,31.3,<0.1,23.1,<5,23,<0.02,7.8,0.9,375,5.1,33
Via della Repubblica,BAGNOLO MELLA,<0.05,<1,275,100.6,<0.05,31,673,Dicembre 2019,35.8,<0.1,29.1,<5,19,<0.02,8.0,1.5,471,17.3,48
Plompe,BAGOLINO,<0.05,1,74,31.8,0.06,3,333,Dicembre 2019,10.5,<0.1,7.1,<5,3,<0.02,8.1,0.6,141,2.6,104
Via Forno,BAGOLINO,<0.05,1,74,31.8,0.06,3,333,Dicembre 2019,10.5,<0.1,7.1,<5,3,<0.02,8.1,0.6,141,2.6,104
Via Mignano,BAGOLINO,<0.05,1,74,31.8,0.06,3,333,Dicembre 2019,10.5,<0.1,7.1,<5,3,<0.02,8.1,0.6,141,2.6,104
Via San Giorgio,BAGOLINO,<0.05,1,74,31.8,0.06,3,333,Dicembre 2019,10.5,<0.1,7.1,<5,3,<0.02,8.1,0.6,141,2.6,104
Via San Luca,BAGOLINO,<0.05,1,74,31.8,0.06,3,333,Dicembre 2019,10.5,<0.1,7.1,<5,3,<0.02,8.1,0.6,141,2.6,104
Fossane,BARGHE,<0.05,<1,147,60.7,<0.05,4,333,Dicembre 2019,18.8,<0.1,12.3,<5,4,<0.02,7.8,1.0,233,3.0,37
Via XXV Aprile,BARGHE,<0.05,<1,151,56.4,0.06,4,343,Dicembre 2019,19.2,<0.1,10.8,<5,4,<0.02,8.1,0.9,240,2.8,39
Via Brescia,BASSANO BRESCIANO,<0.05,<1,238,69.0,<0.05,2,435,Dicembre 2019,25.2,<0.1,17.7,<5,<2,<0.02,8.0,1.5,305,6.4,23
Via Lusignolo,BASSANO BRESCIANO,<0.05,<1,238,68.8,<0.05,2,435,Dicembre 2019,25.2,<0.1,18.5,<5,<2,<0.02,7.9,1.5,305,6.6,23
Via Martinengo,BASSANO BRESCIANO,<0.05,<1,238,68.8,<0.05,2,435,Dicembre 2019,25.2,<0.1,18.5,<5,<2,<0.02,7.9,1.5,305,6.6,23
Via Arzaga,BEDIZZOLE,<0.05,<1,275,100.6,<0.05,31,673,Dicembre 2019,35.8,<0.1,29.1,<5,19,<0.02,8.0,1.5,471,17.3,48
Via Libertà angolo Via IV Novembre,BEDIZZOLE,<0.05,<1,229,72.0,0.05,5,467,Dicembre 2019,26.8,<0.1,23.0,<5,13,<0.02,7.7,0.9,327,3.6,32
Via Macesina,BEDIZZOLE,<0.05,<1,247,69.3,<0.05,7,509,Dicembre 2019,29.1,<0.1,29.9,<5,27,<0.02,7.8,1.4,356,3.8,24
Via Pieve,BEDIZZOLE,<0.05,<1,229,70.8,<0.05,5,469,Dicembre 2019,26.9,<0.1,22.5,<5,13,<0.02,7.8,0.8,329,3.5,32
Via Signorina angolo Via Barazzola,BEDIZZOLE,<0.05,<1,230,71.6,<0.05,5,466,Dicembre 2019,26.7,<0.1,22.9,<5,13,<0.02,7.8,0.9,326,3.6,32
Via Valsabbia,BEDIZZOLE,<0.05,<1,229,70.8,<0.05,5,469,Dicembre 2019,26.9,<0.1,22.5,<5,13,<0.02,7.8,0.8,329,3.5,32
Via Ariolo,BIONE,<0.05,<1,213,48.5,0.13,<2,368,Dicembre 2019,22.5,<0.1,23.2,<5,5,<0.02,8.3,<0.5,258,0.8,6
Via Bersenico Sotto,BIONE,<0.05,<1,213,48.5,0.13,<2,368,Dicembre 2019,22.5,<0.1,23.2,<5,5,<0.02,8.3,<0.5,258,0.8,6
Via Navezze,BIONE,<0.05,<1,217,47.7,0.17,<2,368,Dicembre 2019,22.4,<0.1,23.0,<5,5,<0.02,8.2,<0.5,258,0.8,6
Via IV Novembre,BORGOSATOLLO,<0.05,<1,272,93.9,<0.05,10,567,Dicembre 2019,33.6,<0.1,25.3,<5,22,<0.02,7.6,1.1,397,3.9,31
Via Pascoli,BORGOSATOLLO,<0.05,<1,272,93.9,<0.05,10,567,Dicembre 2019,33.6,<0.1,25.3,<5,22,<0.02,7.6,1.1,397,3.9,31
Via Roma,BORGOSATOLLO,<0.05,<1,264,89.3,<0.05,10,540,Dicembre 2019,31.4,<0.1,22.8,<5,21,<0.02,7.6,1.5,378,5.2,28
Via Toscanini,BORGOSATOLLO,<0.05,<1,262,89.6,<0.05,9,532,Dicembre 2019,31.0,<0.1,20.8,<5,18,<0.02,7.7,1.6,372,5.2,28
Piazza Aldo Moro,BOTTICINO,<0.05,<1,281,91.2,<0.05,11,560,Dicembre 2019,31.8,0.1,24.9,<5,18,<0.02,7.5,1.3,392,5.7,22
Via Don Milani,BOTTICINO,<0.05,<1,291,91.1,0.06,11,578,Dicembre 2019,32.9,<0.1,24.6,<5,18,<0.02,7.5,1.4,405,6.0,23
Via IV Novembre,BOTTICINO,<0.05,<1,285,87.4,<0.05,11,563,Dicembre 2019,32.0,<0.1,24.0,<5,17,<0.02,7.7,1.3,394,5.6,22
Via San Gallo,BOTTICINO,<0.05,<1,285,86.1,<0.05,13,573,Dicembre 2019,32.5,<0.1,23.5,<5,18,<0.02,7.7,1.2,401,6.3,24
Via Canossi,BOVEZZO,<0.05,<1,275,93.3,<0.05,12,570,Dicembre 2019,33.4,<0.1,19.9,<5,17,<0.02,7.9,1.0,399,4.8,34
Via Vittorio Veneto,BOVEZZO,<0.05,<1,275,93.3,<0.05,12,570,Dicembre 2019,33.4,<0.1,19.9,<5,17,<0.02,7.9,1.0,399,4.8,34
Via IV Novembre,BRANDICO,<0.05,1,193,58.4,<0.05,12,434,Dicembre 2019,20.7,0.1,12.6,<5,9,<0.02,8.1,1.8,304,21.0,31
Corso Matteotti angolo Corso Garibaldi,BRESCIA,<0.05,<1,281,82.1,<0.05,13,550,Dicembre 2019,31.6,<0.1,23.7,<5,17,<0.02,7.5,1.3,385,6.5,16
Piazza della Loggia,BRESCIA,<0.05,<1,281,82.1,<0.05,13,550,Dicembre 2019,31.6,<0.1,23.7,<5,17,<0.02,7.5,1.3,385,6.5,16
Via Benacense angolo Via Canalotto,BRESCIA,<0.05,<1,256,91.4,<0.05,28,599,Dicembre 2019,32.6,0.1,27.6,<5,16,<0.02,7.7,1.5,419,14.2,37
Via Caionvico,BRESCIA,<0.05,<1,275,100.6,<0.05,31,673,Dicembre 2019,35.8,<0.1,29.1,<5,19,<0.02,8.0,1.5,471,17.3,48
Via Capretti angolo Via Triumplina,BRESCIA,<0.05,<1,273,105.5,0.05,13,583,Dicembre 2019,34.0,<0.1,25.5,<5,17,<0.02,8.1,1.2,408,6.1,35
Via Chiesanuova,BRESCIA,<0.05,<1,275,96.5,0.05,21,609,Dicembre 2019,34.3,<0.1,28.9,<5,19,<0.02,8.0,1.3,426,10.6,34
Via Cremona,BRESCIA,<0.05,<1,251,84.9,0.07,25,584,Dicembre 2019,31.8,0.1,27.0,<5,16,<0.02,7.7,1.5,409,12.8,36
Via Cucca,BRESCIA,<0.05,<1,292,139.7,<0.05,22,689,Dicembre 2019,39.6,<0.1,14.9,<5,31,<0.02,7.8,1.1,482,7.2,44
Via Dal Monte,BRESCIA,<0.05,<1,250,89.2,<0.05,15,556,Dicembre 2019,31.5,<0.1,24.3,<5,15,<0.02,7.8,1.2,389,7.5,36
Via Gabbiane,BRESCIA,<0.05,<1,275,100.6,<0.05,31,673,Dicembre 2019,35.8,<0.1,29.1,<5,19,<0.02,8.0,1.5,471,17.3,48
Via Milano,BRESCIA,<0.05,<1,250,92.5,<0.05,12,550,Dicembre 2019,31.5,<0.1,22.8,<5,15,<0.02,8.1,1.2,385,6.4,36
Via Moretto angolo Via Santa Croce,BRESCIA,<0.05,<1,281,82.1,<0.05,13,550,Dicembre 2019,31.6,<0.1,23.7,<5,17,<0.02,7.5,1.3,385,6.5,16
Via Piazza,BRESCIA,<0.05,<1,246,87.9,<0.05,12,548,Dicembre 2019,31.3,<0.1,25.8,<5,15,<0.02,7.9,1.1,384,6.5,40
Via Raffaello,BRESCIA,<0.05,<1,257,80.0,<0.05,17,554,Dicembre 2019,30.6,0.2,28.6,<5,2,<0.02,8.1,1.7,388,11.8,35
Via Rione,BRESCIA,<0.05,<1,276,104.8,<0.05,30,685,Dicembre 2019,39.0,<0.1,35.1,<5,30,<0.02,7.9,1.4,480,8.7,51
Via San Benedetto,BRESCIA,<0.05,<1,274,90.4,<0.05,9,557,Dicembre 2019,32.4,<0.1,27.4,<5,17,<0.02,7.9,1.1,390,6.0,24
Via Sant'Orsola,BRESCIA,<0.05,<1,268,93.1,0.05,13,562,Dicembre 2019,32.2,<0.1,23.9,<5,18,<0.02,7.8,1.9,393,7.4,24
Via Vallecamonica,BRESCIA,<0.05,<1,267,114.8,<0.05,18,618,Dicembre 2019,34.8,<0.1,14.0,<5,36,<0.02,7.9,1.0,433,7.1,30
Via Veneto  angolo Via Salvo d'Acquisto,BRESCIA,<0.05,<1,249,92.2,<0.05,13,552,Dicembre 2019,31.5,<0.1,22.5,<5,15,<0.02,7.9,1.2,386,6.2,37
Via Verziano,BRESCIA,<0.05,<1,276,105.9,<0.05,35,700,Dicembre 2019,36.3,<0.1,28.4,<5,27,<0.02,8.0,1.6,490,21.5,53
Via Violino di Sotto,BRESCIA,<0.05,<1,275,100.6,<0.05,31,673,Dicembre 2019,35.8,<0.1,29.1,<5,19,<0.02,8.0,1.5,471,17.3,48
Via XI,BRESCIA,<0.05,<1,251,84.9,0.07,25,584,Dicembre 2019,31.8,0.1,27.0,<5,16,<0.02,7.7,1.5,409,12.8,36
Piazzale Europa,Bedizzole,<0.05,<1,229,72.0,0.05,5,467,Dicembre 2019,26.8,<0.1,23.0,<5,13,<0.02,7.7,0.9,327,3.6,32
Via Don G. Bazzoli,Bione,<0.05,<1,231,54.9,0.09,2,410,Dicembre 2019,24.9,<0.1,23.1,<5,4,<0.02,8.2,<0.5,287,1.2,12
Piazza Castello,Borgosatollo,<0.05,<1,272,93.9,<0.05,10,567,Dicembre 2019,33.6,<0.1,25.3,<5,22,<0.02,7.6,1.1,397,3.9,31
Via Dante Alighieri,Botticino,<0.05,<1,291,91.1,0.06,11,578,Dicembre 2019,32.9,<0.1,24.6,<5,18,<0.02,7.5,1.4,405,6.0,23
Piazza 28 Maggio,Bovezzo,<0.05,<1,306,96.6,<0.05,5,542,Dicembre 2019,33.2,0.1,20.1,<5,7,<0.02,8.0,0.7,379,2.2,13
Via Martiri della Libertà,Brandico,<0.05,1,193,58.4,<0.05,12,434,Dicembre 2019,20.7,0.1,12.6,<5,9,<0.02,8.1,1.8,304,21.0,31
Corso Luigi Bazoli,Brescia,<0.05,<1,274,89.8,0.07,9,556,Dicembre 2019,32.3,<0.1,27.5,<5,15,<0.02,7.9,1.1,389,6.0,24
Via Casazza,Brescia,<0.05,<1,237,87.3,<0.05,13,515,Dicembre 2019,29.1,0.2,13.3,<5,21,<0.02,7.5,1.2,361,5.4,32
Via Corsica,Brescia,<0.05,<1,275,100.6,<0.05,31,673,Dicembre 2019,35.8,<0.1,29.1,<5,19,<0.02,8.0,1.5,471,17.3,48
Via Franzinetti,Brescia,<0.05,<1,250,92.5,<0.05,12,550,Dicembre 2019,31.5,<0.1,22.8,<5,15,<0.02,8.1,1.2,385,6.4,36
Via Niccolo Tommaseo,Brescia,<0.05,<1,249,92.2,<0.05,13,552,Dicembre 2019,31.5,<0.1,22.5,<5,15,<0.02,7.9,1.2,386,6.2,37
Via Prima Villaggio Badia,Brescia,<0.05,<1,267,114.8,<0.05,18,618,Dicembre 2019,34.8,<0.1,14.0,<5,36,<0.02,7.9,1.0,433,7.1,30
Via Sabbioneta,Brescia,<0.05,<1,274,89.8,0.07,9,556,Dicembre 2019,32.3,<0.1,27.5,<5,15,<0.02,7.9,1.1,389,6.0,24
Via Verziano,Brescia,<0.05,<1,276,105.9,<0.05,35,700,Dicembre 2019,36.3,<0.1,28.4,<5,27,<0.02,8.0,1.6,490,21.5,53
Via della Palla,Brescia,<0.05,<1,276,104.8,<0.05,30,685,Dicembre 2019,39.0,<0.1,35.1,<5,30,<0.02,7.9,1.4,480,8.7,51
Viale Piave,Brescia,<0.05,<1,256,91.4,<0.05,28,599,Dicembre 2019,32.6,0.1,27.6,<5,16,<0.02,7.7,1.5,419,14.2,37
Strada Provinciale X,Brione,<0.05,<1,194,87.5,0.11,18,440,Dicembre 2019,23.4,<0.1,2.9,<5,26,0.02,7.8,1.8,308,8.6,9
Via Fontane,CAPOVALLE,<0.05,<1,270,100.7,0.05,13,582,Dicembre 2019,33.8,<0.1,23.6,<5,17,<0.02,8.0,1.2,407,5.9,35
Zumiè,CAPOVALLE,<0.05,<1,165,59.3,0.06,9,339,Dicembre 2019,18.1,0.2,11.2,<5,11,<0.02,8.2,3.1,237,4.4,7
Via Morari,CAPRIANO DEL COLLE,<0.05,3,273,101.1,<0.05,27,632,Dicembre 2019,34.6,<0.1,19.2,<5,25,<0.02,7.6,1.5,442,14.8,38
Via Tese,CAPRIANO DEL COLLE,<0.05,4,278,100.6,<0.05,23,636,Dicembre 2019,35.1,<0.1,19.8,<5,28,<0.02,7.8,1.8,445,14.2,40
Via Trento,CAPRIANO DEL COLLE,<0.05,<1,271,101.9,<0.05,28,629,Dicembre 2019,34.3,<0.1,18.7,<5,24,<0.02,7.7,1.3,440,15.3,38
Via Garibaldi,CASTENEDOLO,<0.05,<1,209,71.7,<0.05,16,474,Dicembre 2019,26.2,<0.1,19.9,<5,31,<0.02,7.5,0.9,332,6.5,21
Via Macina,CASTENEDOLO,<0.05,<1,254,85.9,<0.05,14,546,Dicembre 2019,31.3,<0.1,23.8,<5,32,<0.02,7.6,1.1,382,6.3,27
Via Matteotti,CASTENEDOLO,<0.05,<1,209,71.7,<0.05,16,474,Dicembre 2019,26.2,<0.1,19.9,<5,31,<0.02,7.5,0.9,332,6.5,21
Via Pasubio,CASTENEDOLO,<0.05,<1,274,91.7,<0.05,8,558,Dicembre 2019,33.0,<0.1,24.8,<5,28,<0.02,7.8,1.1,391,4.6,28
Via Auro,CASTO,<0.05,<1,167,41.6,0.17,2,341,Dicembre 2019,20.1,<0.1,23.3,<5,5,<0.02,7.6,<0.5,239,1.1,28
Via Briale,CASTO,0.15,<1,160,31.5,0.18,<2,288,Dicembre 2019,16.9,<0.1,19.9,<5,5,<0.02,7.8,<0.5,202,0.7,7
Via Comero,CASTO,<0.05,<1,192,40.6,0.09,2,346,Dicembre 2019,20.6,<0.1,23.5,<5,9,<0.02,7.7,<0.5,242,0.7,4
Via Famea,CASTO,<0.05,<1,275,100.6,<0.05,31,673,Dicembre 2019,35.8,<0.1,29.1,<5,19,<0.02,8.0,1.5,471,17.3,48
Via S.Giovanni,CASTO,<0.05,<1,167,39.3,0.12,2,339,Dicembre 2019,20.0,<0.1,22.3,<5,5,<0.02,7.8,<0.5,237,1.0,28
Via Tito Speri,CASTO,<0.05,<1,275,100.6,<0.05,31,673,Dicembre 2019,35.8,<0.1,29.1,<5,19,<0.02,8.0,1.5,471,17.3,48
Via Aldo Moro,CELLATICA,<0.05,<1,246,88.3,<0.05,13,536,Dicembre 2019,31.2,<0.1,22.9,<5,15,<0.02,7.4,1.0,375,6.5,42
Via Montebello,CELLATICA,<0.05,<1,222,92.0,<0.05,12,488,Dicembre 2019,27.7,<0.1,12.0,<5,18,<0.02,7.7,1.3,342,5.8,32
Via Risorgimento,CELLATICA,<0.05,<1,222,92.0,<0.05,12,488,Dicembre 2019,27.7,<0.1,12.0,<5,18,<0.02,7.7,1.3,342,5.8,32
Campiani,COLLEBEATO,<0.05,<1,222,92.0,<0.05,12,488,Dicembre 2019,27.7,<0.1,12.0,<5,18,<0.02,7.7,1.3,342,5.8,32
Via San Francesco,COLLEBEATO,<0.05,<1,266,92.7,0.06,12,558,Dicembre 2019,32.8,<0.1,20.3,<5,17,<0.02,7.5,1.0,391,5.2,34
Via Ca' de Bosio,CONCESIO,<0.05,<1,274,95.4,<0.05,12,571,Dicembre 2019,31.7,<0.1,20.8,5,17,<0.02,7.8,1.0,400,4.9,34
Via Due Muri,CONCESIO,<0.05,<1,274,95.4,<0.05,12,571,Dicembre 2019,31.7,<0.1,20.8,5,17,<0.02,7.8,1.0,400,4.9,34
Via Gilli,CONCESIO,<0.05,<1,195,69.3,<0.05,11,455,Dicembre 2019,24.0,<0.1,18.3,<5,11,<0.02,8.0,0.9,319,5.4,45
Via Mazzini,CONCESIO,<0.05,<1,195,68.6,<0.05,11,455,Dicembre 2019,24.0,<0.1,18.8,<5,11,<0.02,7.9,0.9,319,5.4,45
Via Segheria,CONCESIO,<0.05,<1,275,100.6,<0.05,31,673,Dicembre 2019,35.8,<0.1,29.1,<5,19,<0.02,8.0,1.5,471,17.3,48
Fenili Belasi,Capriano del Colle,<0.05,3,273,101.1,<0.05,27,632,Dicembre 2019,34.6,<0.1,19.2,<5,25,<0.02,7.6,1.5,442,14.8,38
Via Garibaldi,Capriano del Colle,<0.05,3,273,101.1,<0.05,27,632,Dicembre 2019,34.6,<0.1,19.2,<5,25,<0.02,7.6,1.5,442,14.8,38
Via Pietro Pisa,Castenedolo,<0.05,<1,209,71.7,<0.05,16,474,Dicembre 2019,26.2,<0.1,19.9,<5,31,<0.02,7.5,0.9,332,6.5,21
Via Magenta,Cellatica,<0.05,<1,222,92.0,<0.05,12,488,Dicembre 2019,27.7,<0.1,12.0,<5,18,<0.02,7.7,1.3,342,5.8,32
Via Saletto,Collebeato,<0.05,<1,266,92.7,0.06,12,558,Dicembre 2019,32.8,<0.1,20.3,<5,17,<0.02,7.5,1.0,391,5.2,34
Via Pascoli,Concesio,<0.05,<1,210,72.5,0.06,11,477,Dicembre 2019,25.4,<0.1,18.7,<5,12,<0.02,7.9,0.9,334,5.3,43
Strada Cadimarco,FIESSE,<0.05,<1,275,100.6,<0.05,31,673,Dicembre 2019,35.8,<0.1,29.1,<5,19,<0.02,8.0,1.5,471,17.3,48
Via Denti,FIESSE,<0.05,5,234,56.9,<0.05,7,432,Dicembre 2019,23.3,0.1,21.3,<5,4,<0.02,7.9,0.8,302,11.0,10
Via Nazzari,FIESSE,<0.05,3,232,57.1,<0.05,5,423,Dicembre 2019,23.7,<0.1,24.0,<5,2,<0.02,7.9,1.2,296,8.1,14
Strada San Giacomo,Fiesse,<0.05,4,236,57.9,<0.05,7,428,Dicembre 2019,23.1,0.1,22.4,<5,4,<0.02,7.8,0.8,300,11.2,9
Strada Provinciale VIII,GAMBARA,<0.05,3,225,56.1,<0.05,5,420,Dicembre 2019,23.4,<0.1,23.7,<5,2,<0.02,7.9,1.2,294,7.8,14
Via Lamarmora,GAMBARA,<0.05,3,226,56.0,<0.05,5,423,Dicembre 2019,23.4,<0.1,23.5,<5,2,<0.02,8.0,1.2,296,7.8,14
Via Martiri della Libertà,GAMBARA,<0.05,3,229,56.1,<0.05,5,425,Dicembre 2019,23.5,<0.1,23.3,<5,2,<0.02,8.1,1.2,298,7.8,14
Cimitero,GAVARDO,<0.05,<1,276,91.1,0.08,19,589,Dicembre 2019,31.6,<0.1,23.6,<5,23,<0.02,7.6,1.5,412,12.2,25
Piazza Corioni,GAVARDO,<0.05,<1,278,92.4,0.09,19,589,Dicembre 2019,32.0,<0.1,23.3,<5,23,<0.02,7.7,1.5,412,11.8,26
Piazza Moro,GAVARDO,<0.05,<1,276,91.1,0.08,19,589,Dicembre 2019,31.6,<0.1,23.6,<5,23,<0.02,7.6,1.5,412,12.2,25
Piazza Pesa,GAVARDO,<0.05,1,177,57.4,0.07,6,378,Dicembre 2019,20.1,<0.1,15.3,<5,7,<0.02,7.9,1.1,265,5.6,26
Via Marzatica,GAVARDO,<0.05,<1,262,86.3,<0.05,17,556,Dicembre 2019,30.3,<0.1,21.9,<5,22,<0.02,7.7,1.5,389,11.0,26
Via S. Pellegrino,GAVARDO,<0.05,1,177,57.4,0.07,6,378,Dicembre 2019,20.1,<0.1,15.3,<5,7,<0.02,7.9,1.1,265,5.6,26
Via Sant'Antonio,GAVARDO,<0.05,<1,263,88.3,0.08,17,562,Dicembre 2019,30.1,<0.1,23.0,<5,22,<0.02,7.8,1.5,393,11.5,26
Piazza Martiri della Libertà,GOTTOLENGO,<0.05,<1,281,82.1,<0.05,13,550,Dicembre 2019,31.6,<0.1,23.7,<5,17,<0.02,7.5,1.3,385,6.5,16
Via Alberini,GOTTOLENGO,<0.05,3,235,58.7,<0.05,2,433,Dicembre 2019,24.5,<0.1,24.5,<5,<2,<0.02,8.1,1.2,303,6.5,19
Via Roma,GOTTOLENGO,<0.05,3,237,58.2,<0.05,2,432,Dicembre 2019,24.6,<0.1,24.2,<5,<2,<0.02,8.2,1.2,302,6.5,18
Via Carrebbio,GUSSAGO,<0.05,<1,164,69.0,<0.05,3,327,Dicembre 2019,18.6,<0.1,2.6,<5,14,<0.02,7.8,0.6,229,1.5,8
Via Civine,GUSSAGO,<0.05,<1,157,70.4,0.06,3,327,Dicembre 2019,18.4,<0.1,2.5,8,16,0.03,7.8,0.7,229,1.5,7
Via Kennedy,GUSSAGO,<0.05,<1,273,114.7,<0.05,13,562,Dicembre 2019,31.9,<0.1,8.8,<5,30,<0.02,7.4,0.8,393,7.5,12
Via San Zenone,GUSSAGO,<0.05,<1,280,122.2,<0.05,16,593,Dicembre 2019,33.8,<0.1,8.9,<5,31,<0.02,7.4,0.9,415,7.5,17
Via Seriola,GUSSAGO,<0.05,<1,164,69.0,<0.05,3,327,Dicembre 2019,18.6,<0.1,2.6,<5,14,<0.02,7.8,0.6,229,1.5,8
Via Trieste,GUSSAGO,<0.05,<1,279,126.2,0.06,16,595,Dicembre 2019,33.8,<0.1,9.3,<5,33,<0.02,7.4,0.9,417,7.8,17
Via Lamarmora,Gambara,<0.05,3,226,56.0,<0.05,5,423,Dicembre 2019,23.4,<0.1,23.5,<5,2,<0.02,8.0,1.2,296,7.8,14
Via Cavour,Gottolengo,<0.05,3,237,58.2,<0.05,2,432,Dicembre 2019,24.6,<0.1,24.2,<5,<2,<0.02,8.2,1.2,302,6.5,18
Via Sale,Gussago,<0.05,<1,279,126.2,0.06,16,595,Dicembre 2019,33.8,<0.1,9.3,<5,33,<0.02,7.4,0.9,417,7.8,17
Strada Provinciale 58 per Capovalle,IDRO,<0.05,<1,165,57.8,0.06,9,337,Dicembre 2019,18.0,0.2,10.7,<5,11,<0.02,8.2,2.9,236,4.1,7
Via San Michele,IDRO,<0.05,<1,136,32.7,0.08,<2,246,Dicembre 2019,14.2,<0.1,18.2,<5,4,<0.02,8.3,<0.5,172,0.5,4
Via Sasse,IDRO,<0.05,<1,165,39.0,<0.05,<2,299,Dicembre 2019,17.8,<0.1,21.2,<5,7,<0.02,8.4,<0.5,209,0.5,6
Via Trento,IDRO,<0.05,<1,136,29.9,<0.05,<2,247,Dicembre 2019,14.2,<0.1,16.6,<5,4,<0.02,8.3,<0.5,173,0.5,4
Via Treviso Bresciano,IDRO,<0.05,<1,135,31.5,0.08,<2,247,Dicembre 2019,14.2,<0.1,17.5,<5,4,<0.02,8.3,<0.5,173,0.5,4
Piazza Castello angolo Via Marconi,ISORELLA,<0.05,<1,196,52.0,<0.05,3,395,Dicembre 2019,22.5,<0.1,19.6,10,5,<0.02,8.2,1.1,277,3.5,28
Piazza Roma,ISORELLA,<0.05,4,237,65.2,<0.05,<2,428,Dicembre 2019,24.9,<0.1,20.4,<5,2,<0.02,7.8,1.3,300,5.8,19
Via De Gasperi angolo via Berardo Maggi,ISORELLA,<0.05,4,237,64.5,<0.05,2,430,Dicembre 2019,24.9,<0.1,20.1,<5,2,<0.02,7.8,1.3,301,5.6,19
Via de Gasperi,Isorella,<0.05,4,237,64.5,<0.05,2,430,Dicembre 2019,24.9,<0.1,20.1,<5,2,<0.02,7.8,1.3,301,5.6,19
Bisenzio,LAVENONE,<0.05,<1,136,32.2,0.12,<2,248,Dicembre 2019,14.2,<0.1,17.2,<5,4,<0.02,8.3,<0.5,174,0.5,4
Via Pileca,LAVENONE,<0.05,<1,136,32.2,0.12,<2,248,Dicembre 2019,14.2,<0.1,17.2,<5,4,<0.02,8.3,<0.5,174,0.5,4
Campagna,LONATO,<0.05,<1,236,65.0,<0.05,6,475,Dicembre 2019,27.5,0.1,25.4,<5,18,<0.02,7.8,1.0,333,4.5,23
Madonna della Scoperta,LONATO,<0.05,<1,233,69.4,<0.05,15,509,Dicembre 2019,29.3,0.1,25.7,<5,26,<0.02,7.9,0.9,356,2.9,28
Piazza Corlo,LONATO,<0.05,<1,239,67.7,<0.05,8,494,Dicembre 2019,28.4,<0.1,25.0,<5,27,<0.02,7.8,1.1,346,4.4,22
