alias_address,alias_city,geocode,geometry,georeferencingString,type
Via Sant'Antonio,Ospitaletto,"Via Sant'Antonio, Lovernato, Ospitaletto, Brescia, Lombardia, 25035, Italia","{'type': 'Point', 'coordinates': [10.0729798, 45.5629799]}","Via Sant'Antonio, Ospitaletto, BS, Lombardia",POINT
Via Pospesio,PAITONE,"Via Pospesio, Pospesio, Paitone, Comunità montana della valle Sabbia, Brescia, Lombardia, 25085, Italia","{'type': 'Point', 'coordinates': [10.405812, 45.5616004]}","Via Pospesio, PAITONE, BS, Lombardia",POINT
Via Sarzena,PAITONE,"Sarzena, Paitone, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.3989754, 45.5690109]}","Via Sarzena, PAITONE, BS, Lombardia",POINT
Via Don Bosco,PAVONE DEL MELLA,"Via Don Bosco, Pavone del Mella, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.2065606, 45.2950053]}","Via Don Bosco, PAVONE DEL MELLA, BS, Lombardia",POINT
Belprato,PERTICA ALTA,"Belprato, Pertica Alta, Comunità montana della valle Sabbia, Brescia, Lombardia, 25078, Italia","{'type': 'Point', 'coordinates': [10.3709685, 45.7248846]}","Belprato, PERTICA ALTA, BS, Lombardia",POINT
Lavino,PERTICA ALTA,"Lavino, Pertica Alta, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.3191691, 45.7449168]}","Lavino, PERTICA ALTA, BS, Lombardia",POINT
Navono,PERTICA ALTA,"Navono, Pertica Alta, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.325692, 45.7463857]}","Navono, PERTICA ALTA, BS, Lombardia",POINT
Noffo Alta,PERTICA ALTA,"Noffo, Pertica Alta, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.3178408, 45.7419537]}","Noffo Alta, PERTICA ALTA, BS, Lombardia",POINT
Odeno,PERTICA ALTA,"Odeno, Pertica Alta, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.3382659, 45.7468903]}","Odeno, PERTICA ALTA, BS, Lombardia",POINT
Via Tonetti,POLAVENO,"Via Tonetti, Polaveno, Comunità montana della valle Trompia, Brescia, Lombardia, 25050, Italia","{'type': 'Point', 'coordinates': [10.1504535, 45.6677659]}","Via Tonetti, POLAVENO, BS, Lombardia",POINT
Bettegno,PONTEVICO,"Bettegno, Pontevico, Brescia, Lombardia, 25026, Italia","{'type': 'Point', 'coordinates': [10.1013726, 45.3018222]}","Bettegno, PONTEVICO, BS, Lombardia",POINT
Strada Francesca,PONTEVICO,"Strada Francesca, Chiesuola, Pontevico, Brescia, Lombardia, 25026, Italia","{'type': 'Point', 'coordinates': [10.1138509, 45.2714591]}","Strada Francesca, PONTEVICO, BS, Lombardia",POINT
Via Brescia,PONTEVICO,"Via Brescia, Bettegno, Pontevico, Brescia, Lombardia, 25026, Italia","{'type': 'Point', 'coordinates': [10.0960951, 45.2772653]}","Via Brescia, PONTEVICO, BS, Lombardia",POINT
Via Campazzo,PONTEVICO,"Campazzo, Pontevico, Brescia, Lombardia, 25028, Italia","{'type': 'Point', 'coordinates': [10.0775116, 45.2978255]}","Via Campazzo, PONTEVICO, BS, Lombardia",POINT
Via Borgo Sopra,PRALBOINO,"Via Borgo Sopra, Pralboino, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.2189735, 45.2701206]}","Via Borgo Sopra, PRALBOINO, BS, Lombardia",POINT
Via Nuova,PRESEGLIE,"Via Nuova, Quintilago, Preseglie, Comunità montana della valle Sabbia, Brescia, Lombardia, 25070, Italia","{'type': 'Point', 'coordinates': [10.3784234, 45.6616766]}","Via Nuova, PRESEGLIE, BS, Lombardia",POINT
Strada Provinciale 59,PROVAGLIO VAL SABBIA,"Provaglio Val Sabbia, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.4366014, 45.6848636]}","Strada Provinciale 59, PROVAGLIO VAL SABBIA, BS, Lombardia",POINT
Via Milano,PROVAGLIO VAL SABBIA,"Provaglio Val Sabbia, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.4366014, 45.6848636]}","Via Milano, PROVAGLIO VAL SABBIA, BS, Lombardia",POINT
Via Roma,PROVAGLIO VAL SABBIA,"Provaglio Val Sabbia, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.4366014, 45.6848636]}","Via Roma, PROVAGLIO VAL SABBIA, BS, Lombardia",POINT
Via Trieste,Pavone del Mella,"Via Trieste, Pavone del Mella, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.2105525, 45.303467]}","Via Trieste, Pavone del Mella, BS, Lombardia",POINT
Via Roma,Preseglie,"Preseglie, Comunità montana della valle Sabbia, Brescia, Lombardia, 25070, Italia","{'type': 'Point', 'coordinates': [10.39677, 45.668287]}","Via Roma, Preseglie, BS, Lombardia",POINT
SAIANO,RODENGO,"Saiano, Brescia, Lombardia, 25045, Italia","{'type': 'Point', 'coordinates': [10.103137, 45.6010183]}","SAIANO, RODENGO, BS, Lombardia",POINT
Via Ascensione,ROE VOLCIANO,"Via Ascensione, Liano, Roè Volciano, Comunità montana della valle Sabbia, Brescia, Lombardia, 25077, Italia","{'type': 'Point', 'coordinates': [10.4947025, 45.6129165]}","Via Ascensione, ROE VOLCIANO, BS, Lombardia",POINT
Viale Europa,Rodengo Saiano,"Viale Europa, Padergnone, Rodengo Saiano, Brescia, Lombardia, 25045, Italia","{'type': 'Point', 'coordinates': [10.1059249, 45.5955927]}","Viale Europa, Rodengo Saiano, BS, Lombardia",POINT
Via San Lorenzo,SABBIO CHIESE,"Via San Lorenzo, Pavone, Sabbio Chiese, Comunità montana della valle Sabbia, Brescia, Lombardia, 25077, Italia","{'type': 'Point', 'coordinates': [10.4575384, 45.6391772]}","Via San Lorenzo, SABBIO CHIESE, BS, Lombardia",POINT
Cimitero,SALE MARASINO,"Via Vittorio Veneto, Pilzone, Iseo, Comunità montana del Sebino bresciano, Brescia, Lombardia, 25058, Italia","{'type': 'Point', 'coordinates': [10.0846406, 45.6774921]}","Cimitero, SALE MARASINO, BS, Lombardia",POINT
Via Boschetti,SALE MARASINO,"Via Boschetti, Marasino, Sale Marasino, Comunità montana del Sebino bresciano, Brescia, Lombardia, 25057, Italia","{'type': 'Point', 'coordinates': [10.1147532, 45.7050908]}","Via Boschetti, SALE MARASINO, BS, Lombardia",POINT
Via Dante,SALE MARASINO,"Via Dante, Presso, Sale Marasino, Comunità montana del Sebino bresciano, Brescia, Lombardia, 25057, Italia","{'type': 'Point', 'coordinates': [10.1085559, 45.7214587]}","Via Dante, SALE MARASINO, BS, Lombardia",POINT
Via Presso,SALE MARASINO,"Via Presso, Portole, Sale Marasino, Comunità montana del Sebino bresciano, Brescia, Lombardia, 25050, Italia","{'type': 'Point', 'coordinates': [10.129345, 45.7109696]}","Via Presso, SALE MARASINO, BS, Lombardia",POINT
Via Riva,SALE MARASINO,"Via Riva, Gandizzano, Sale Marasino, Comunità montana del Sebino bresciano, Brescia, Lombardia, 25058, Italia","{'type': 'Point', 'coordinates': [10.1120214, 45.7005761]}","Via Riva, SALE MARASINO, BS, Lombardia",POINT
Via Valle,SALE MARASINO,"Via valle, Presso, Sale Marasino, Comunità montana del Sebino bresciano, Brescia, Lombardia, 25057, Italia","{'type': 'Point', 'coordinates': [10.1146079, 45.7161596]}","Via Valle, SALE MARASINO, BS, Lombardia",POINT
Via Chiesa,SAN PAOLO,"Via Chiesa, Cremezzano, San Paolo, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.017395, 45.3811385]}","Via Chiesa, SAN PAOLO, BS, Lombardia",POINT
Via Grande,SAN PAOLO,"Via Grande, Scarpizzolo, San Paolo, Brescia, Lombardia, 25029, Italia","{'type': 'Point', 'coordinates': [10.0563649, 45.3789522]}","Via Grande, SAN PAOLO, BS, Lombardia",POINT
Via Castello,SENIGA,"Via Castello, Palazzine, Seniga, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.1756519, 45.2411432]}","Via Castello, SENIGA, BS, Lombardia",POINT
Piazza Boifava,SERLE,"Piazza Boifava, Sorsolo, Serle, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.368551988802592, 45.56139795]}","Piazza Boifava, SERLE, BS, Lombardia",POINT
Via Castello,SERLE,"Via Castello, Castello, Serle, Comunità montana della valle Sabbia, Brescia, Lombardia, 25082, Italia","{'type': 'Point', 'coordinates': [10.334817, 45.572854]}","Via Castello, SERLE, BS, Lombardia",POINT
Via Salvandine,SERLE,"Via Salvandine, Salvadine, Serle, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.3629069, 45.5659667]}","Via Salvandine, SERLE, BS, Lombardia",POINT
Via XXV Aprile,SERLE,"Via Venticinque Aprile, Ronco, Serle, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.366278, 45.5708718]}","Via XXV Aprile, SERLE, BS, Lombardia",POINT
Via Roma,TREVISO BRESCIANO,"Treviso Bresciano, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.4636642, 45.7131259]}","Via Roma, TREVISO BRESCIANO, BS, Lombardia",POINT
Via Roma (Trebbio),Treviso Bresciano,"Via Roma, Trebbio, Treviso Bresciano, Comunità montana della valle Sabbia, Brescia, Lombardia, 25074, Italia","{'type': 'Point', 'coordinates': [10.4617188, 45.7126078]}","Via Roma (Trebbio), Treviso Bresciano, BS, Lombardia",POINT
Via Caschino,VALLIO TERME,"Via Caschino, Somagro, Vallio Terme, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.4001545, 45.6099079]}","Via Caschino, VALLIO TERME, BS, Lombardia",POINT
Via Paolo VI,VALLIO TERME,"Via Paolo Sesto, Oriolo, Vallio Terme, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.390539, 45.613065]}","Via Paolo VI, VALLIO TERME, BS, Lombardia",POINT
Via Porle,VALLIO TERME,"Via Porle, Porle, Vallio Terme, Comunità montana della valle Sabbia, Brescia, Lombardia, 25071, Italia","{'type': 'Point', 'coordinates': [10.381636, 45.6062373]}","Via Porle, VALLIO TERME, BS, Lombardia",POINT
Via Repubblica,VALLIO TERME,"Via Repubblica, Oriolo, Vallio Terme, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.3932473, 45.610417]}","Via Repubblica, VALLIO TERME, BS, Lombardia",POINT
Via Roma,VALLIO TERME,"Via Roma, Somagro, Vallio Terme, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.4027131, 45.6099042]}","Via Roma, VALLIO TERME, BS, Lombardia",POINT
Via Sopranico,VALLIO TERME,"Via Sopranico, Sopranico, Vallio Terme, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.4038515, 45.6108918]}","Via Sopranico, VALLIO TERME, BS, Lombardia",POINT
Breda Libera,VEROLANUOVA,"Breda Libera, Verolanuova, Brescia, Lombardia, 25028, Italia","{'type': 'Point', 'coordinates': [10.0893015, 45.348969]}","Breda Libera, VEROLANUOVA, BS, Lombardia",POINT
Via San Martino,VEROLANUOVA,"Via San Martino, Cadignano, Verolanuova, Brescia, Lombardia, 25028, Italia","{'type': 'Point', 'coordinates': [10.0576235, 45.3588746]}","Via San Martino, VEROLANUOVA, BS, Lombardia",POINT
Via Chiese,VESTONE,"Via Chiese, Promo, Vestone, Comunità montana della valle Sabbia, Brescia, Lombardia, 25078, Italia","{'type': 'Point', 'coordinates': [10.4056872, 45.7104167]}","Via Chiese, VESTONE, BS, Lombardia",POINT
Via Mocenigo,VESTONE,"Via Mocenigo, Mocenigo, Vestone, Comunità montana della valle Sabbia, Brescia, Lombardia, 25078, Italia","{'type': 'Point', 'coordinates': [10.4010558, 45.7093048]}","Via Mocenigo, VESTONE, BS, Lombardia",POINT
Via Promo,VESTONE,"Via Promo, Promo, Vestone, Comunità montana della valle Sabbia, Brescia, Lombardia, 25078, Italia","{'type': 'Point', 'coordinates': [10.4070751, 45.7158064]}","Via Promo, VESTONE, BS, Lombardia",POINT
Via Tesolo,VESTONE,"Tesolo, Vestone, Comunità montana della valle Sabbia, Brescia, Lombardia, 25078, Italia","{'type': 'Point', 'coordinates': [10.3836477, 45.7031882]}","Via Tesolo, VESTONE, BS, Lombardia",POINT
Via Berniga,VILLANUOVA SUL CLISI,"Berniga, Villanuova sul Clisi, Comunità montana della valle Sabbia, Brescia, Lombardia, 25089, Italia","{'type': 'Point', 'coordinates': [10.4646727, 45.6124836]}","Via Berniga, VILLANUOVA SUL CLISI, BS, Lombardia",POINT
Via Mezzane,VILLANUOVA SUL CLISI,"Via Mezzane, Villanuova sul Clisi, Comunità montana della valle Sabbia, Brescia, Lombardia, 25077, Italia","{'type': 'Point', 'coordinates': [10.4840904, 45.6225328]}","Via Mezzane, VILLANUOVA SUL CLISI, BS, Lombardia",POINT
Piazza Castello,VISANO,"Piazza Castello, Visano, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.3691616, 45.3166559]}","Piazza Castello, VISANO, BS, Lombardia",POINT
Via Padre Piamarta,VISANO,"Via Padre Piamarta, Visano, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.3654888, 45.3160671]}","Via Padre Piamarta, VISANO, BS, Lombardia",POINT
Piazza del  Volontariato,VOBARNO,"Piazza del Volontariato, Pompegnino, Vobarno, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.498112676607139, 45.631402699999995]}","Piazza del  Volontariato, VOBARNO, BS, Lombardia",POINT
Via Carvanno,VOBARNO,"Carvanno, Vobarno, Comunità montana della valle Sabbia, Brescia, Lombardia, 25079, Italia","{'type': 'Point', 'coordinates': [10.4955108, 45.6775692]}","Via Carvanno, VOBARNO, BS, Lombardia",POINT
Via Ceresigno,VOBARNO,"Via Ceresigno, Fustegnago, Vobarno, Comunità montana della valle Sabbia, Brescia, Lombardia, 25079, Italia","{'type': 'Point', 'coordinates': [10.5069337, 45.6806819]}","Via Ceresigno, VOBARNO, BS, Lombardia",POINT
Via Comunale,VOBARNO,"Via Comunale, Moglia, Vobarno, Comunità montana della valle Sabbia, Brescia, Lombardia, 25077, Italia","{'type': 'Point', 'coordinates': [10.4685864, 45.6474886]}","Via Comunale, VOBARNO, BS, Lombardia",POINT
Via Nalmase,VOBARNO,"Nalmase, Vobarno, Comunità montana della valle Sabbia, Brescia, Lombardia, 25079, Italia","{'type': 'Point', 'coordinates': [10.4954233, 45.6603383]}","Via Nalmase, VOBARNO, BS, Lombardia",POINT
Via Pavoni,VOBARNO,"Via Pavoni, Collio, Vobarno, Comunità montana della valle Sabbia, Brescia, Lombardia, 25077, Italia","{'type': 'Point', 'coordinates': [10.5082832, 45.6402061]}","Via Pavoni, VOBARNO, BS, Lombardia",POINT
Via Poli,VOBARNO,"Via Poli, Collio, Vobarno, Comunità montana della valle Sabbia, Brescia, Lombardia, 25077, Italia","{'type': 'Point', 'coordinates': [10.5037193, 45.6443627]}","Via Poli, VOBARNO, BS, Lombardia",POINT
Piazza Roma,Villanuova sul Clisi,"Piazza Roma, Soffia, Villanuova sul Clisi, Comunità montana della valle Sabbia, Brescia, Lombardia, 25089, Italia","{'type': 'Point', 'coordinates': [10.4541513, 45.601714]}","Piazza Roma, Villanuova sul Clisi, BS, Lombardia",POINT
Via Castegnino,Vobarno,"Via Castegnino, Collio, Vobarno, Comunità montana della valle Sabbia, Brescia, Lombardia, 25077, Italia","{'type': 'Point', 'coordinates': [10.5023154, 45.6438788]}","Via Castegnino, Vobarno, BS, Lombardia",POINT
