alias_address,alias_city,georeferencingString
FRAZIONE ZUEL DI SOPRA,CORTINA D'AMPEZZO,"FRAZIONE ZUEL DI SOPRA, CORTINA D'AMPEZZO, Belluno, Veneto, Italia"
FRAZIONE ZUEL DI SOTTO,CORTINA D'AMPEZZO,"FRAZIONE ZUEL DI SOTTO, CORTINA D'AMPEZZO, Belluno, Veneto, Italia"
GALLERIA NUOVO CENTRO,CORTINA D'AMPEZZO,"GALLERIA NUOVO CENTRO, CORTINA D'AMPEZZO, Belluno, Veneto, Italia"
LARGO POSTE,CORTINA D'AMPEZZO,"LARGO POSTE, CORTINA D'AMPEZZO, Belluno, Veneto, Italia"
LOCALITA' BRITE DE VAL,CORTINA D'AMPEZZO,"LOCALITA' BRITE DE VAL, CORTINA D'AMPEZZO, Belluno, Veneto, Italia"
LOCALITA' CADEMAI,CORTINA D'AMPEZZO,"LOCALITA' CADEMAI, CORTINA D'AMPEZZO, Belluno, Veneto, Italia"
LOCALITA' COJANA STRADA NUOVA,CORTINA D'AMPEZZO,"LOCALITA' COJANA STRADA NUOVA, CORTINA D'AMPEZZO, Belluno, Veneto, Italia"
LOCALITA' DONEA',CORTINA D'AMPEZZO,"LOCALITA' DONEA', CORTINA D'AMPEZZO, Belluno, Veneto, Italia"
LOCALITA' FIAMES,CORTINA D'AMPEZZO,"LOCALITA' FIAMES, CORTINA D'AMPEZZO, Belluno, Veneto, Italia"
LOCALITA' GRAVA DI SOPRA,CORTINA D'AMPEZZO,"LOCALITA' GRAVA DI SOPRA, CORTINA D'AMPEZZO, Belluno, Veneto, Italia"
LOCALITA' GRAVA DI SOTTO,CORTINA D'AMPEZZO,"LOCALITA' GRAVA DI SOTTO, CORTINA D'AMPEZZO, Belluno, Veneto, Italia"
LOCALITA' MAION,CORTINA D'AMPEZZO,"LOCALITA' MAION, CORTINA D'AMPEZZO, Belluno, Veneto, Italia"
LOCALITA' MELERES,CORTINA D'AMPEZZO,"LOCALITA' MELERES, CORTINA D'AMPEZZO, Belluno, Veneto, Italia"
LOCALITA' PECOL,CORTINA D'AMPEZZO,"LOCALITA' PECOL, CORTINA D'AMPEZZO, Belluno, Veneto, Italia"
LOCALITA' PEZIE',CORTINA D'AMPEZZO,"LOCALITA' PEZIE', CORTINA D'AMPEZZO, Belluno, Veneto, Italia"
LOCALITA' PIAN DA LAGO,CORTINA D'AMPEZZO,"LOCALITA' PIAN DA LAGO, CORTINA D'AMPEZZO, Belluno, Veneto, Italia"
LOCALITA' POCOL,CORTINA D'AMPEZZO,"LOCALITA' POCOL, CORTINA D'AMPEZZO, Belluno, Veneto, Italia"
LOCALITA' SACUS,CORTINA D'AMPEZZO,"LOCALITA' SACUS, CORTINA D'AMPEZZO, Belluno, Veneto, Italia"
LOCALITA' SOCOL,CORTINA D'AMPEZZO,"LOCALITA' SOCOL, CORTINA D'AMPEZZO, Belluno, Veneto, Italia"
LOCALITA' RAVINE,DANTA DI CADORE,"LOCALITA' RAVINE, DANTA DI CADORE, Belluno, Veneto, Italia"
PIAZZA D. LUTTIN,DANTA DI CADORE,"PIAZZA D. LUTTIN, DANTA DI CADORE, Belluno, Veneto, Italia"
VIA AIARNOLA,DANTA DI CADORE,"VIA AIARNOLA, DANTA DI CADORE, Belluno, Veneto, Italia"
VIA DORIGUZZI ROSSIN,DANTA DI CADORE,"VIA DORIGUZZI ROSSIN, DANTA DI CADORE, Belluno, Veneto, Italia"
VIA G. MARCONI,DANTA DI CADORE,"VIA G. MARCONI, DANTA DI CADORE, Belluno, Veneto, Italia"
VIA GERA,DANTA DI CADORE,"VIA GERA, DANTA DI CADORE, Belluno, Veneto, Italia"
VIA MAZZINI,DANTA DI CADORE,"VIA MAZZINI, DANTA DI CADORE, Belluno, Veneto, Italia"
VIA MONTE PIEDO,DANTA DI CADORE,"VIA MONTE PIEDO, DANTA DI CADORE, Belluno, Veneto, Italia"
VIA PAPA LUCIANI,DANTA DI CADORE,"VIA PAPA LUCIANI, DANTA DI CADORE, Belluno, Veneto, Italia"
VIA ROMA,DANTA DI CADORE,"VIA ROMA, DANTA DI CADORE, Belluno, Veneto, Italia"
VIA SANTA BARBARA,DANTA DI CADORE,"VIA SANTA BARBARA, DANTA DI CADORE, Belluno, Veneto, Italia"
VIA SANTO STEFANO,DANTA DI CADORE,"VIA SANTO STEFANO, DANTA DI CADORE, Belluno, Veneto, Italia"
VIA VANTADEN,DANTA DI CADORE,"VIA VANTADEN, DANTA DI CADORE, Belluno, Veneto, Italia"
VIA VITTIME DELLE FOIBE,DANTA DI CADORE,"VIA VITTIME DELLE FOIBE, DANTA DI CADORE, Belluno, Veneto, Italia"
VIA XXIV MAGGIO,DANTA DI CADORE,"VIA XXIV MAGGIO, DANTA DI CADORE, Belluno, Veneto, Italia"
LA PIAZZA,DOMEGGE DI CADORE,"LA PIAZZA, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
LOCALITA' COLOGNA,DOMEGGE DI CADORE,"LOCALITA' COLOGNA, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
LOCALITA' LA VAL,DOMEGGE DI CADORE,"LOCALITA' LA VAL, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
LOCALITA' MOLIN,DOMEGGE DI CADORE,"LOCALITA' MOLIN, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
LOCALITA' SACEIDO,DOMEGGE DI CADORE,"LOCALITA' SACEIDO, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
PIAZZA DEI MARTIRI,DOMEGGE DI CADORE,"PIAZZA DEI MARTIRI, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
PIAZZA IV NOVEMBRE,DOMEGGE DI CADORE,"PIAZZA IV NOVEMBRE, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
PIAZZA SAN LEONARDO - GREA,DOMEGGE DI CADORE,"PIAZZA SAN LEONARDO - GREA, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
PIAZZA SAN VIGILIO,DOMEGGE DI CADORE,"PIAZZA SAN VIGILIO, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA 4 NOVEMBRE - GREA,DOMEGGE DI CADORE,"VIA 4 NOVEMBRE - GREA, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA A. DI SAVOIA,DOMEGGE DI CADORE,"VIA A. DI SAVOIA, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA BORGO NUOVO,DOMEGGE DI CADORE,"VIA BORGO NUOVO, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA CALVI,DOMEGGE DI CADORE,"VIA CALVI, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA CIALOI,DOMEGGE DI CADORE,"VIA CIALOI, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA CRODOLA,DOMEGGE DI CADORE,"VIA CRODOLA, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA DELL'OCCHIALE - GREA,DOMEGGE DI CADORE,"VIA DELL'OCCHIALE - GREA, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA DELL'OCCHIALE - VALLESELLA,DOMEGGE DI CADORE,"VIA DELL'OCCHIALE - VALLESELLA, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA DEPPO,DOMEGGE DI CADORE,"VIA DEPPO, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA DON F.BARNABO',DOMEGGE DI CADORE,"VIA DON F.BARNABO', DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA DON NATALE TALAMINI,DOMEGGE DI CADORE,"VIA DON NATALE TALAMINI, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA FIUME,DOMEGGE DI CADORE,"VIA FIUME, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA GARIBALDI,DOMEGGE DI CADORE,"VIA GARIBALDI, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA GEI,DOMEGGE DI CADORE,"VIA GEI, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA GORIZIA,DOMEGGE DI CADORE,"VIA GORIZIA, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA IV NOVEMBRE - CAPOLUOGO,DOMEGGE DI CADORE,"VIA IV NOVEMBRE - CAPOLUOGO, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA LORIS FRESCURA,DOMEGGE DI CADORE,"VIA LORIS FRESCURA, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA MILANO,DOMEGGE DI CADORE,"VIA MILANO, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA MONS. MASI,DOMEGGE DI CADORE,"VIA MONS. MASI, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA MONS.CIANI,DOMEGGE DI CADORE,"VIA MONS.CIANI, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
VIA MONTE ADAMELLO,DOMEGGE DI CADORE,"VIA MONTE ADAMELLO, DOMEGGE DI CADORE, Belluno, Veneto, Italia"
CORSO ITALIA,FALCADE,"CORSO ITALIA, FALCADE, Belluno, Veneto, Italia"
CORSO ROMA,FALCADE,"CORSO ROMA, FALCADE, Belluno, Veneto, Italia"
LOC.TABIADON DI CANES,FALCADE,"LOC.TABIADON DI CANES, FALCADE, Belluno, Veneto, Italia"
LOCALITA' TABIADON DI VAL,FALCADE,"LOCALITA' TABIADON DI VAL, FALCADE, Belluno, Veneto, Italia"
LOCALITA' AI LACH,FALCADE,"LOCALITA' AI LACH, FALCADE, Belluno, Veneto, Italia"
LOCALITA' COSTA,FALCADE,"LOCALITA' COSTA, FALCADE, Belluno, Veneto, Italia"
LOCALITA' FALCADE ALTO,FALCADE,"LOCALITA' FALCADE ALTO, FALCADE, Belluno, Veneto, Italia"
LOCALITA' FUCHIADE,FALCADE,"LOCALITA' FUCHIADE, FALCADE, Belluno, Veneto, Italia"
LOCALITA' GANZ,FALCADE,"LOCALITA' GANZ, FALCADE, Belluno, Veneto, Italia"
LOCALITA' LE BUSCHE,FALCADE,"LOCALITA' LE BUSCHE, FALCADE, Belluno, Veneto, Italia"
LOCALITA' LE COSTE,FALCADE,"LOCALITA' LE COSTE, FALCADE, Belluno, Veneto, Italia"
LOCALITA' MENEGHINA,FALCADE,"LOCALITA' MENEGHINA, FALCADE, Belluno, Veneto, Italia"
LOCALITA' SAPPADE,FALCADE,"LOCALITA' SAPPADE, FALCADE, Belluno, Veneto, Italia"
LOCALITA' SOMOR,FALCADE,"LOCALITA' SOMOR, FALCADE, Belluno, Veneto, Italia"
LOCALITA' VAL FREDDA,FALCADE,"LOCALITA' VAL FREDDA, FALCADE, Belluno, Veneto, Italia"
LOCALITA' VALT,FALCADE,"LOCALITA' VALT, FALCADE, Belluno, Veneto, Italia"
PIAZZA 4 NOVEMBRE 1966,FALCADE,"PIAZZA 4 NOVEMBRE 1966, FALCADE, Belluno, Veneto, Italia"
PIAZZA AUGUSTO MURER,FALCADE,"PIAZZA AUGUSTO MURER, FALCADE, Belluno, Veneto, Italia"
PIAZZA COL DE RIF,FALCADE,"PIAZZA COL DE RIF, FALCADE, Belluno, Veneto, Italia"
PIAZZA MOLINO,FALCADE,"PIAZZA MOLINO, FALCADE, Belluno, Veneto, Italia"
PIAZZA MUNICIPIO,FALCADE,"PIAZZA MUNICIPIO, FALCADE, Belluno, Veneto, Italia"
PIAZZA S. SEBASTIANO,FALCADE,"PIAZZA S. SEBASTIANO, FALCADE, Belluno, Veneto, Italia"
PIAZZA XX AGOSTO,FALCADE,"PIAZZA XX AGOSTO, FALCADE, Belluno, Veneto, Italia"
PIAZZALE 4 NOVEMBRE 1918,FALCADE,"PIAZZALE 4 NOVEMBRE 1918, FALCADE, Belluno, Veneto, Italia"
PIAZZALE DELLO SPORT,FALCADE,"PIAZZALE DELLO SPORT, FALCADE, Belluno, Veneto, Italia"
SALITA MADONNA DELLA SALUTE,FALCADE,"SALITA MADONNA DELLA SALUTE, FALCADE, Belluno, Veneto, Italia"
VIA 7^ALPINI,FALCADE,"VIA 7^ALPINI, FALCADE, Belluno, Veneto, Italia"
VIA AGOSTINO MURER,FALCADE,"VIA AGOSTINO MURER, FALCADE, Belluno, Veneto, Italia"
VIA ALDO MORO,FALCADE,"VIA ALDO MORO, FALCADE, Belluno, Veneto, Italia"
VIA ANGELO SCOLA,FALCADE,"VIA ANGELO SCOLA, FALCADE, Belluno, Veneto, Italia"
BORGO DEI MENEGAT,FELTRE,"BORGO DEI MENEGAT, FELTRE, Belluno, Veneto, Italia"
BORGO LA PRESIDENZA,FELTRE,"BORGO LA PRESIDENZA, FELTRE, Belluno, Veneto, Italia"
FRAZIONE ANZU',FELTRE,"FRAZIONE ANZU', FELTRE, Belluno, Veneto, Italia"
FRAZIONE ARSON,FELTRE,"FRAZIONE ARSON, FELTRE, Belluno, Veneto, Italia"
FRAZIONE CANAL,FELTRE,"FRAZIONE CANAL, FELTRE, Belluno, Veneto, Italia"
FRAZIONE CART,FELTRE,"FRAZIONE CART, FELTRE, Belluno, Veneto, Italia"
FRAZIONE FARRA,FELTRE,"FRAZIONE FARRA, FELTRE, Belluno, Veneto, Italia"
FRAZIONE FOEN,FELTRE,"FRAZIONE FOEN, FELTRE, Belluno, Veneto, Italia"
FRAZIONE GRUM,FELTRE,"FRAZIONE GRUM, FELTRE, Belluno, Veneto, Italia"
FRAZIONE LAMEN,FELTRE,"FRAZIONE LAMEN, FELTRE, Belluno, Veneto, Italia"
FRAZIONE LASEN,FELTRE,"FRAZIONE LASEN, FELTRE, Belluno, Veneto, Italia"
FRAZIONE MUGNAI,FELTRE,"FRAZIONE MUGNAI, FELTRE, Belluno, Veneto, Italia"
FRAZIONE NEMEGGIO,FELTRE,"FRAZIONE NEMEGGIO, FELTRE, Belluno, Veneto, Italia"
FRAZIONE PREN,FELTRE,"FRAZIONE PREN, FELTRE, Belluno, Veneto, Italia"
FRAZIONE SANZAN,FELTRE,"FRAZIONE SANZAN, FELTRE, Belluno, Veneto, Italia"
FRAZIONE TOMO,FELTRE,"FRAZIONE TOMO, FELTRE, Belluno, Veneto, Italia"
FRAZIONE UMIN,FELTRE,"FRAZIONE UMIN, FELTRE, Belluno, Veneto, Italia"
FRAZIONE VIGNUI,FELTRE,"FRAZIONE VIGNUI, FELTRE, Belluno, Veneto, Italia"
FRAZIONE VILLABRUNA,FELTRE,"FRAZIONE VILLABRUNA, FELTRE, Belluno, Veneto, Italia"
FRAZIONE VILLAGA,FELTRE,"FRAZIONE VILLAGA, FELTRE, Belluno, Veneto, Italia"
FRAZIONE VILLAPAIERA,FELTRE,"FRAZIONE VILLAPAIERA, FELTRE, Belluno, Veneto, Italia"
GALLERIA ISOLA,FELTRE,"GALLERIA ISOLA, FELTRE, Belluno, Veneto, Italia"
LARGO P. CASTALDI,FELTRE,"LARGO P. CASTALDI, FELTRE, Belluno, Veneto, Italia"
LOCALITA' ZERMEN,FELTRE,"LOCALITA' ZERMEN, FELTRE, Belluno, Veneto, Italia"
P.LE TANCREDI PARMEGGIANI,FELTRE,"P.LE TANCREDI PARMEGGIANI, FELTRE, Belluno, Veneto, Italia"
PIAZZA A. CAMBRUZZI,FELTRE,"PIAZZA A. CAMBRUZZI, FELTRE, Belluno, Veneto, Italia"
PIAZZA A. E L. ZANCANARO,FELTRE,"PIAZZA A. E L. ZANCANARO, FELTRE, Belluno, Veneto, Italia"
PIAZZA BRENTA,FELTRE,"PIAZZA BRENTA, FELTRE, Belluno, Veneto, Italia"
"PIAZZA BTG ALPINI ""FELTRE""",FELTRE,"PIAZZA BTG ALPINI ""FELTRE"", FELTRE, Belluno, Veneto, Italia"
PIAZZA DE LA CESA - PREN,FELTRE,"PIAZZA DE LA CESA - PREN, FELTRE, Belluno, Veneto, Italia"
LOCALITA' MONTE RONCON,FONZASO,"LOCALITA' MONTE RONCON, FONZASO, Belluno, Veneto, Italia"
LOCALITA' PEDESALTO,FONZASO,"LOCALITA' PEDESALTO, FONZASO, Belluno, Veneto, Italia"
PIAZZA ANGELI,FONZASO,"PIAZZA ANGELI, FONZASO, Belluno, Veneto, Italia"
PIAZZA CHIESA,FONZASO,"PIAZZA CHIESA, FONZASO, Belluno, Veneto, Italia"
PIAZZA I^NOVEMBRE,FONZASO,"PIAZZA I^NOVEMBRE, FONZASO, Belluno, Veneto, Italia"
PIAZZA ITALIA,FONZASO,"PIAZZA ITALIA, FONZASO, Belluno, Veneto, Italia"
PIAZZA NOGARE' BILLESIMO,FONZASO,"PIAZZA NOGARE' BILLESIMO, FONZASO, Belluno, Veneto, Italia"
PIAZZA NORCEN,FONZASO,"PIAZZA NORCEN, FONZASO, Belluno, Veneto, Italia"
PIAZZA SAN GOTTARDO,FONZASO,"PIAZZA SAN GOTTARDO, FONZASO, Belluno, Veneto, Italia"
VIA A. BASSANI,FONZASO,"VIA A. BASSANI, FONZASO, Belluno, Veneto, Italia"
VIA A. DE GASPERI,FONZASO,"VIA A. DE GASPERI, FONZASO, Belluno, Veneto, Italia"
VIA A. ZUCCO,FONZASO,"VIA A. ZUCCO, FONZASO, Belluno, Veneto, Italia"
VIA AGANA,FONZASO,"VIA AGANA, FONZASO, Belluno, Veneto, Italia"
VIA ALDO MORO,FONZASO,"VIA ALDO MORO, FONZASO, Belluno, Veneto, Italia"
VIA ARSIE',FONZASO,"VIA ARSIE', FONZASO, Belluno, Veneto, Italia"
VIA BELVEDERE,FONZASO,"VIA BELVEDERE, FONZASO, Belluno, Veneto, Italia"
VIA BOVE,FONZASO,"VIA BOVE, FONZASO, Belluno, Veneto, Italia"
VIA BROLO DE PANTZ,FONZASO,"VIA BROLO DE PANTZ, FONZASO, Belluno, Veneto, Italia"
VIA CALDERAL,FONZASO,"VIA CALDERAL, FONZASO, Belluno, Veneto, Italia"
VIA CALZEN,FONZASO,"VIA CALZEN, FONZASO, Belluno, Veneto, Italia"
VIA CANOSSIANE,FONZASO,"VIA CANOSSIANE, FONZASO, Belluno, Veneto, Italia"
VIA CASE BALZAN,FONZASO,"VIA CASE BALZAN, FONZASO, Belluno, Veneto, Italia"
VIA CASE LIRA,FONZASO,"VIA CASE LIRA, FONZASO, Belluno, Veneto, Italia"
VIA CESARE BATTISTI,FONZASO,"VIA CESARE BATTISTI, FONZASO, Belluno, Veneto, Italia"
VIA COL BIANCO,FONZASO,"VIA COL BIANCO, FONZASO, Belluno, Veneto, Italia"
VIA CONTE MENGOTTI,FONZASO,"VIA CONTE MENGOTTI, FONZASO, Belluno, Veneto, Italia"
VIA DANTE,FONZASO,"VIA DANTE, FONZASO, Belluno, Veneto, Italia"
VIA DEGLI ALPINI,FONZASO,"VIA DEGLI ALPINI, FONZASO, Belluno, Veneto, Italia"
VIA DON PIETRO CORSO,FONZASO,"VIA DON PIETRO CORSO, FONZASO, Belluno, Veneto, Italia"
VIA E. FERRARI,FONZASO,"VIA E. FERRARI, FONZASO, Belluno, Veneto, Italia"
PIAZZA S. GIACOMO,GOSALDO,"PIAZZA S. GIACOMO, GOSALDO, Belluno, Veneto, Italia"
PIAZZA SALVO D'ACQUISTO,GOSALDO,"PIAZZA SALVO D'ACQUISTO, GOSALDO, Belluno, Veneto, Italia"
VIA BEZZOI,GOSALDO,"VIA BEZZOI, GOSALDO, Belluno, Veneto, Italia"
VIA BITTI,GOSALDO,"VIA BITTI, GOSALDO, Belluno, Veneto, Italia"
VIA CARRERA,GOSALDO,"VIA CARRERA, GOSALDO, Belluno, Veneto, Italia"
VIA CASTELLO,GOSALDO,"VIA CASTELLO, GOSALDO, Belluno, Veneto, Italia"
VIA CAVALLERA,GOSALDO,"VIA CAVALLERA, GOSALDO, Belluno, Veneto, Italia"
VIA CENCI,GOSALDO,"VIA CENCI, GOSALDO, Belluno, Veneto, Italia"
VIA CENTRO-LOC.TISER,GOSALDO,"VIA CENTRO-LOC.TISER, GOSALDO, Belluno, Veneto, Italia"
VIA CIET,GOSALDO,"VIA CIET, GOSALDO, Belluno, Veneto, Italia"
VIA CODA,GOSALDO,"VIA CODA, GOSALDO, Belluno, Veneto, Italia"
VIA COLTAMAI,GOSALDO,"VIA COLTAMAI, GOSALDO, Belluno, Veneto, Italia"
VIA CROCE ROSSA,GOSALDO,"VIA CROCE ROSSA, GOSALDO, Belluno, Veneto, Italia"
VIA CURTI,GOSALDO,"VIA CURTI, GOSALDO, Belluno, Veneto, Italia"
VIA DEI CUCH-LOC.TISER,GOSALDO,"VIA DEI CUCH-LOC.TISER, GOSALDO, Belluno, Veneto, Italia"
VIA DELLA SCUOLA-LOC.TISER,GOSALDO,"VIA DELLA SCUOLA-LOC.TISER, GOSALDO, Belluno, Veneto, Italia"
VIA DELUBI,GOSALDO,"VIA DELUBI, GOSALDO, Belluno, Veneto, Italia"
VIA DENEORE,GOSALDO,"VIA DENEORE, GOSALDO, Belluno, Veneto, Italia"
VIA DOMADORE,GOSALDO,"VIA DOMADORE, GOSALDO, Belluno, Veneto, Italia"
VIA DON,GOSALDO,"VIA DON, GOSALDO, Belluno, Veneto, Italia"
VIA FAUSTIN,GOSALDO,"VIA FAUSTIN, GOSALDO, Belluno, Veneto, Italia"
VIA FOCHE,GOSALDO,"VIA FOCHE, GOSALDO, Belluno, Veneto, Italia"
VIA FORCELLA AURINE,GOSALDO,"VIA FORCELLA AURINE, GOSALDO, Belluno, Veneto, Italia"
VIA FORCELLA FRANCHE,GOSALDO,"VIA FORCELLA FRANCHE, GOSALDO, Belluno, Veneto, Italia"
VIA INCASAL,GOSALDO,"VIA INCASAL, GOSALDO, Belluno, Veneto, Italia"
VIA IV NOVEMBRE,GOSALDO,"VIA IV NOVEMBRE, GOSALDO, Belluno, Veneto, Italia"
VIA LAMBROI,GOSALDO,"VIA LAMBROI, GOSALDO, Belluno, Veneto, Italia"
VIA LAVEDER,GOSALDO,"VIA LAVEDER, GOSALDO, Belluno, Veneto, Italia"
VIA LE CASE,GOSALDO,"VIA LE CASE, GOSALDO, Belluno, Veneto, Italia"
VIA LE FESTE,GOSALDO,"VIA LE FESTE, GOSALDO, Belluno, Veneto, Italia"
LOCALITA' CUGNAGO,LA VALLE AGORDINA,"LOCALITA' CUGNAGO, LA VALLE AGORDINA, Belluno, Veneto, Italia"
LOCALITA' LE VIZZE,LA VALLE AGORDINA,"LOCALITA' LE VIZZE, LA VALLE AGORDINA, Belluno, Veneto, Italia"
VIA CANCELLADE,LA VALLE AGORDINA,"VIA CANCELLADE, LA VALLE AGORDINA, Belluno, Veneto, Italia"
VIA CHIESA,LA VALLE AGORDINA,"VIA CHIESA, LA VALLE AGORDINA, Belluno, Veneto, Italia"
VIA CONAGGIA,LA VALLE AGORDINA,"VIA CONAGGIA, LA VALLE AGORDINA, Belluno, Veneto, Italia"
VIA FADES,LA VALLE AGORDINA,"VIA FADES, LA VALLE AGORDINA, Belluno, Veneto, Italia"
VIA GAIDON,LA VALLE AGORDINA,"VIA GAIDON, LA VALLE AGORDINA, Belluno, Veneto, Italia"
VIA LA MUDA (dal civico 19 in poi),LA VALLE AGORDINA,"VIA LA MUDA (dal civico 19 in poi), LA VALLE AGORDINA, Belluno, Veneto, Italia"
VIA LA MUDA (fino al civico 18),LA VALLE AGORDINA,"VIA LA MUDA (fino al civico 18), LA VALLE AGORDINA, Belluno, Veneto, Italia"
VIA LANTRAGO,LA VALLE AGORDINA,"VIA LANTRAGO, LA VALLE AGORDINA, Belluno, Veneto, Italia"
VIA LE CAMPE,LA VALLE AGORDINA,"VIA LE CAMPE, LA VALLE AGORDINA, Belluno, Veneto, Italia"
VIA MATTEN,LA VALLE AGORDINA,"VIA MATTEN, LA VALLE AGORDINA, Belluno, Veneto, Italia"
VIA NOACH,LA VALLE AGORDINA,"VIA NOACH, LA VALLE AGORDINA, Belluno, Veneto, Italia"
VIA RONCHE,LA VALLE AGORDINA,"VIA RONCHE, LA VALLE AGORDINA, Belluno, Veneto, Italia"
VIA TORSAS,LA VALLE AGORDINA,"VIA TORSAS, LA VALLE AGORDINA, Belluno, Veneto, Italia"
LOCALITA' GUANA,LAMON,"LOCALITA' GUANA, LAMON, Belluno, Veneto, Italia"
LOCALITA' LE EI,LAMON,"LOCALITA' LE EI, LAMON, Belluno, Veneto, Italia"
LOCALITA' SCHEID,LAMON,"LOCALITA' SCHEID, LAMON, Belluno, Veneto, Italia"
P.LE DUOMO,LAMON,"P.LE DUOMO, LAMON, Belluno, Veneto, Italia"
P.ZZA 3 NOVEMBRE,LAMON,"P.ZZA 3 NOVEMBRE, LAMON, Belluno, Veneto, Italia"
VIA A.SLONGO,LAMON,"VIA A.SLONGO, LAMON, Belluno, Veneto, Italia"
VIA BARBETTA,LAMON,"VIA BARBETTA, LAMON, Belluno, Veneto, Italia"
VIA BECCAROI,LAMON,"VIA BECCAROI, LAMON, Belluno, Veneto, Italia"
VIA BILLO',LAMON,"VIA BILLO', LAMON, Belluno, Veneto, Italia"
VIA BORE,LAMON,"VIA BORE, LAMON, Belluno, Veneto, Italia"
VIA BOVE,LAMON,"VIA BOVE, LAMON, Belluno, Veneto, Italia"
VIA BROCCON,LAMON,"VIA BROCCON, LAMON, Belluno, Veneto, Italia"
VIA BRODI,LAMON,"VIA BRODI, LAMON, Belluno, Veneto, Italia"
VIA C.BATTISTI,LAMON,"VIA C.BATTISTI, LAMON, Belluno, Veneto, Italia"
VIA C.G.BALIN,LAMON,"VIA C.G.BALIN, LAMON, Belluno, Veneto, Italia"
VIA CAMPIGOTTI,LAMON,"VIA CAMPIGOTTI, LAMON, Belluno, Veneto, Italia"
VIA CANDIOLE,LAMON,"VIA CANDIOLE, LAMON, Belluno, Veneto, Italia"
VIA CANTONI,LAMON,"VIA CANTONI, LAMON, Belluno, Veneto, Italia"
VIA CARMELE,LAMON,"VIA CARMELE, LAMON, Belluno, Veneto, Italia"
VIA CATESUNA,LAMON,"VIA CATESUNA, LAMON, Belluno, Veneto, Italia"
VIA CAV.DI VITTORIO VENETO,LAMON,"VIA CAV.DI VITTORIO VENETO, LAMON, Belluno, Veneto, Italia"
VIA CAVALEA,LAMON,"VIA CAVALEA, LAMON, Belluno, Veneto, Italia"
VIA CENTRO ARINA,LAMON,"VIA CENTRO ARINA, LAMON, Belluno, Veneto, Italia"
VIA CESURE,LAMON,"VIA CESURE, LAMON, Belluno, Veneto, Italia"
VIA CHIAPPINI,LAMON,"VIA CHIAPPINI, LAMON, Belluno, Veneto, Italia"
VIA CHIOE',LAMON,"VIA CHIOE', LAMON, Belluno, Veneto, Italia"
VIA CHIOLLI,LAMON,"VIA CHIOLLI, LAMON, Belluno, Veneto, Italia"
VIA CIES,LAMON,"VIA CIES, LAMON, Belluno, Veneto, Italia"
VIA CISMON,LAMON,"VIA CISMON, LAMON, Belluno, Veneto, Italia"
VIA COL SECH,LAMON,"VIA COL SECH, LAMON, Belluno, Veneto, Italia"
FRAZ. COLDERU' PIAN DI CULTURA,LENTIAI,"FRAZ. COLDERU' PIAN DI CULTURA, LENTIAI, Belluno, Veneto, Italia"
FRAZIONE BOSCHI,LENTIAI,"FRAZIONE BOSCHI, LENTIAI, Belluno, Veneto, Italia"
FRAZIONE CANAI,LENTIAI,"FRAZIONE CANAI, LENTIAI, Belluno, Veneto, Italia"
FRAZIONE CANAI LA VENA,LENTIAI,"FRAZIONE CANAI LA VENA, LENTIAI, Belluno, Veneto, Italia"
FRAZIONE CESANA,LENTIAI,"FRAZIONE CESANA, LENTIAI, Belluno, Veneto, Italia"
FRAZIONE COLDERU',LENTIAI,"FRAZIONE COLDERU', LENTIAI, Belluno, Veneto, Italia"
FRAZIONE COLDERU' S.GERVASIO,LENTIAI,"FRAZIONE COLDERU' S.GERVASIO, LENTIAI, Belluno, Veneto, Italia"
