alias_address,alias_city,geocode,geometry,georeferencingString,type
Centrale di Canalnovo,Papozze,"Papozze, Rovigo, Veneto, Italia","{'type': 'Point', 'coordinates': [12.0318124, 44.9882484]}","Papozze, Veneto, Italia",POINT
Fonte Camazzole,Pernumia,"Pernumia, Padova, Veneto, 35025, Italia","{'type': 'Point', 'coordinates': [11.787209, 45.258989]}","Pernumia, Veneto, Italia",POINT
Centrale di Cavarzere,Pettorazza Grimani,"Pettorazza Grimani, Rovigo, Veneto, Italia","{'type': 'Point', 'coordinates': [11.986816, 45.136088]}","Pettorazza Grimani, Veneto, Italia",POINT
Centrale di Piacenza d'Adige,Piacenza d'Adige,"Piacenza d'Adige, Padova, Veneto, Italia","{'type': 'Point', 'coordinates': [11.5477012, 45.127462]}","Piacenza d'Adige, Veneto, Italia",POINT
Centrale di Occhiobello,Pincara,"Pincara, Rovigo, Veneto, Italia","{'type': 'Point', 'coordinates': [11.608809, 44.991381]}","Pincara, Veneto, Italia",POINT
Acque Veronesi - Centrale Madonna di Lonigo,Pojana Maggiore,"Pojana Maggiore, Vicenza, Veneto, 36026, Italia","{'type': 'Point', 'coordinates': [11.5013468, 45.2913812]}","Pojana Maggiore, Veneto, Italia",POINT
Centrale di Polesella,Polesella,"Polesella, Rovigo, Veneto, 45038, Italia","{'type': 'Point', 'coordinates': [11.7501773, 44.9640818]}","Polesella, Veneto, Italia",POINT
Fonte Camazzole,Ponso,"Ponso, Padova, Veneto, Italia","{'type': 'Point', 'coordinates': [11.588255, 45.1950567]}","Ponso, Veneto, Italia",POINT
AcegasApsAmga,Ponte San Nicolò,"Ponte San Nicolò, Padova, Veneto, Italia","{'type': 'Point', 'coordinates': [11.9372704, 45.3652389]}","Ponte San Nicolò, Veneto, Italia",POINT
Centrale di Boara Polesine,Pontecchio Polesine,"Pontecchio Polesine, Rovigo, Veneto, Italia","{'type': 'Point', 'coordinates': [11.8119231, 45.0187717]}","Pontecchio Polesine, Veneto, Italia",POINT
Centrale di Ponte Molo,Porto Tolle,"Porto Tolle, Rovigo, Veneto, 45018, Italia","{'type': 'Point', 'coordinates': [12.4021857, 44.9177128]}","Porto Tolle, Veneto, Italia",POINT
Centrale di Corbola,Porto Viro,"Porto Viro, Rovigo, Veneto, 45014, Italia","{'type': 'Point', 'coordinates': [12.2252372, 45.0253113]}","Porto Viro, Veneto, Italia",POINT
Centrale di Vescovana,Pozzonovo,"Pozzonovo, Padova, Veneto, Italia","{'type': 'Point', 'coordinates': [11.7926503, 45.1965968]}","Pozzonovo, Veneto, Italia",POINT
Centrale di Ponte Molo,Rosolina,"Rosolina, Rovigo, Veneto, Italia","{'type': 'Point', 'coordinates': [12.2460842, 45.0755718]}","Rosolina, Veneto, Italia",POINT
Centrale di Boara Polesine,Rovigo,"Rovigo, Veneto, Italia","{'type': 'Point', 'coordinates': [11.7911,45.0696]}","Rovigo, Veneto, Italia",POINT
Centrale di Badia Polesine,Salara,"Salara, Rovigo, Veneto, Italia","{'type': 'Point', 'coordinates': [11.4268353, 44.9833089]}","Salara, Veneto, Italia",POINT
Centrale di Badia Polesine,San Bellino,"San Bellino, Rovigo, Veneto, Italia","{'type': 'Point', 'coordinates': [11.588908, 45.029882]}","San Bellino, Veneto, Italia",POINT
Centrale di Boara Polesine,San Martino di Venezze,"San Martino di Venezze, Rovigo, Veneto, Italia","{'type': 'Point', 'coordinates': [11.8685228, 45.1312032]}","San Martino di Venezze, Veneto, Italia",POINT
Centrale di Anguillara Veneta,San Pietro Viminario,"San Pietro Viminario, Padova, Veneto, Italia","{'type': 'Point', 'coordinates': [11.8173268, 45.2432947]}","San Pietro Viminario, Veneto, Italia",POINT
Centrale di Vescovana,Sant'Elena,"Sant'Elena, Padova, Veneto, Italia","{'type': 'Point', 'coordinates': [11.7120501, 45.1873407]}","Sant'Elena, Veneto, Italia",POINT
Centrale di Piacenza d'Adige,Sant'Urbano,"Sant'Urbano, Padova, Veneto, Italia","{'type': 'Point', 'coordinates': [11.6359565, 45.1330499]}","Sant'Urbano, Veneto, Italia",POINT
Centrale di rilancio di Almisano,Sarego,"Sarego, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.4055589, 45.4079612]}","Sarego, Veneto, Italia",POINT
