Data prelievo / Entnahme Datum ,Codice Comune / Gemeindekodex,Comune / Gemeinde,Codice acquedotto / Kodex TWL,Denominazione acquedotto / TWL Benennung,Codice punto di prel. / Kodex Entnahmepunkt,Punto di prelievo / Entnahmepunkt,Conduc. Elettr. Spec.µS/cm,pH,Durezza totale F°,Durezza totale °D,Alcalinità CO3 mg/L,Alcalinità HCO3 mg/L,Ossidabilità O2 mg/L,Ammonio NH4 mg/L,Nitriti NO2 mg/L,Fluoruri mg/L,Cloruri mg/L,Nitrati NO3 mg/L,Solfati mg/L,Sodiomg/L,Boro µg/L,Alluminio µg/L,Cromo µg/L,Selenio µg/L,Vanadio µg/L,Rame mg/L,Nichel µg/L,Zinco µg/L,Arsenico µg/L,Antimonio µg/L,Cadmioµg/L,Piomboµg/L,Uranio µg/L,Ferro µg/L,Manganese µg/L,Mercurio µg/L,Idrocarburi policiclici aromatici µg/L,Benzo(a)pirene µg/L,Benzene µg/L,"1,2-Dicloroetano µg/L",Tricloroetilene (Trielina)µg/L,Tetracloroetileneµg/L,Trialometani µg/L,Cloroformioµg/L,Bromoformioµg/L,Dibromoclorometanoµg/L,Bromodiclorometanoµg/L
11/09/2018,57.0,NAZ-SCIAVES/NATZ-SCHABS,T0001,Sciaves (mittels TWL 074-005) / Schabs (mittels TWL 074-005),E10,"Rathaus Schabs, Peter-Kemenater-Str. 18/Rathaus Schabs, Peter-Kemenater-Str. 18",131,7.4,6,3.3600000000000003,0,73,,< 0.02,< 0.01,0.08,< 1,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2018,57.0,NAZ-SCIAVES/NATZ-SCHABS,T0001,Sciaves (mittels TWL 074-005) / Schabs (mittels TWL 074-005),E10,"Rathaus Schabs, Peter-Kemenater-Str. 18/Rathaus Schabs, Peter-Kemenater-Str. 18",120,7.4,6,3.3600000000000003,0,66,,< 0.02,< 0.01,0.06,< 1,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2018,57.0,NAZ-SCIAVES/NATZ-SCHABS,T0001,Sciaves (mittels TWL 074-005) / Schabs (mittels TWL 074-005),E10,"Rathaus Schabs, Peter-Kemenater-Str. 18/Rathaus Schabs, Peter-Kemenater-Str. 18",124,7.2,6,3.3600000000000003,0,72,,< 0.02,< 0.01,< 0.05,1,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2018,57.0,NAZ-SCIAVES/NATZ-SCHABS,T0001,Sciaves (mittels TWL 074-005) / Schabs (mittels TWL 074-005),E10,"Rathaus Schabs, Peter-Kemenater-Str. 18/Rathaus Schabs, Peter-Kemenater-Str. 18 - WH WC",125,7.5,7,3.9200000000000004,0,71,< 0.5,< 0.02,< 0.01,< 0.05,1,3,12,2,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,13,< 1,< 0.5,< 0.5,< 1,1.7,< 10,< 2,< 0.2,,,,,,,,,,,
22/03/2018,57.0,NAZ-SCIAVES/NATZ-SCHABS,T0001,Sciaves (mittels TWL 074-005) / Schabs (mittels TWL 074-005),E10,"Rathaus Schabs, Peter-Kemenater-Str. 18/Rathaus Schabs, Peter-Kemenater-Str. 18, WH WC",152,7.7,10,5.6000000000000005,0,79,,< 0.02,< 0.01,0.06,< 1,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2018,57.0,NAZ-SCIAVES/NATZ-SCHABS,T0002,Rasa (mittels TWL 074-005) / Raas (mittels TWL 074-005),E03,Scuola materna Rasa / Kindergarten Raas,115,7.5,6,3.3600000000000003,0,63,,< 0.02,< 0.01,0.05,< 1,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2018,57.0,NAZ-SCIAVES/NATZ-SCHABS,T0002,Rasa (mittels TWL 074-005) / Raas (mittels TWL 074-005),E03,"Scuola materna Rasa / Kindergarten Raas, WH WC",152,7.7,10,5.6000000000000005,0,79,,< 0.02,< 0.01,< 0.05,< 1,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/2018,57.0,NAZ-SCIAVES/NATZ-SCHABS,T0005,Fiumes (mittels TWL 074-005) / Viums (mittels TWL 074-005),E04,"Viumser Speck snc, via S. Maddalena n.2 / Viumser Speck OHG, St. Magdalena Straße 2",123,7.6,7,3.9200000000000004,0,69,< 0.5,< 0.02,< 0.01,0.17,< 1,3,11,2,< 0.1,6,< 1,< 1,< 1,< 0.1,< 1,6,< 1,< 0.5,< 0.5,< 1,1.7,< 10,< 2,< 0.2,,,,,,,,,,,
13/09/2018,58.0,NOVA LEVANTE/WELSCHNOFEN,T0002,Karerseegebiet / Karerseegebiet,E01,Fontana pubblica presso Chiesa / Öffentlicher Brunnen vor Kirche,320,7.7,19,10.64,0,242,< 0.5,< 0.02,< 0.01,< 0.05,< 1,2,6,< 1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,29,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
13/09/2018,58.0,NOVA LEVANTE/WELSCHNOFEN,T0001,Nova Levante / Welschnofen,E03,Fontana pubblica presso Municipio / Öffentlicher Brunnen vor Rathaus,351,7.8,20,11.200000000000001,0,187,,< 0.02,< 0.01,0.31,< 1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2018,58.0,NOVA LEVANTE/WELSCHNOFEN,T0001,Nova Levante / Welschnofen,E03,Fontana pubblica presso Municipio / Öffentlicher Brunnen vor Rathaus,373,7.9,21,11.760000000000002,0,177,< 0.5,< 0.02,< 0.01,< 0.05,4,3,60,2,< 0.1,< 4,< 1,< 1,1,< 0.1,< 1,53,< 1,< 0.5,< 0.5,< 1,< 0.5,15,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
26/06/2018,58.0,NOVA LEVANTE/WELSCHNOFEN,T0001,Nova Levante / Welschnofen,E03,Fontana pubblica presso Municipio / Öffentlicher Brunnen vor Rathaus,349,7.9,20,11.200000000000001,0,183,,< 0.02,< 0.01,0.15,3,3,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2018,58.0,NOVA LEVANTE/WELSCHNOFEN,T0002,Karerseegebiet / Karerseegebiet,E04,GH Luis  / GH Luis,254,7.9,16,8.96,0,202,,< 0.02,< 0.01,< 0.05,< 1,2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2018,58.0,NOVA LEVANTE/WELSCHNOFEN,T0002,Karerseegebiet / Karerseegebiet,E12,Gasthaus Meierei / Gasthaus Meierei,187,8.2,9,5.040000000000001,0,124,< 0.5,< 0.02,< 0.01,< 0.05,< 1,2,10,< 1,< 0.1,10,< 1,< 1,< 1,< 0.1,< 1,29,< 1,< 0.5,< 0.5,< 1,< 0.5,13,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
03/10/2018,58.0,NOVA LEVANTE/WELSCHNOFEN,T0004,Hotel Latemar / Hotel Latemar,E01,Hotel Latemar / Hotel Latemar,233,8,12,6.720000000000001,0,165,< 0.5,< 0.02,< 0.01,< 0.05,< 1,2,8,< 1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,37,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
17/01/2018,58.0,NOVA LEVANTE/WELSCHNOFEN,T0004,Hotel Latemar / Hotel Latemar,E01,Hotel Latemar / Hotel Latemar,218,8,14,7.840000000000001,0,157,< 0.5,< 0.02,< 0.01,< 0.05,< 1,2,8,< 1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,39,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
30/01/2018,58.0,NOVA LEVANTE/WELSCHNOFEN,T0001,Nova Levante / Welschnofen,E04,Scuola Media / Mittelschule,346,7.9,22,12.32,0,181,,< 0.02,< 0.01,< 0.05,2,3,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/01/2018,58.0,NOVA LEVANTE/WELSCHNOFEN,T0002,Karerseegebiet / Karerseegebiet,E05,WC pubblici vicino ufficio skipass/Öff. Toiletten bei Skipassbüro,292,7.9,19,10.64,0,205,< 0.5,< 0.02,< 0.01,< 0.05,< 1,2,12,< 1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,50,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
30/01/2018,58.0,NOVA LEVANTE/WELSCHNOFEN,T0002,Karerseegebiet / Karerseegebiet,E05,WC pubblici vicino ufficio skipass/Öff. Toiletten bei Skipassbüro,298,7.9,19,10.64,0,211,,< 0.02,< 0.01,< 0.05,< 1,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2018,59.0,NOVA PONENTE/DEUTSCHNOFEN,T0003,Ega / Eggen,E07,Asilo Eggen / Kindergarten Eggen,402,7.9,27,15.120000000000001,0,151,,< 0.02,< 0.01,0.09,< 1,2,110,2,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,10,< 1,< 0.5,< 0.5,< 1,< 0.5,12,< 2,< 0.2,,,,,,,,,,,
28/03/2018,59.0,NOVA PONENTE/DEUTSCHNOFEN,T0001,Nova Ponente / Deutschnofen,E06,Asilo Monte S. Pietro / Kindergarten Petersberg,199,8,13,7.280000000000001,0,91,,< 0.02,< 0.01,0.1,1,3,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2018,59.0,NOVA PONENTE/DEUTSCHNOFEN,T0003,Ega / Eggen,E05,Fontana pubblica Eggen / Dorfbrunnen Eggen,301,8,17,9.520000000000001,0,149,,< 0.02,< 0.01,0.12,< 1,2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2018,59.0,NOVA PONENTE/DEUTSCHNOFEN,T0003,Ega / Eggen,E05,Fontana pubblica Eggen / Dorfbrunnen Eggen,331,7.9,19,10.64,0,151,,< 0.02,< 0.01,0.11,< 1,2,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/2018,59.0,NOVA PONENTE/DEUTSCHNOFEN,T0003,Ega / Eggen,E05,Fontana pubblica Eggen / Dorfbrunnen Eggen,306,7.9,15,8.4,0,156,< 0.5,< 0.02,< 0.01,0.1,< 1,2,48,1,< 0.1,< 4,< 1,< 1,1,< 0.1,< 1,5,< 1,< 0.5,< 0.5,< 1,< 0.5,17,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
16/05/2018,59.0,NOVA PONENTE/DEUTSCHNOFEN,T0001,Nova Ponente / Deutschnofen,E03,Fontana pubblica Petersberg / Dorfbrunnen Petersberg,204,7.8,11,6.16,0,100,,< 0.02,< 0.01,0.07,< 1,3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/2018,59.0,NOVA PONENTE/DEUTSCHNOFEN,T0001,Nova Ponente / Deutschnofen,E03,Fontana pubblica Petersberg / Dorfbrunnen Petersberg,117,7.8,6,3.3600000000000003,0,77,< 0.5,< 0.02,< 0.01,0.19,< 1,3,3,1,< 0.1,22,< 1,< 1,< 1,< 0.1,< 1,2,< 1,< 0.5,< 0.5,< 1,< 0.5,14,< 2,< 0.2,,,,,,,,,,,
30/07/2018,59.0,NOVA PONENTE/DEUTSCHNOFEN,T0001,Nova Ponente / Deutschnofen,E03,Fontana pubblica Petersberg / Dorfbrunnen Petersberg,250,7.8,13,7.280000000000001,0,133,,< 0.02,< 0.01,0.08,< 1,3,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/09/2018,59.0,NOVA PONENTE/DEUTSCHNOFEN,T0001,Nova Ponente / Deutschnofen,E01,Fontana pubblica presso Municipio / Öffentlicher Brunnen vor Rathaus,136,7.8,7,3.9200000000000004,0,88,,< 0.02,< 0.01,0.05,< 1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2018,59.0,NOVA PONENTE/DEUTSCHNOFEN,T0001,Nova Ponente / Deutschnofen,E01,Fontana pubblica presso Municipio / Öffentlicher Brunnen vor Rathaus,198,7.6,11,6.16,0,96,,< 0.02,< 0.01,0.08,< 1,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/07/2018,59.0,NOVA PONENTE/DEUTSCHNOFEN,T0001,Nova Ponente / Deutschnofen,E01,Fontana pubblica presso Municipio / Öffentlicher Brunnen vor Rathaus,230,7.7,12,6.720000000000001,0,121,,< 0.02,< 0.01,0.09,< 1,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2018,59.0,NOVA PONENTE/DEUTSCHNOFEN,T0005,Hennewinkl / Hennewinkl,E01,GH Wagger - Hennewinkl 12 / GH Wagger - Hennewinkl 12,185,8,2,1.12,0,24,,< 0.02,< 0.01,0.08,< 1,< 1,< 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2018,59.0,NOVA PONENTE/DEUTSCHNOFEN,T0004,Obereggen / Obereggen,E01,Hotel Royal / Hotel Royal,177,7.8,11,6.16,0,126,,< 0.02,< 0.01,< 0.05,< 1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/01/2018,59.0,NOVA PONENTE/DEUTSCHNOFEN,T0004,Obereggen / Obereggen,E01,Hotel Royal / Hotel Royal,175,7.9,9,5.040000000000001,0,130,< 0.5,< 0.02,< 0.01,< 0.05,< 1,3,5,1,< 0.1,6,< 1,< 1,< 1,< 0.1,< 1,31,< 1,< 0.5,< 0.5,< 1,< 0.5,202,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
02/07/2018,59.0,NOVA PONENTE/DEUTSCHNOFEN,T0004,Obereggen / Obereggen,E02,Hotel Sonnalp / Hotel Sonnalp,184,8.1,11,6.16,0,120,< 0.5,< 0.02,< 0.01,< 0.05,< 1,2,5,< 1,< 0.1,< 4,< 1,< 1,2,< 0.1,< 1,76,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
16/05/2018,59.0,NOVA PONENTE/DEUTSCHNOFEN,T0004,Obereggen / Obereggen,E02,Hotel Sonnalp / Hotel Sonnalp,192,8.1,11,6.16,0,125,,< 0.02,< 0.01,< 0.05,< 1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/08/2018,59.0,NOVA PONENTE/DEUTSCHNOFEN,T0004,Obereggen / Obereggen,E02,Hotel Sonnalp / Hotel Sonnalp,192,8,10,5.6000000000000005,0,130,,< 0.02,< 0.01,< 0.05,< 1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2018,59.0,NOVA PONENTE/DEUTSCHNOFEN,T0001,Nova Ponente / Deutschnofen,E04,Scuola elementare Petersberg / Grundschule Petersberg,273,7.9,16,8.96,0,176,0.7,< 0.02,< 0.01,0.06,< 1,3,15,1,< 0.1,23,< 1,< 1,< 1,< 0.1,< 1,86,< 1,< 0.5,< 0.5,< 1,< 0.5,93,< 2,< 0.2,,,,,,,,,,,
07/11/2018,59.0,NOVA PONENTE/DEUTSCHNOFEN-,T0001,Nova Ponente / Deutschnofen,E01,Fontana pubblica presso Municipio / Öffentlicher Brunnen vor Rathaus,328,7.8,20,11.200000000000001,0,210,0.6,< 0.02,< 0.01,< 0.05,< 1,3,26,1,< 0.1,34,< 1,< 1,< 1,< 0.1,11,202,< 1,< 0.5,< 0.5,3,< 0.5,806,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
05/07/2018,60.0,ORA/AUER,T0001,Ora / Auer,E07,fontana pubblica via val di Fiemme / öff. Brunnen Fleimstalstraße,330,7.9,18,10.080000000000002,0,166,,< 0.02,< 0.01,0.34,4,4,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/05/2018,60.0,ORA/AUER,T0001,Ora / Auer,E07,fontana pubblica via val di Fiemme / öff. Brunnen Fleimstalstraße,326,7.9,17,9.520000000000001,0,156,,< 0.02,< 0.01,0.31,5,4,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2018,60.0,ORA/AUER,T0001,Ora / Auer,E07,fontana pubblica via val di Fiemme / öff. Brunnen Fleimstalstraße,339,7.8,18,10.080000000000002,0,173,< 0.5,< 0.02,< 0.01,0.26,4,4,49,6,< 0.1,8,< 1,< 1,< 1,< 0.1,< 1,2,2,< 0.5,< 0.5,< 1,4.4,< 10,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
07/02/2018,60.0,ORA/AUER,T0001,Ora / Auer,E05,scuola elementare / Grundschule,311,8,19,10.64,0,170,,< 0.02,< 0.01,0.25,5,4,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2018,60.0,ORA/AUER,T0002,Gewerbegebiet Auer / Gewerbegebiet Auer,E04,Öfficina Falser / Maschinenbau Falser,296,7.9,19,10.64,0,177,,< 0.02,< 0.01,0.84,3,< 1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2018,61.0,ORTISEI/ST. ULRICH,T0004,St. Jakob Lagustell / St. Jakob Lagustell,E01,Gasthaus Samont / Gasthaus Samont,256,8,16,8.96,0,187,,< 0.02,< 0.01,< 0.05,< 1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/12/2018,61.0,ORTISEI/ST. ULRICH,T0004,St. Jakob Lagustell / St. Jakob Lagustell,E01,Gasthaus Samont / Gasthaus Samont,264,8,14,7.840000000000001,0,194,3.3,< 0.02,< 0.01,< 0.05,< 1,2,2,< 1,< 0.1,5,< 1,< 1,< 1,< 0.1,< 1,29,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
01/08/2018,61.0,ORTISEI/ST. ULRICH,T0002,Campestrins-Ravison / Campestrins-Ravison,E05,Privato/Privat,33,7.5,1,0.56,0,19,,< 0.02,< 0.01,< 0.05,< 1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2018,61.0,ORTISEI/ST. ULRICH,T0005,Raschötz Palua / Raschötz Palua,E06,Privato/Privat,38,7.3,6,3.3600000000000003,0,57,,< 0.02,< 0.01,0.06,< 1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/03/2018,61.0,ORTISEI/ST. ULRICH,T0001,Urtijei Plan Cunfin / Urtijei Plan Cunfin,E02,Rathaus St. Ulrich / Rathaus St. Ulrich,171,8,11,6.16,0,103,,< 0.02,< 0.01,< 0.05,< 1,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/07/2018,61.0,ORTISEI/ST. ULRICH,T0001,Urtijei Plan Cunfin / Urtijei Plan Cunfin,E01,"font. pubb. Raetiaplatz / Öffentlicher Brunnen, Raetiaplatz",169,8.1,9,5.040000000000001,0,110,,< 0.02,< 0.01,< 0.05,< 1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2018,61.0,ORTISEI/ST. ULRICH,T0001,Urtijei Plan Cunfin / Urtijei Plan Cunfin,E01,"font. pubb. Raetiaplatz / Öffentlicher Brunnen, Raetiaplatz",187,8.1,11,6.16,0,123,,< 0.02,< 0.01,< 0.05,< 1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2018,61.0,ORTISEI/ST. ULRICH,T0001,Urtijei Plan Cunfin / Urtijei Plan Cunfin,E01,"font. pubb. Raetiaplatz / Öffentlicher Brunnen, Raetiaplatz",174,8,13,7.280000000000001,0,100,,< 0.02,< 0.01,< 0.05,< 1,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/05/2018,61.0,ORTISEI/ST. ULRICH,T0001,Urtijei Plan Cunfin / Urtijei Plan Cunfin,E01,"font. pubb. Raetiaplatz / Öffentlicher Brunnen, Raetiaplatz",196,8,11,6.16,0,128,,< 0.02,< 0.01,< 0.05,< 1,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/08/2018,61.0,ORTISEI/ST. ULRICH,T0001,Urtijei Plan Cunfin / Urtijei Plan Cunfin,E01,"font. pubb. Raetiaplatz / Öffentlicher Brunnen, Raetiaplatz",186,8.1,11,6.16,0,119,< 0.5,< 0.02,< 0.01,< 0.05,< 1,2,8,< 1,< 0.1,9,< 1,< 1,< 1,< 0.1,< 1,3,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,1,< 1,< 1,< 1
07/03/2018,61.0,ORTISEI/ST. ULRICH,T0001,Urtijei Plan Cunfin / Urtijei Plan Cunfin,E11,sede distretto sanitario / Sitz Sanitätssprengel,171,8,11,6.16,0,107,,< 0.02,< 0.01,< 0.05,< 1,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/07/2018,61.0,ORTISEI/ST. ULRICH,T0001,Urtijei Plan Cunfin / Urtijei Plan Cunfin,E11,sede distretto sanitario / Sitz Sanitätssprengel,170,8.1,9,5.040000000000001,0,108,,< 0.02,< 0.01,< 0.05,< 1,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2018,62.0,PARCINES/PARTSCHINS,T0001,Parcines Rabla' / Partschins Rabland,E02,f.p. piazza Gerold - Rabla' / Öffentlicher Brunnen Geroldplatz in Rabland,135,7,6,3.3600000000000003,0,45,,< 0.02,< 0.01,0.28,2,4,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2018,62.0,PARCINES/PARTSCHINS,T0001,Parcines Rabla' / Partschins Rabland,E02,f.p. piazza Gerold - Rabla' / Öffentlicher Brunnen Geroldplatz in Rabland,130,7.3,6,3.3600000000000003,0,42,,< 0.02,< 0.01,0.32,1,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2018,62.0,PARCINES/PARTSCHINS,T0001,Parcines Rabla' / Partschins Rabland,E02,f.p. piazza Gerold - Rabla' / Öffentlicher Brunnen Geroldplatz in Rabland,132,7.5,7,3.9200000000000004,0,46,< 0.5,< 0.02,< 0.01,0.34,1,4,29,3,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,5,3,< 0.5,< 0.5,< 1,0.8,< 10,< 2,< 0.2,,,,,,,,,,,
27/03/2018,62.0,PARCINES/PARTSCHINS,T0001,Parcines Rabla' / Partschins Rabland,E02,f.p. piazza Gerold - Rabla' / Öffentlicher Brunnen Geroldplatz in Rabland,125,7.3,8,4.48,0,42,,< 0.02,< 0.01,0.28,1,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2018,62.0,PARCINES/PARTSCHINS,T0001,Parcines Rabla' / Partschins Rabland,E05,f.p. via Peter Mitterhofer / Öffentl. Brunnen Peter Mitterhoferstr.,150,7.1,7,3.9200000000000004,0,51,,< 0.02,< 0.01,0.38,2,6,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2018,62.0,PARCINES/PARTSCHINS,T0002,Tel Vallettina / Töll Vertigen,E04,pozzetto via Stampf / Schacht Stampfstr.,98,6.7,4,2.24,0,38,,< 0.02,< 0.01,0.3,< 1,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2018,62.0,PARCINES/PARTSCHINS,T0002,Tel Vallettina / Töll Vertigen,E04,pozzetto via Stampf / Schacht Stampfstr.,113,7.6,6,3.3600000000000003,0,42,,< 0.02,< 0.01,0.29,< 1,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2018,62.0,PARCINES/PARTSCHINS,T0002,Tel Vallettina / Töll Vertigen,E04,pozzetto via Stampf / Schacht Stampfstr.,125,7.6,6,3.3600000000000003,0,43,,< 0.02,< 0.01,0.3,< 1,3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2018,62.0,PARCINES/PARTSCHINS,T0002,Tel Vallettina / Töll Vertigen,E04,pozzetto via Stampf / Schacht Stampfstr.,87,7.1,4,2.24,0,32,,< 0.02,< 0.01,0.29,< 1,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/06/2018,62.0,PARCINES/PARTSCHINS,T0002,Tel Vallettina / Töll Vertigen,E04,pozzetto via Stampf / Schacht Stampfstr.,115,7.5,6,3.3600000000000003,0,43,< 0.5,< 0.02,< 0.01,0.32,< 1,3,24,2,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,2,6,< 0.5,< 0.5,< 1,0.6,< 10,< 2,< 0.2,,,,,,,,,,,
27/03/2018,62.0,PARCINES/PARTSCHINS,T0002,Tel Vallettina / Töll Vertigen,E04,pozzetto via Stampf / Schacht Stampfstr.,122,7.3,8,4.48,0,42,,< 0.02,< 0.01,0.32,< 1,3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/05/2018,62.0,PARCINES/PARTSCHINS,T0002,Tel Vallettina / Töll Vertigen,E04,pozzetto via Stampf / Schacht Stampfstr.,129,7.6,7,3.9200000000000004,0,44,,< 0.02,< 0.01,0.29,< 1,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/11/2018,63.0,PERCA/PERCHA,T0001,Perca / Percha,E01,Fontana municipio / Brunnen Rathaus,91,7.9,5,2.8000000000000003,0,53,,< 0.02,< 0.01,0.11,< 1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/02/2018,63.0,PERCA/PERCHA,T0001,Perca / Percha,E01,Fontana municipio / Brunnen Rathaus,104,8.1,22,12.32,0,185,,< 0.02,< 0.01,0.55,3,4,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2018,64.0,PLAUS/PLAUS,T0001,Plaus / Plaus,E01,"f.p. presso pensione ""Stefanshof"" / Öffentlicher Brunnen bei Pension Stefanshof",218,7.8,10,5.6000000000000005,0,131,< 0.5,< 0.02,< 0.01,0.09,< 1,2,21,3,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,< 1,1,< 0.5,< 0.5,< 1,4.1,< 10,< 2,< 0.2,,,,,,,,,,,
06/09/2018,64.0,PLAUS/PLAUS,T0001,Plaus / Plaus,E01,"f.p. presso pensione ""Stefanshof"" / Öffentlicher Brunnen bei Pension Stefanshof",218,7.8,12,6.720000000000001,0,125,,< 0.02,< 0.01,0.11,< 1,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2018,64.0,PLAUS/PLAUS,T0001,Plaus / Plaus,E01,"f.p. presso pensione ""Stefanshof"" / Öffentlicher Brunnen bei Pension Stefanshof",222,7.8,12,6.720000000000001,0,132,,< 0.02,< 0.01,0.07,< 1,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/04/2018,64.0,PLAUS/PLAUS,T0001,Plaus / Plaus,E01,"f.p. presso pensione ""Stefanshof"" / Öffentlicher Brunnen bei Pension Stefanshof",208,7.7,14,7.840000000000001,0,122,,< 0.02,< 0.01,0.06,< 1,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/05/2018,65.0,PONTE GARDENA/WAIDBRUCK,T0001,Ponte Gardena / Waidbruck,E02,Uffici comunali Ponte Gardena / Gemeindeamt Waidbruck,345,7.9,17,9.520000000000001,0,122,< 0.5,< 0.02,< 0.01,0.15,24,7,53,10,< 0.1,11,< 1,< 1,< 1,< 0.1,< 1,36,3,< 0.5,< 0.5,< 1,2.3,63,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
