Data prelievo / Entnahme Datum ,Codice Comune / Gemeindekodex,Comune / Gemeinde,Codice acquedotto / Kodex TWL,Denominazione acquedotto / TWL Benennung,Codice punto di prel. / Kodex Entnahmepunkt,Punto di prelievo / Entnahmepunkt,Conduc. Elettr. Spec.µS/cm,pH,Durezza totale F°,Durezza totale °D,Alcalinità CO3 mg/L,Alcalinità HCO3 mg/L,Ossidabilità O2 mg/L,Ammonio NH4 mg/L,Nitriti NO2 mg/L,Fluoruri mg/L,Cloruri mg/L,Nitrati NO3 mg/L,Solfati mg/L,Sodiomg/L,Boro µg/L,Alluminio µg/L,Cromo µg/L,Selenio µg/L,Vanadio µg/L,Rame mg/L,Nichel µg/L,Zinco µg/L,Arsenico µg/L,Antimonio µg/L,Cadmioµg/L,Piomboµg/L,Uranio µg/L,Ferro µg/L,Manganese µg/L,Mercurio µg/L,Idrocarburi policiclici aromatici µg/L,Benzo(a)pirene µg/L,Benzene µg/L,"1,2-Dicloroetano µg/L",Tricloroetilene (Trielina)µg/L,Tetracloroetileneµg/L,Trialometani µg/L,Cloroformioµg/L,Bromoformioµg/L,Dibromoclorometanoµg/L,Bromodiclorometanoµg/L
19/03/2018,65.0,PONTE GARDENA/WAIDBRUCK,T0001,Ponte Gardena / Waidbruck,E02,Uffici comunali Ponte Gardena / Gemeindeamt Waidbruck,302,8,18,10.080000000000002,0,112,,< 0.02,< 0.01,0.12,18,6,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2018,65.0,PONTE GARDENA/WAIDBRUCK,T0001,Ponte Gardena / Waidbruck,E02,Uffici comunali Ponte Gardena / Gemeindeamt Waidbruck  - WH WC,301,8.2,16,8.96,0,118,,< 0.02,< 0.01,0.13,18,5,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/07/2018,65.0,PONTE GARDENA/WAIDBRUCK,T0001,Ponte Gardena / Waidbruck,E02,Uffici comunali Ponte Gardena / Gemeindeamt Waidbruck; WH WC,284,8.2,14,7.840000000000001,0,108,< 0.5,< 0.02,< 0.01,0.16,18,4,42,10,< 0.1,7,< 1,< 1,< 1,< 0.1,< 1,34,3,< 0.5,< 0.5,< 1,1.8,38,< 2,< 0.2,,,,,,,,,,,
06/12/2018,66.0,POSTAL/BURGSTALL,T0001,Postal / Burgstall,E01,WC municipio / Gemeinde WC,380,7.7,19,10.64,0,190,,< 0.02,< 0.01,0.36,3,3,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2018,66.0,POSTAL/BURGSTALL,T0001,Postal / Burgstall,E01,WC municipio / Gemeinde WC,388,7.7,22,12.32,0,190,,< 0.02,< 0.01,0.34,3,2,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2018,66.0,POSTAL/BURGSTALL,T0001,Postal / Burgstall,E03,f.p. presso il comune / Öffentl. Brunnen neben Gemeinde,388,7.6,25,14.000000000000002,0,189,< 0.5,< 0.02,< 0.01,0.33,4,3,63,6,< 0.1,< 4,< 1,2,3,< 0.1,< 1,6,7,< 0.5,< 0.5,< 1,8.1,< 10,< 2,< 0.2,,,,,,,,,,,
16/08/2018,66.0,POSTAL/BURGSTALL,T0001,Postal / Burgstall,E03,f.p. presso il comune / Öffentl. Brunnen neben Gemeinde,387,7.7,18,10.080000000000002,0,191,,< 0.02,< 0.01,0.4,3,2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/06/2018,66.0,POSTAL/BURGSTALL,T0001,Postal / Burgstall,E03,f.p. presso il comune / Öffentl. Brunnen neben Gemeinde,386,7.8,21,11.760000000000002,0,189,< 0.5,< 0.02,< 0.01,0.38,3,3,59,6,< 0.1,< 4,< 1,2,< 1,< 0.1,< 1,4,7,< 0.5,< 0.5,< 1,7.7,< 10,< 2,< 0.2,,,,,,,,,,,
04/04/2018,67.0,PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,T0001,Prato allo Stelvio / Prad am Stilfserjoch,E02,"f.p. Agumes / Öffentlicher Brunnen, Agums",364,7.7,24,13.440000000000001,0,192,< 0.5,< 0.02,< 0.01,0.7,4,5,54,5,< 0.1,< 4,< 1,< 1,2,< 0.1,< 1,< 1,4,< 0.5,< 0.5,< 1,18.3,< 10,< 2,< 0.2,,,,,,,,,,,
05/03/2018,67.0,PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,T0001,Prato allo Stelvio / Prad am Stilfserjoch,E02,"f.p. Agumes / Öffentlicher Brunnen, Agums",354,7.6,9,5.040000000000001,0,69,< 0.5,< 0.02,< 0.01,0.06,11,6,23,3,< 0.1,< 4,< 1,< 1,< 1,< 0.1,1,301,< 1,< 0.5,< 0.5,< 1,< 0.5,38,3,< 0.2,,,,,,,,,,,
16/05/2018,67.0,PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,T0001,Prato allo Stelvio / Prad am Stilfserjoch,E02,"f.p. Agumes / Öffentlicher Brunnen, Agums",331,7.7,18,10.080000000000002,0,177,,< 0.02,< 0.01,0.63,3,4,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2018,67.0,PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,T0002,Montechiaro / Lichtenberg,E02,f.p. Kirchweg / Öffentlicher Brunnen Kirchweg,94,7.6,5,2.8000000000000003,0,53,,< 0.02,< 0.01,0.25,< 1,< 1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2018,67.0,PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,T0002,Montechiaro / Lichtenberg,E02,f.p. Kirchweg / Öffentlicher Brunnen Kirchweg,103,7.7,5,2.8000000000000003,0,61,< 0.5,< 0.02,< 0.01,0.24,< 1,< 1,11,1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,1,1,1,< 0.5,< 1,1.4,< 10,< 2,< 0.2,,,,,,,,,,,
16/05/2018,67.0,PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,T0002,Montechiaro / Lichtenberg,E02,f.p. Kirchweg / Öffentlicher Brunnen Kirchweg,84,7.7,4,2.24,0,46,,< 0.02,< 0.01,0.21,< 1,< 1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/03/2018,67.0,PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,T0002,Montechiaro / Lichtenberg,E01,"f.p. Montechiaro / Öffentlicher Brunnen, Lichtenberg",107,7.6,6,3.3600000000000003,0,58,,< 0.02,< 0.01,0.19,< 1,< 1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2018,67.0,PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,T0001,Prato allo Stelvio / Prad am Stilfserjoch,E01,"f.p. presso ""Sport Fahrner"" / Öffentlicher Brunnen bei Sport Fahrner",328,7.7,22,12.32,0,195,< 0.5,< 0.02,< 0.01,0.59,2,3,56,4,< 0.1,< 4,< 1,< 1,1,< 0.1,< 1,< 1,2,< 0.5,< 0.5,< 1,17.5,< 10,< 2,< 0.2,,,,,,,,,,,
19/06/2018,67.0,PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,T0001,Prato allo Stelvio / Prad am Stilfserjoch,E11,"f.p. presso albergo ""Stern"" / ö.B. bei Gasthaus Stern",198,7.7,10,5.6000000000000005,0,96,,< 0.02,< 0.01,0.42,1,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/2018,68.0,PREDOI/PRETTAU,T0001,Predoi / Prettau,E02,Fontana municipio / Brunnen Rathaus,83,8,4,2.24,0,59,,< 0.02,< 0.01,< 0.05,< 1,< 1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2018,68.0,PREDOI/PRETTAU,T0001,Predoi / Prettau,E06,Municipio / Rathaus,84,7.2,5,2.8000000000000003,0,60,,< 0.02,< 0.01,< 0.05,< 1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2018,68.0,PREDOI/PRETTAU,T0001,Predoi / Prettau,E06,Municipio / Rathaus,84,7.8,4,2.24,0,54,,< 0.02,< 0.01,< 0.05,< 1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/08/2018,69.0,PROVES/PROVEIS,T0001,Proves / Proveis,E03,"f.p. presso albergo ""neue Post"" / Ö.B. bei GH Neue Post",47,6.6,2,1.12,0,23,< 0.5,< 0.02,< 0.01,0.05,< 1,2,9,2,< 0.1,9,< 1,< 1,< 1,< 0.1,1,1,< 1,< 0.5,< 0.5,< 1,< 0.5,11,< 2,< 0.2,,,,,,,,,,,
20/08/2018,70.0,RACINES/RATSCHINGS,T0001,Stanga Alte TWL / Stange Alte TWL,E01,Albergo Gilfenklamm / Gasthaus Gilfenklamm - Stange Alte TWL WH Bar,294,7.9,17,9.520000000000001,0,149,< 0.5,< 0.02,< 0.01,< 0.05,27,2,5,6,< 0.1,4,< 1,< 1,< 1,< 0.1,< 1,9,1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
03/10/2018,70.0,RACINES/RATSCHINGS,T0009,Maretta / Mareit,E02,Asilo di Maretta / Kindergarten in Mareit,189,7.3,10,5.6000000000000005,0,89,,< 0.02,< 0.01,0.08,12,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018,70.0,RACINES/RATSCHINGS,T0009,Maretta / Mareit,E02,Asilo di Maretta / Kindergarten in Mareit,188,6.9,9,5.040000000000001,0,70,,< 0.02,< 0.01,0.05,11,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/04/2018,70.0,RACINES/RATSCHINGS,T0009,Maretta / Mareit,E02,Asilo di Maretta / Kindergarten in Mareit,187,6.8,3,1.6800000000000002,0,33,< 0.5,< 0.02,< 0.01,0.09,< 1,3,12,2,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,25,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
22/08/2018,70.0,RACINES/RATSCHINGS,T0009,Maretta / Mareit,E02,Asilo di Maretta / Kindergarten in Mareit - WH Garten,197,7.3,12,6.720000000000001,0,73,,< 0.02,< 0.01,0.07,12,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2018,70.0,RACINES/RATSCHINGS,T0009,Maretta / Mareit,E02,Asilo di Maretta / Kindergarten in Mareit - WH Küche - Entnahme ohne abflammen,175,7.2,10,5.6000000000000005,0,67,,< 0.02,< 0.01,< 0.05,11,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2018,70.0,RACINES/RATSCHINGS,T0002,Stanga Casateia / Stange Gasteig,E07,"Auto Gasser, Industriezone Unterackern, WH WC Personal",233,7.8,12,6.720000000000001,0,128,< 0.5,< 0.02,< 0.01,0.12,6,4,8,5,< 0.1,10,< 1,< 1,< 1,< 0.1,< 1,20,< 1,< 0.5,< 0.5,< 1,0.8,14,< 2,< 0.2,,,,,,,,,,,
20/08/2018,70.0,RACINES/RATSCHINGS,T0004,Valle del Giovo / Jaufental,E03,"Cappella S.Antonio, fontana pubblica / Kapelle St. Anton, Öff. Brunnen",73,7.6,7,3.9200000000000004,0,50,,< 0.02,< 0.01,0.11,< 1,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/09/2018,70.0,RACINES/RATSCHINGS,T0011,Ridanna / Ridnaun,E01,Fontana pubblica Ridanna / Öffentlicher Brunnen in Ridnaun,40,7.4,2,1.12,0,18,,< 0.02,< 0.01,0.07,< 1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018,70.0,RACINES/RATSCHINGS,T0011,Ridanna / Ridnaun,E01,Fontana pubblica Ridanna / Öffentlicher Brunnen in Ridnaun,41,7.1,2,1.12,0,18,,< 0.02,< 0.01,0.06,< 1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/04/2018,70.0,RACINES/RATSCHINGS,T0011,Ridanna / Ridnaun,E01,Fontana pubblica Ridanna / Öffentlicher Brunnen in Ridnaun,41,6.9,2,1.12,0,16,< 0.5,< 0.02,< 0.01,0.08,< 1,2,6,< 1,< 0.1,8,< 1,< 1,< 1,< 0.1,< 1,1,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
27/03/2018,70.0,RACINES/RATSCHINGS,T0011,Ridanna / Ridnaun,E01,Fontana pubblica Ridanna / Öffentlicher Brunnen in Ridnaun,49,7.1,3,1.6800000000000002,0,20,,< 0.02,< 0.01,0.05,< 1,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2018,70.0,RACINES/RATSCHINGS,T0002,Stanga Casateia / Stange Gasteig,E03,Fontana pubblica comune Stanga / Öff. Brunnen Gemeindeamt Stange,224,7.8,12,6.720000000000001,0,131,,< 0.02,< 0.01,0.1,6,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/08/2018,70.0,RACINES/RATSCHINGS,T0006,Calice / Kalch,E01,Hotel Kalcherhof / Hotel Kalcherhof WH Bar,159,7.6,8,4.48,0,98,< 0.5,< 0.02,< 0.01,< 0.05,< 1,1,12,1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,7,< 1,< 0.5,< 0.5,< 1,0.9,< 10,< 2,< 0.2,,,,,,,,,,,
30/05/2018,70.0,RACINES/RATSCHINGS,T0012,Masseria / Maiern,E03,Kindergarten Maiern; WH Küche,110,6.7,6,3.3600000000000003,0,28,< 0.5,< 0.02,< 0.01,< 0.05,< 1,< 1,30,1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,2,11,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
30/05/2018,70.0,RACINES/RATSCHINGS,T0020,Maretta lato del sole / Mareit Sonnenseite,E01,Mareit Sonnenseite / Fam . Schölzhorn Herbert / Fam. Schölzhorn Herbert; WH Milchkammer,97,9,5,2.8000000000000003,11,37,< 0.5,< 0.02,< 0.01,0.07,< 1,1,19,< 1,< 0.1,33,< 1,< 1,< 1,< 0.1,< 1,1,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
30/05/2018,70.0,RACINES/RATSCHINGS,T0019,Museo delle miniere Schneeberg Ridanna / Bergbaumuseum Schneeberg Ridnaun,E01,Museo minerario - amministrazione / Bergbaumuseum Verwaltungsgebäude - WH WC Verwaltungsgebäude,38,6.3,1,0.56,0,13,< 0.5,< 0.02,< 0.01,< 0.05,< 1,1,8,1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,79,< 1,< 0.5,< 0.5,< 1,< 0.5,16,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
20/08/2018,70.0,RACINES/RATSCHINGS,T0005,Gschwent / Gschwent,E01,Privato/Privat,251,7.9,13,7.280000000000001,0,160,< 0.5,< 0.02,< 0.01,< 0.05,< 1,3,14,1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,6,< 1,< 0.5,< 0.5,< 1,1.8,< 10,< 2,< 0.2,,,,,,,,,,,
26/04/2018,70.0,RACINES/RATSCHINGS,T0011,Ridanna / Ridnaun,E02,Privato/Privat,49,7.1,3,1.6800000000000002,0,22,< 0.5,< 0.02,< 0.01,0.08,< 1,3,7,< 1,< 0.1,8,< 1,< 1,< 1,< 0.1,< 1,4,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
03/07/2018,70.0,RACINES/RATSCHINGS,T0002,Stanga Casateia / Stange Gasteig,E06,"Rest. Bar/Pizzeria Camping, Strada Giovo. 2/B - / Rest. Bar/Pizzeria Camping, Jaufenstr. 2/B",228,7.8,12,6.720000000000001,0,133,,< 0.02,< 0.01,0.1,6,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/2018,70.0,RACINES/RATSCHINGS,T0002,Stanga Casateia / Stange Gasteig,E06,"Rest. Bar/Pizzeria Camping, Strada Giovo. 2/B - / Rest. Bar/Pizzeria Camping, Jaufenstr. 2/B",215,7.5,11,6.16,0,138,,< 0.02,< 0.01,0.11,6,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/04/2018,70.0,RACINES/RATSCHINGS,T0002,Stanga Casateia / Stange Gasteig,E06,"Rest. Bar/Pizzeria Camping, Strada Giovo. 2/B - / Rest. Bar/Pizzeria Camping, Jaufenstr. 2/B",242,7.3,14,7.840000000000001,0,144,,< 0.02,< 0.01,0.09,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2018,70.0,RACINES/RATSCHINGS,T0002,Stanga Casateia / Stange Gasteig,E06,"Rest. Bar/Pizzeria Camping, Strada Giovo. 2/B - / Rest. Bar/Pizzeria Camping, Jaufenstr. 2/B - WH Bar",233,7.8,12,6.720000000000001,0,137,,< 0.02,< 0.01,0.11,7,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/10/2018,70.0,RACINES/RATSCHINGS,T0002,Stanga Casateia / Stange Gasteig,E06,"Rest. Bar/Pizzeria Camping, Strada Giovo. 2/B - / Rest. Bar/Pizzeria Camping, Jaufenstr. 2/B - WH Bar",228,7.6,12,6.720000000000001,0,141,,< 0.02,< 0.01,0.1,6,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2018,70.0,RACINES/RATSCHINGS,T0007,Racines di dentro / Innerratschings,E02,Wellness Sporthotel Ratschings / Wellness Sporthotel Ratschings,94,7.6,5,2.8000000000000003,0,58,,< 0.02,< 0.01,0.06,< 1,< 1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018,70.0,RACINES/RATSCHINGS,T0007,Racines di dentro / Innerratschings,E02,Wellness Sporthotel Ratschings / Wellness Sporthotel Ratschings,95,7.2,5,2.8000000000000003,0,62,,< 0.02,< 0.01,0.08,< 1,1,6,1,< 0.1,19,< 1,< 1,< 1,< 0.1,< 1,11,< 1,< 0.5,< 0.5,< 1,< 0.5,17,< 2,< 0.2,,,,,,,,,,,
27/03/2018,70.0,RACINES/RATSCHINGS,T0007,Racines di dentro / Innerratschings,E02,Wellness Sporthotel Ratschings / Wellness Sporthotel Ratschings,101,7.3,7,3.9200000000000004,0,58,,< 0.02,< 0.01,< 0.05,< 1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/08/2018,70.0,RACINES/RATSCHINGS,T0007,Racines di dentro / Innerratschings,E02,Wellness Sporthotel Ratschings / Wellness Sporthotel Ratschings - WH Küche,95,7.3,4,2.24,0,56,,< 0.02,< 0.01,0.08,< 1,< 1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2018,70.0,RACINES/RATSCHINGS,T0007,Racines di dentro / Innerratschings,E02,Wellness Sporthotel Ratschings / Wellness Sporthotel Ratschings - WH Küche - ohne Abflammen,103,7.7,5,2.8000000000000003,0,61,,< 0.02,< 0.01,0.09,< 1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/05/2018,70.0,RACINES/RATSCHINGS,T0008,Telves / Telfes,E03,Öff. Brunnen Obertelfes,165,8.2,7,3.9200000000000004,0,102,< 0.5,< 0.02,< 0.01,< 0.05,< 1,< 1,15,< 1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,4,4,1.1,< 0.5,< 1,1.4,< 10,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
23/07/2018,71.0,RASUN ANTERSELVA/RASEN ANTHOLZ,T0012,Wildgall - Alpenresidenz Antholz  /  Wildgall - Alpenresidenz Antholz,E02,Alpenresidenz Antholz  /  Alpenresidenz Antholz,56,7.4,3,1.6800000000000002,0,34,,< 0.02,< 0.01,< 0.05,< 1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/07/2018,71.0,RASUN ANTERSELVA/RASEN ANTHOLZ,T0008,Centro Biathlon / Biathlon Zentrum,E01,Bar  / Bar,35,7.8,2,1.12,0,24,,< 0.02,< 0.01,< 0.05,< 1,1,< 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2018,71.0,RASUN ANTERSELVA/RASEN ANTHOLZ,T0001,Rasun di sotto / Niederrasen,E06,Cimitero / Friedhof,56,8,2,1.12,0,35,,< 0.02,< 0.01,0.42,< 1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018,71.0,RASUN ANTERSELVA/RASEN ANTHOLZ,T0001,Rasun di sotto / Niederrasen,E06,Cimitero / Friedhof,67,7,4,2.24,0,39,,< 0.02,< 0.01,0.44,< 1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2018,71.0,RASUN ANTERSELVA/RASEN ANTHOLZ,T0006,Anterselva di sopra / Antholz Obertal,E01,Fontana Maso Müller / Brunnen Müllerhof,138,8.3,6,3.3600000000000003,0,54,,< 0.02,< 0.01,0.31,< 1,< 1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2018,71.0,RASUN ANTERSELVA/RASEN ANTHOLZ,T0002,Rasun di sopra / Oberrasen,E02,Fontana chiesa / Brunnen Kirche,56,8.7,2,1.12,7,27,,< 0.02,< 0.01,0.44,< 1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2018,71.0,RASUN ANTERSELVA/RASEN ANTHOLZ,T0002,Rasun di sopra / Oberrasen,E02,Fontana chiesa / Brunnen Kirche,50,7.9,3,1.6800000000000002,0,29,,< 0.02,< 0.01,0.43,< 1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018,71.0,RASUN ANTERSELVA/RASEN ANTHOLZ,T0002,Rasun di sopra / Oberrasen,E02,Fontana chiesa / Brunnen Kirche,71,8.3,4,2.24,0,39,,< 0.02,< 0.01,0.37,< 1,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2018,71.0,RASUN ANTERSELVA/RASEN ANTHOLZ,T0003,Anterselva di mezzo - sotto / Antholz Mitter - Niedertal,E02,Fontana chiesa di mezzo / Brunnen Kirche Mittertal,134,7.8,6,3.3600000000000003,0,52,,< 0.02,< 0.01,0.17,< 1,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/07/2018,71.0,RASUN ANTERSELVA/RASEN ANTHOLZ,T0003,Anterselva di mezzo - sotto / Antholz Mitter - Niedertal,E02,Fontana chiesa di mezzo / Brunnen Kirche Mittertal,136,7.6,5,2.8000000000000003,0,67,0.9,< 0.02,< 0.01,0.31,3,2,4,9,< 0.1,57,< 1,< 1,< 1,< 0.1,< 1,29,2,< 0.5,< 0.5,< 1,6.8,39,2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
17/07/2018,71.0,RASUN ANTERSELVA/RASEN ANTHOLZ,T0001,Rasun di sotto / Niederrasen,E01,Fontana scuola elementare / Brunnen Grundschule,60,7.9,3,1.6800000000000002,0,35,,< 0.02,< 0.01,0.4,< 1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/2018,71.0,RASUN ANTERSELVA/RASEN ANTHOLZ,T0010,Passo Stalle / Stallersattel,E01,Hexenschenke / Hexenschenke,19,6,< 1,0.56,0,10,< 0.5,< 0.02,< 0.01,< 0.05,< 1,< 1,4,< 1,< 0.1,25,< 1,< 1,< 1,< 0.1,< 1,5,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
17/10/2018,71.0,RASUN ANTERSELVA/RASEN ANTHOLZ,T0007,Bergerhöfe / Bergerhöfe,E01,Privato/Privat,50,6.9,2,1.12,0,32,,< 0.02,< 0.01,< 0.05,< 1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2018,71.0,RASUN ANTERSELVA/RASEN ANTHOLZ,T0009,Redensberg / Redensberg,E01,Privato/Privat,95,8,4,2.24,0,60,,< 0.02,< 0.01,0.49,< 1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2018,72.0,RENON/RITTEN,T0001,Renon / Ritten,E36,Asilo Auna di Sotto / Kindergarten Unterinn,61,7.7,3,1.6800000000000002,0,39,< 0.5,< 0.02,< 0.01,< 0.05,< 1,3,2,2,< 0.1,7,< 1,< 1,< 1,< 0.1,< 1,14,1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
10/04/2018,72.0,RENON/RITTEN,T0001,Renon / Ritten,E36,Asilo Auna di Sotto / Kindergarten Unterinn,106,7.7,7,3.9200000000000004,0,64,< 0.5,< 0.02,< 0.01,0.1,2,2,4,4,< 0.1,41,< 1,< 1,< 1,< 0.1,< 1,13,2,< 0.5,< 0.5,< 1,1.9,38,< 2,< 0.2,,,,,,,,,,,
26/02/2018,72.0,RENON/RITTEN,T0001,Renon / Ritten,E36,Asilo Auna di Sotto / Kindergarten Unterinn,100,7.7,5,2.8000000000000003,0,64,,< 0.02,< 0.01,0.22,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/06/2018,72.0,RENON/RITTEN,T0001,Renon / Ritten,E07,Friedhof Unterinn,47,7.3,2,1.12,0,29,< 0.5,< 0.02,< 0.01,0.09,< 1,3,2,2,< 0.1,9,< 1,< 1,< 1,< 0.1,< 1,32,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
08/01/2018,72.0,RENON/RITTEN,T0001,Renon / Ritten,E37,Friedhof Unterinn  /  Friedhof Unterinn,81,7.5,5,2.8000000000000003,0,52,,< 0.02,< 0.01,< 0.05,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2018,72.0,RENON/RITTEN,T0006,Gasthaus Seeberger - Wangen Sill,E02,Gasthaus Seeberger - Wangen Sill,331,7.6,17,9.520000000000001,0,175,< 0.5,< 0.02,< 0.01,0.25,15,7,15,13,< 0.1,< 4,< 1,< 1,3,< 0.1,< 1,7,9,< 0.5,< 0.5,< 1,7,< 10,< 2,< 0.2,,,,,,,,,,,
07/11/2018,72.0,RENON/RITTEN,T0005,Wangen Sill / Wangen Sill,E02,Gasthaus Seeberger / Gasthaus Seeberger,331,7.6,17,9.520000000000001,0,195,0.7,< 0.02,< 0.01,0.26,13,5,16,14,< 0.1,6,< 1,< 1,< 1,< 0.1,< 1,10,8,< 0.5,< 0.5,< 1,8,< 10,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
24/09/2018,72.0,RENON/RITTEN,T0002,Lengstein / Lengstein,E22,Gasthof Maria Saal,106,8,5,2.8000000000000003,0,67,0.6,< 0.02,< 0.01,0.26,< 1,2,3,2,< 0.1,16,< 1,< 1,< 1,< 0.1,< 1,64,2,< 0.5,< 0.5,< 1,1,< 10,< 2,< 0.2,,,,,,,,,,,
08/01/2018,72.0,RENON/RITTEN,T0001,Renon / Ritten,E41,Gasthof Signaterhof / Gasthof Signaterhof,78,7.6,4,2.24,0,54,< 0.5,< 0.02,< 0.01,< 0.05,1,2,3,3,< 0.1,15,< 1,< 1,< 1,< 0.1,< 1,3,< 1,< 0.5,< 0.5,< 1,0.6,14,< 2,< 0.2,,,,,,,,,,,
