alias_address,alias_city,georeferencingString,geocode,geometry
VIA MONTE ARVENIS,UDINE,UDINE VIA MONTE ARVENIS,"Via Monte Arvenis, Chiavris, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2459197, 46.0790733]}"
VIA MONTE BIVERA,UDINE,UDINE VIA MONTE BIVERA,"Via Monte Bivera, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2369631, 46.0790393]}"
VIA MONTE CANIN,UDINE,UDINE VIA MONTE CANIN,"Via Monte Canin, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.239293, 46.0781045]}"
VIA MONTE CIMONE,UDINE,UDINE VIA MONTE CIMONE,"Via Monte Cimone, Chiavris, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2464943, 46.0817017]}"
VIA MONTE COGLIANS,UDINE,UDINE VIA MONTE COGLIANS,"Via Monte Coglians, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2413915, 46.080043]}"
VIA MONTE CROCE,UDINE,UDINE VIA MONTE CROCE,"Via Monte Croce, Chiavris, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.242699, 46.0816181]}"
VIA MONTE DE MARCO,UDINE,UDINE VIA MONTE DE MARCO,,
VIA MONTE FESTA,UDINE,UDINE VIA MONTE FESTA,"Via Monte Festa, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2419499, 46.0836989]}"
VIA MONTE FORNO,UDINE,UDINE VIA MONTE FORNO,"Via Monte Forno, Chiavris, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2438847, 46.0833337]}"
VIA MONTE FOSCHIANI,UDINE,UDINE VIA MONTE FOSCHIANI,"Via Mario Foschiani, Quartiere Riccardo di Giusto, San Gottardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.269159, 46.0810661]}"
VIA MONTE GRAPPA,UDINE,UDINE VIA MONTE GRAPPA,"Via Monte Grappa, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2401269, 46.077118]}"
VIA MONTE GRAUZARIA,UDINE,UDINE VIA MONTE GRAUZARIA,"Via Monte Grauzaria, Chiavris, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2458693, 46.0816608]}"
VIA MONTE HERMADA,UDINE,UDINE VIA MONTE HERMADA,"Via Monte Hermada, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2377464, 46.0742279]}"
VIA MONTE LUSSARI,UDINE,UDINE VIA MONTE LUSSARI,"Via Monte Lussari, Chiavris, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2451033, 46.0836468]}"
VIA MONTE MAGGIORE,UDINE,UDINE VIA MONTE MAGGIORE,"Via Monte Maggiore, Chiavris, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2450183, 46.0802546]}"
VIA MONTE MANGART,UDINE,UDINE VIA MONTE MANGART,"Via Monte Mangart, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.241983, 46.081321]}"
VIA MONTE MATAJUR,UDINE,UDINE VIA MONTE MATAJUR,"Via Monte Matajur, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2378169, 46.0787944]}"
VIA MONTE MODICE,UDINE,UDINE VIA MONTE MODICE,,
VIA MONTE NERO,UDINE,UDINE VIA MONTE NERO,"Via Monte Nero, Chiavris, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2413485, 46.074009]}"
VIA MONTE NEVOSO,UDINE,UDINE VIA MONTE NEVOSO,"Via Monte Nevoso, Chiavris, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2461195, 46.084525]}"
VIA MONTE ORTIGARA,UDINE,UDINE VIA MONTE ORTIGARA,"Via Monte Ortigara, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2359067, 46.0761996]}"
VIA MONTE PAL GRANDE,UDINE,UDINE VIA MONTE PAL GRANDE,"Via Monte Pal Grande, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.238195, 46.0764048]}"
VIA MONTE PAL PICCOLO,UDINE,UDINE VIA MONTE PAL PICCOLO,"Via Monte Pal Piccolo, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2377217, 46.0762009]}"
VIA MONTE PASUBIO,UDINE,UDINE VIA MONTE PASUBIO,"Via Monte Pasubio, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2405279, 46.0819939]}"
VIA MONTE PERALBA,UDINE,UDINE VIA MONTE PERALBA,"Via Monte Peralba, Chiavris, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2466615, 46.0802083]}"
VIA MONTE ROMBON,UDINE,UDINE VIA MONTE ROMBON,"Via Monte Rombon, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2363508, 46.0756078]}"
VIA MONTE S  MICHELE,UDINE,UDINE VIA MONTE S  MICHELE,"Via Monte San Michele, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2361183, 46.0803754]}"
VIA MONTE S. MARCO,UDINE,UDINE VIA MONTE S. MARCO,"Via Monte San Marco, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2445459, 46.0760748]}"
VIA MONTE SAN GABRIELE,UDINE,UDINE VIA MONTE SAN GABRIELE,"Via Monte San Gabriele, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.242699, 46.0816181]}"
VIA MONTE SAN MARCO,UDINE,UDINE VIA MONTE SAN MARCO,"Via Monte San Marco, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2445459, 46.0760748]}"
VIA MONTE SAN MICHELE,UDINE,UDINE VIA MONTE SAN MICHELE,"Via Monte San Michele, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2361183, 46.0803754]}"
VIA MONTE SANTO,UDINE,UDINE VIA MONTE SANTO,"Via Monte Santo, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2348592, 46.0840243]}"
VIA MONTE SEI BUSI,UDINE,UDINE VIA MONTE SEI BUSI,"Via Monte Sei Busi, Chiavris, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2471355, 46.0859136]}"
VIA MONTE SERNIO,UDINE,UDINE VIA MONTE SERNIO,"Via Monte Sernio, Chiavris, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2453305, 46.0802639]}"
VIA MONTE TRICORNO,UDINE,UDINE VIA MONTE TRICORNO,"Via Monte Tricorno, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2364294, 46.0839367]}"
VIA MONTE VODICE,UDINE,UDINE VIA MONTE VODICE,"Via Monte Vodice, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2338659, 46.0830007]}"
VIA MONTE VOLAIA,UDINE,UDINE VIA MONTE VOLAIA,"Via Monte Volaia, Chiavris, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2458415, 46.0802083]}"
VIA MONTE VOLAJA,UDINE,UDINE VIA MONTE VOLAJA,,
VIA MONTEBELLO,UDINE,UDINE VIA MONTEBELLO,"Via Montebello, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2405564, 46.0517821]}"
VIA MONTELLO,UDINE,UDINE VIA MONTELLO,"Via Montello, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2340085, 46.0822352]}"
VIA MONTELUNGO,UDINE,UDINE VIA MONTELUNGO,"Via Montelungo, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2604361, 46.0609599]}"
VIA MONTEROTONDO,UDINE,UDINE VIA MONTEROTONDO,"Via Monterotondo, Borgo Villalta, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2219938, 46.0716041]}"
VIA MONZA,UDINE,UDINE VIA MONZA,"Via Monza, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.2054688, 46.0749635]}"
VIA MONZAMBANO,UDINE,UDINE VIA MONZAMBANO,"Via Monzambano, Borgo Aquileia, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2559767, 46.0609372]}"
VIA MORETTI,UDINE,UDINE VIA MORETTI,"Moretti, Via Luigi Moretti, Borgo Poscolle, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2273849, 46.0606487]}"
VIA MOROSINA,UDINE,UDINE VIA MOROSINA,"Via Morosina, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2666141, 46.0709729]}"
VIA MORSANO,UDINE,UDINE VIA MORSANO,"Via Morsano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2183179, 46.0439133]}"
VIA MORTEGLIANO,UDINE,UDINE VIA MORTEGLIANO,"Via Mortegliano, Borgo Grazzano, Baldasseria Bassa, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2341282, 46.0406343]}"
VIA MORUZZO,UDINE,UDINE VIA MORUZZO,"Via Moruzzo, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.1957936, 46.0729029]}"
VIA M.S.MARCO,UDINE,UDINE VIA M.S.MARCO,"San Marco, Via Tarcento, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.235257570409015, 46.076642050000004]}"
VIA MUGGIA,UDINE,UDINE VIA MUGGIA,"Via Muggia, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2505054, 46.0659127]}"
VIA MURATTI MORETTI,UDINE,UDINE VIA MURATTI MORETTI,"Via Anna Muratti Moretti, Borgo Poscolle, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2280021, 46.0615908]}"
VIA MUZZANA,UDINE,UDINE VIA MUZZANA,"Via Muzzana, Borgo Grazzano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2228596, 46.0410744]}"
VIA N. DI LUSSEMBURGO,UDINE,UDINE VIA N. DI LUSSEMBURGO,,
VIA NAPOLI,UDINE,UDINE VIA NAPOLI,"Via Napoli, Borgo Grazzano, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2274044, 46.0504919]}"
VIA NATISONE,UDINE,UDINE VIA NATISONE,"Via Natisone, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2589721, 46.0739585]}"
VIA NATISONE DI COLUGNA,UDINE,UDINE VIA NATISONE DI COLUGNA,"Via Colugna, Tavagnacco, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2091298, 46.0910708]}"
VIA NATOLINI / PRESANI,UDINE,UDINE VIA NATOLINI / PRESANI,,
VIA NAZARIO SAURO,UDINE,UDINE VIA NAZARIO SAURO,"Via Nazario Sauro, Borgo Poscolle, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2345965, 46.0617703]}"
VIA NAZIONALE,UDINE,UDINE VIA NAZIONALE,"Via Nazionale, Molin Nuovo, Tavagnacco, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.230798, 46.0984342]}"
VIA N.COPERNICO,UDINE,UDINE VIA N.COPERNICO,,
VIA NERVESA,UDINE,UDINE VIA NERVESA,"Via Nervesa, Borgo Poscolle, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2190586, 46.0562097]}"
VIA NICCOLO' COPERNICO,UDINE,UDINE VIA NICCOLO' COPERNICO,,
VIA NICOLO' DI LUSSEMBURGO,UDINE,UDINE VIA NICOLO' DI LUSSEMBURGO,"Via Nicolò di Lussemburgo, Cormôr Basso, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.2117254, 46.0500523]}"
VIA NICOLO' LIONELLO,UDINE,UDINE VIA NICOLO' LIONELLO,"Via Nicolò Lionello, Borgo Poscolle, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2345307, 46.0628473]}"
VIA NIMIS,UDINE,UDINE VIA NIMIS,"Via Nimis, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2322471, 46.0758494]}"
VIA NINO BIXIO,UDINE,UDINE VIA NINO BIXIO,"Via Nino Bixio, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2228044, 46.0623825]}"
VIA NIVA DE PONTI,UDINE,UDINE VIA NIVA DE PONTI,"Via Niva De Ponti, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, Italia","{'type': 'Point', 'coordinates': [13.259968748668841, 46.077942699999994]}"
VIA NODARI,UDINE,UDINE VIA NODARI,"Via Nodari, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2464146, 46.0475533]}"
VIA NOGARA MONS GIUSEPPE,UDINE,UDINE VIA NOGARA MONS GIUSEPPE,,
VIA NONCELLO,UDINE,UDINE VIA NONCELLO,"Via Noncello, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2560803, 46.073147]}"
VIA O DA PORDENONE,UDINE,UDINE VIA O DA PORDENONE,,
VIA O.BOTTECCHIA,UDINE,UDINE VIA O.BOTTECCHIA,,
VIA ODERZO,UDINE,UDINE VIA ODERZO,"Via Oderzo, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2448439, 46.0295625]}"
VIA ODORICO DA PORDENONE,UDINE,UDINE VIA ODORICO DA PORDENONE,,
VIA ODORICO POLITI,UDINE,UDINE VIA ODORICO POLITI,"Via Odorico Politi, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2278072, 46.065511]}"
VIA ODORICO SUSANNA,UDINE,UDINE VIA ODORICO SUSANNA,"Via Odorico Susanna, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2578298, 46.0504264]}"
VIA ORSARIA,UDINE,UDINE VIA ORSARIA,"Via Orsaria, Baldasseria Alta, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2626222, 46.0486523]}"
VIA ORTI,UDINE,UDINE VIA ORTI,"Orti urbani di Via Bariglaria, San Bernardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, Italia","{'type': 'Point', 'coordinates': [13.267099266646653, 46.09686885]}"
VIA OSLAVIA,UDINE,UDINE VIA OSLAVIA,"Via Oslavia, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2382603, 46.0819081]}"
VIA OSVALDO LUPIERI,UDINE,UDINE VIA OSVALDO LUPIERI,"Via Osvaldo Lupieri, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2480224, 46.0470507]}"
VIA OTTAVIANO TARTAGNA,UDINE,UDINE VIA OTTAVIANO TARTAGNA,"Via Ottaviano Tartagna, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2437678, 46.0756516]}"
VIA OTTAVIO BOTTECCHIA,UDINE,UDINE VIA OTTAVIO BOTTECCHIA,"Via Ottavio Bottecchia, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.2035473, 46.0817835]}"
VIA OTTOBONO,UDINE,UDINE VIA OTTOBONO,"Via Ottobono, Borgo Grazzano, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2155792, 46.0511461]}"
VIA P FISTULARIO,UDINE,UDINE VIA P FISTULARIO,"Via Paolo Fistulario, Borgo Grazzano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2261169, 46.0473432]}"
VIA P. MICCA,UDINE,UDINE VIA P. MICCA,,
VIA PACE,UDINE,UDINE VIA PACE,"Via della Pace, Quartiere Riccardo di Giusto, Villaggio Resistenza, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, Italia","{'type': 'Point', 'coordinates': [13.281747813090538, 46.0760526]}"
VIA PACIFICO VALUSSI,UDINE,UDINE VIA PACIFICO VALUSSI,"Via Pacifico Valussi, Borgo Grazzano, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2281949, 46.0547534]}"
VIA PADOVA,UDINE,UDINE VIA PADOVA,"Via Padova, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2481963, 46.0304967]}"
VIA PADRE LUIGI SCROSOPPI,UDINE,UDINE VIA PADRE LUIGI SCROSOPPI,"Via padre Luigi Scrosoppi, Borgo Aquileia, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2422855, 46.0640401]}"
VIA PADRE REGINALDO GIULIANI,UDINE,UDINE VIA PADRE REGINALDO GIULIANI,"Via padre Reginaldo Giuliani, Borgo di San Lazzaro, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2219938, 46.0716041]}"
VIA PAGNACCO,UDINE,UDINE VIA PAGNACCO,"Via Pagnacco, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2293918, 46.0845988]}"
VIA PALANZA,UDINE,UDINE VIA PALANZA,,
VIA PALAZZOLO DELLO STELLA,UDINE,UDINE VIA PALAZZOLO DELLO STELLA,"Via Palazzolo dello Stella, Borgo Grazzano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.228997, 46.0451479]}"
VIA PALERMO,UDINE,UDINE VIA PALERMO,"Via Palermo, Borgo Grazzano, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2289098, 46.0509627]}"
VIA PALESTRO,UDINE,UDINE VIA PALESTRO,"Via Palestro, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2399718, 46.0530362]}"
VIA PALLANZA,UDINE,UDINE VIA PALLANZA,"Via Pallanza, Chiavris, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2457359, 46.0897227]}"
VIA PALUZZA,UDINE,UDINE VIA PALUZZA,"Via Paluzza, Borgo di San Lazzaro, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2269043, 46.0745465]}"
VIA P.AMALTEO,UDINE,UDINE VIA P.AMALTEO,"Via Pomponio Amalteo, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2506672, 46.0523036]}"
VIA PAOLO CANCIANI,UDINE,UDINE VIA PAOLO CANCIANI,"Via Paolo Canciani, Borgo Grazzano, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.23399, 46.0615942]}"
VIA PAOLO FISTULARIO,UDINE,UDINE VIA PAOLO FISTULARIO,"Via Paolo Fistulario, Borgo Grazzano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2261169, 46.0473432]}"
VIA PAOLO NICOLETTI,UDINE,UDINE VIA PAOLO NICOLETTI,"Via Paolo Nicoletti, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2473323, 46.0787834]}"
VIA PAOLO SARPI,UDINE,UDINE VIA PAOLO SARPI,"Via Paolo Sarpi, Borgo Poscolle, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2333732, 46.0645508]}"
VIA PAPAROTTI,UDINE,UDINE VIA PAPAROTTI,"Via Paparotti, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2635685, 46.0213773]}"
VIA PARENZO,UDINE,UDINE VIA PARENZO,"Via Parenzo, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2478745, 46.0730496]}"
VIA PARMA,UDINE,UDINE VIA PARMA,"Via Parma, Beivars, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2647671, 46.090296]}"
VIA PARTISTAGNO,UDINE,UDINE VIA PARTISTAGNO,"Via Partistagno, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2283897, 46.0813317]}"
VIA PASCATS,UDINE,UDINE VIA PASCATS,"Via Pascats, Borgonuovo I, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.220325, 46.0932991]}"
VIA PASIAN DI PRATO,UDINE,UDINE VIA PASIAN DI PRATO,"Via Cormor, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.2159865, 46.0405546]}"
