alias_city,alias_address,data_report,georeferencingString,type
LUSON/LÜSEN,Albergo Lüsnerhof / Hotel Lüsnerhof,17/10/2018,LUSON Albergo Lüsnerhof,POINT
LUSON/LÜSEN,Albergo Lüsnerhof / Hotel Lüsnerhof WH WC,30/08/2018,LUSON Albergo Lüsnerhof,POINT
LUSON/LÜSEN,Albergo Lüsnerhof / Hotel Lüsnerhof; WH WC,04/12/2018,LUSON Albergo Lüsnerhof,POINT
LUSON/LÜSEN,Privato/Privat,17/04/2018,LUSON,POINT
LUSON/LÜSEN,fontana pubblica piazza paese / Öffentlicher Brunnen Dorfplatz,04/12/2018,LUSON fontana pubblica,POINT
MAGRÈ SULLA STRADA DEL VINO/MARGREID AN DER WEINSTRASSE,Fontana pubblica Caserma dei Pompieri / Öffentlicher Brunnen neben Feuerwehrhalle,16/05/2018,MAGRÈ SULLA STRADA DEL VINO  Caserma dei Pompieri,POINT
MAGRÈ SULLA STRADA DEL VINO/MARGREID AN DER WEINSTRASSE,"Fontana pubblica Comune / Öffentlicher Brunnen, Rathaus",10/01/2018,MAGRÈ SULLA STRADA DEL VINO,POINT
MAGRÈ SULLA STRADA DEL VINO/MARGREID AN DER WEINSTRASSE,Fontana pubblica cimitero / Öffentlicher Brunnen - Friedhof,16/05/2018,MAGRÈ SULLA STRADA DEL VINO  cimitero,POINT
MAGRÈ SULLA STRADA DEL VINO/MARGREID AN DER WEINSTRASSE,Fontana pubblica vicino casa padronale Löwengang / Öffentl. Brunnen neben Ansitz Löwengang,02/06/2018,MAGRÈ SULLA STRADA DEL VINO   casa padronale Löwengang,POINT
MAGRÈ SULLA STRADA DEL VINO/MARGREID AN DER WEINSTRASSE,Tischlerei Amegg / Tischlerei Amegg,16/07/2018,MAGRÈ SULLA STRADA DEL VINO Tischlerei Amegg,POINT
MALLES VENOSTA /MALS,Fontana pubblica presso Stazione  /  Öff. Brunnen bei Bahnhof,08/06/2018,MALLES VENOSTA   presso Stazione,POINT
MALLES VENOSTA /MALS,Fürstenburg - Käse Produktionsraum,03/06/2018,MALLES VENOSTA  Fürstenburg - Käse Produktionsraum,POINT
MALLES VENOSTA /MALS,Hotel Glieshof,22/10/2018,MALLES VENOSTA  Hotel Glieshof,POINT
MALLES VENOSTA /MALS,Knottbergquellen nach AB / Knottbergquellen nach AB,24/10/2018,MALLES VENOSTA  Knottbergquellen nach AB,POINT
MALLES VENOSTA /MALS,Knottbergquellen vor AB /  Knottbergquellen vor AB,24/10/2018,MALLES VENOSTA  Knottbergquellen vor AB,POINT
MALLES VENOSTA /MALS,Privato/Privat,22/10/2018,MALLES VENOSTA,POINT
MALLES VENOSTA /MALS,Sammelschacht Quellen Mischwasser,26/09/2018,MALLES VENOSTA  Sammelschacht Quellen Mischwasser,POINT
MALLES VENOSTA /MALS,Sennerei Burgeis Arbeitsraum,03/06/2018,MALLES VENOSTA  Sennerei Burgeis Arbeitsraum,POINT
MALLES VENOSTA /MALS,albergo Moriggl - dispensa del latte / Gasthaus Moriggl - Milchkammer,20/11/2018,MALLES VENOSTA  albergo Moriggl - dispensa del latte,POINT
MALLES VENOSTA /MALS,"f.p. ""Kreuzweg"" / Öffentl. Brunnen Kreuzweg",10/09/2018,"MALLES VENOSTA  f.p. ""Kreuzweg""",POINT
MALLES VENOSTA /MALS,"f.p. Burgusio / Öffentlicher Brunnen, Burgeis",03/06/2018,MALLES VENOSTA  f.p. Burgusio,POINT
MALLES VENOSTA /MALS,"f.p. Clusio / Öffentlicher Brunnen, Schleis",05/02/2018,MALLES VENOSTA  f.p. Clusio,POINT
MALLES VENOSTA /MALS,"f.p. Laudes / Öffentlicher Brunnen, Laatsch",28/08/2018,MALLES VENOSTA  f.p. Laudes,POINT
MALLES VENOSTA /MALS,"f.p. Mazia / Öffentlicher Brunnen, Matsch",22/10/2018,MALLES VENOSTA  f.p. Mazia,POINT
MALLES VENOSTA /MALS,"f.p. Piavenna / Öffentlicher Brunnen, Plawenn",09/11/2018,MALLES VENOSTA  f.p. Piavenna,POINT
MALLES VENOSTA /MALS,"f.p. Planol / Öffentlicher Brunnen, Planeil",09/11/2018,MALLES VENOSTA  f.p. Planol,POINT
MALLES VENOSTA /MALS,"f.p. Slingia / Öffentlicher Brunnen, Schlinig",14/03/2018,MALLES VENOSTA  f.p. Slingia,POINT
MALLES VENOSTA /MALS,"f.p. Tarces / Öffentlicher Brunnen, Tartsch",03/05/2018,MALLES VENOSTA  f.p. Tarces,POINT
MALLES VENOSTA /MALS,fontana pubblica / Öffentlicher Brunnen,20/11/2018,MALLES VENOSTA  fontana pubblica,POINT
MALLES VENOSTA /MALS,"ristoro di campagna ""Patzleid"" / Buschenschank: Platzleid",22/10/2018,"MALLES VENOSTA  ristoro di campagna ""Patzleid""",POINT
MALLES VENOSTA /MALS,Öffentlicher Brunnen vor Kirche vierzehn Nothelfer / Öffentlicher Brunnen vor Kirche vierzehn Nothelfer,05/02/2018,MALLES VENOSTA  Öffentlicher Brunnen vor Kirche vierzehn Nothelfer,POINT
MAREBBE/ENNEBERG,Albergo Posta / Gasthaus Post,10/01/2018,MAREBBE Albergo Posta,POINT
MAREBBE/ENNEBERG,Centro visite / Naturparkhaus,09/11/2018,MAREBBE Centro visite,POINT
MAREBBE/ENNEBERG,Fontana Posta / Brunnen Post,07/02/2018,MAREBBE Fontana Posta,POINT
MAREBBE/ENNEBERG,Fontana chiesa / Brunnen Kirche,07/02/2018,MAREBBE Fontana chiesa,POINT
MAREBBE/ENNEBERG,Privato/Privat,10/01/2018,MAREBBE,POINT
MARLENGO/MARLING,Garni Prantnerhof  /  Garni Prantnerhof,30/05/2018,MARLENGO Garni Prantnerhof,POINT
MARLENGO/MARLING,Privato/Privat,23/05/2018,MARLENGO,POINT
MARLENGO/MARLING,f.p. di fronte al parcheggio / Öffentlicher Brunnen gegenüber Parkplatz,12/04/2018,MARLENGO f.p. di fronte al parcheggio,POINT
MARTELLO/MARTELL,Privato/Privat,07/04/2018,MARTELLO,POINT
MARTELLO/MARTELL,Serbatoio Thairmühl -  entrata delle sorgenti Platzer Mahd e sorgente Grub / Reservoir Thairmühl - Einlauf der Platzer Mahd Quellen und Grubquelle,09/05/2018,MARTELLO Serbatoio Thairmühl -  entrata delle sorgenti Platzer Mahd e sorgente Grub,POINT
MARTELLO/MARTELL,Stallwies: Trattoria Hölderle / Stallwies: GH Hölderle,06/05/2018,MARTELLO Stallwies: Trattoria Hölderle,POINT
MARTELLO/MARTELL,WC - vicino comune /WC - neben Gemeinde,06/05/2018,MARTELLO WC -  comune,POINT
MARTELLO/MARTELL,WC-Gemeindebauhof,21/11/2018,MARTELLO WC-Gemeindebauhof,POINT
MARTELLO/MARTELL,"centro ""Biathlon"" - WC malga di ""Grogg"" / Biathlonzentrum -  WC Groggalm",20/03/2018,"MARTELLO centro ""Biathlon"" - WC malga di ""Grogg""",POINT
MARTELLO/MARTELL,f.p. Ganda / ö.B. Gand,20/03/2018,MARTELLO f.p. Ganda,POINT
MARTELLO/MARTELL,f.p. vicino Obkirchhof / öffentlicher Brunnen beim Obkirchhof,06/05/2018,MARTELLO f.p.  Obkirchhof,POINT
MELTINA/MÖLTEN,Font. pubb. vicino chiesa / Öffentlicher Brunnen neben Kirche,09/11/2018,MELTINA Font. pubb.,POINT
MELTINA/MÖLTEN,Fontana pubblica piazza S. Teßmann / Öff. Brunnen Siegfried Teßmann Platz,26/09/2018,MELTINA  piazza S. Teßmann,POINT
MELTINA/MÖLTEN,Municipio / Rathaus,17/04/2018,MELTINA Municipio,POINT
MELTINA/MÖLTEN,Scuola media Meltina - WC / Grundschule Mölten - WC parterre,20/03/2018,MELTINA Scuola media Meltina - WC,POINT
MELTINA/MÖLTEN,fontana pubblica Schlaneid  /  Öff. Brunnen Schlaneid,07/03/2018,MELTINA fontana pubblica Schlaneid,POINT
MERANO/MERAN,Asilo Girotondo - Maia Bassa / Asilo Girotondo - Untermais,31/01/2018,MERANO Asilo Girotondo - Maia Bassa,POINT
MERANO/MERAN,Bar Cinzia / Bar Cinzia,24/01/2018,MERANO Bar Cinzia,POINT
MERANO/MERAN,Bar Vittoria - Sinigo / Bar Vittoria - Sinich,24/01/2018,MERANO Bar Vittoria - Sinigo,POINT
MERANO/MERAN,Buschenschank Rauthof  /  Buschenschank Rauthof,11/07/2018,MERANO Buschenschank Rauthof,POINT
MERANO/MERAN,Fontana pubblica via Steinach / Öffentlicher Brunnen Steinachweg,20/12/2018,MERANO  via Steinach,POINT
MERANO/MERAN,"Ufficio Igiene, via Goethe n. 7 / Hygieneamt, Goethestr. 7",24/01/2018,"MERANO Ufficio Igiene, via Goethe n. 7",POINT
MERANO/MERAN,"Via Planta, condotta delle sorgenti / Plantastrasse Leitung von Quellen",04/05/2018,"MERANO Via Planta, condotta delle sorgenti",POINT
MERANO/MERAN,"f.p. ""Brunnegger Brunnen"" via Planta / Öff. Brunnen, Brunegger Brunnen, Plantastrasse",17/10/2018,"MERANO f.p. ""Brunnegger Brunnen"" via Planta",POINT
MERANO/MERAN,f.p. Portici / Öffentlicher Brunnen - Laubengasse,07/05/2018,MERANO f.p. Portici,POINT
MERANO/MERAN,"f.p. Sinigo / Öffentlicher Brunnen, Sinich",04/05/2018,MERANO f.p. Sinigo,POINT
MERANO/MERAN,f.p. p.zza fontana / ö.B. Brunnenplatz,16/08/2018,MERANO f.p. p.zza fontana,POINT
MERANO/MERAN,f.p. presso il Bar Cinzia / Ö.B. bei Bar Cinzia,28/03/2018,MERANO f.p. presso il Bar Cinzia,POINT
MERANO/MERAN,"f.p. presso il serbatoio ""Naif"" / Öffentlicher Brunnen bei Reservoir Naiftal",16/08/2018,"MERANO f.p. presso il serbatoio ""Naif""",POINT
MERANO/MERAN,f.p. via Brennero/via Roma / Öffentlicher Brunnen Kreuzung Brennerstr./Romstr.,04/05/2018,MERANO f.p. via Brennero,POINT
MERANO/MERAN,f.p. via Mainardo/via O. Huber / Öffentlicher Brunnen Meinhardstraße/O.-Huber-Str.,24/04/2018,MERANO f.p. via Mainardo,POINT
MERANO/MERAN,"ospedale, dialisi dopo l'impianto osmosi / Krankenhaus Meran, Dialyseabteilung nach der Osmoseanlage",27/03/2018,"MERANO ospedale, dialisi dopo l'impianto osmosi",POINT
MERANO/MERAN,"ospedale, dialisi prima dell'impianto osmosi / Krankenhaus Meran, Dialyseabteilung vor der Osmoseanlage",27/03/2018,"MERANO ospedale, dialisi prima dell'impianto osmosi",POINT
MERANO/MERAN,pozzo di distribuzione Tell / Verteilerschacht Töll,02/05/2018,MERANO pozzo di distribuzione Tell,POINT
MERANO/MERAN,Ö.B. Steinachweg,22/02/2018,MERANO Ö.B. Steinachweg,POINT
MONGUELFO - TESIDO/WELSBERG - TAISTEN,Fontana chiesa / Brunnen Kirche,17/09/2018,MONGUELFO - TESIDO Fontana chiesa,POINT
MONGUELFO - TESIDO/WELSBERG - TAISTEN,Municipio / Rathaus,14/02/2018,MONGUELFO - TESIDO Municipio,POINT
MONGUELFO - TESIDO/WELSBERG - TAISTEN,Pensione Panorama / Pension Panorama,26/03/2018,MONGUELFO - TESIDO Pensione Panorama,POINT
MONTAGNA/MONTAN,Fontana pubblica Pinzon / Öffentlicher Brunnen Pinzon,15/11/2018,MONTAGNA  Pinzon,POINT
MONTAGNA/MONTAN,Fontana pubblica verso Pinzon / Öffentlicher Brunnen Richtung Pinzon,15/03/2018,MONTAGNA  verso Pinzon,POINT
MONTAGNA/MONTAN,Fontana pubblica vicino Gasthaus Pernter Gschnon / Öffentlicher Brunnen neben Gasthaus Pernter Gschnon,09/06/2018,MONTAGNA   Gasthaus Pernter Gschnon,POINT
MONTAGNA/MONTAN,"Fontana pubblica, via Collina di sopra / Öffentlicher Hügelgasse Brunnen oben",15/03/2018,"MONTAGNA , via Collina di sopra",POINT
MOSO DI PASSIRIA /MOOS IN PASSEIER,Reservoir (Einlauf) bei Schneebergbrücke / Reservoir (Einlauf) bei Schneebergbrücke,13/11/2018,MOSO DI PASSIRIA  Reservoir (Einlauf) bei Schneebergbrücke,POINT
MOSO DI PASSIRIA /MOOS IN PASSEIER,Scuola elementare Corvara / Grundschule Rabenstein,06/04/2018,MOSO DI PASSIRIA  Scuola elementare Corvara,POINT
MOSO DI PASSIRIA /MOOS IN PASSEIER,Scuola elementare Plata / Grundschule Platt,03/12/2018,MOSO DI PASSIRIA  Scuola elementare Plata,POINT
MOSO DI PASSIRIA /MOOS IN PASSEIER,"f.p. Plan / Öffentlicher Brunnen, Pfelders",03/12/2018,MOSO DI PASSIRIA  f.p. Plan,POINT
MOSO DI PASSIRIA /MOOS IN PASSEIER,"f.p. centro / Öffentlicher Brunnen, Zentrum",06/04/2018,MOSO DI PASSIRIA  f.p. centro,POINT
MOSO DI PASSIRIA /MOOS IN PASSEIER,f.p. presso la chiesa di Stulles / Ö.B. bei der Kirche in Stuls,08/09/2018,MOSO DI PASSIRIA  f.p. presso la chiesa di Stulles,POINT
NALLES/NALS,"Fontana pubbl. via Schwanburg/Öff. Brunnen, Schwanburgerstr.",20/03/2018,NALLES Fontana pubbl. via Schwanburg,POINT
NALLES/NALS,fontana pubb. municipio nuovo / Brunnen Rathausplatz neu,03/06/2018,NALLES fontana pubb. municipio nuovo,POINT
NATURNO/NATURNS,"f.p. ""Sport Unterholzner"" / Öffentlicher Brunnen bei Sport Unterholzner",04/04/2018,"NATURNO f.p. ""Sport Unterholzner""",POINT
NATURNO/NATURNS,f.p. Stava / Ö.B. Staben,02/06/2018,NATURNO f.p. Stava,POINT
NATURNO/NATURNS,f.p. Tabla' / Öffentlicher Brunnen Tabland,28/02/2018,NATURNO f.p. Tabla',POINT
NATURNO/NATURNS,f.p. presso cassa di risparmio / Öff. Brunnen bei Sparkasse,17/10/2018,NATURNO f.p. presso cassa di risparmio,POINT
NATURNO/NATURNS,f.p. presso il luogo di sosta - ciclabile / Öffentlicher Brunnen bei Raststätte-Radweg,05/08/2018,NATURNO f.p. presso il luogo di sosta - ciclabile,POINT
NATURNO/NATURNS,"f.p. vicino bar ""Rössl"" / Öffentlicher Brunnen bei  Bar Rössl",12/06/2018,"NATURNO f.p.  bar ""Rössl""",POINT
NATURNO/NATURNS,serb. Cirlano - ingresso / Res. Tschirland - Einlauf,11/06/2018,NATURNO serb. Cirlano - ingresso,POINT
NAZ-SCIAVES/NATZ-SCHABS,Fontana pubblica Aica / Öffentlicher Brunnen Aicha,20/06/2018,NAZ-SCIAVES  Aica,POINT
NAZ-SCIAVES/NATZ-SCHABS,Fontana pubblica Rasa / Öff. Brunnen Raas,07/02/2018,NAZ-SCIAVES  Rasa,POINT
NAZ-SCIAVES/NATZ-SCHABS,Fontana pubblica davanti alla cassa rurale / Öffentlicher Brunnen vor Raiffeisenkasse,07/02/2018,NAZ-SCIAVES   alla cassa rurale,POINT
NAZ-SCIAVES/NATZ-SCHABS,"Rathaus Schabs, Peter-Kemenater-Str. 18/Rathaus Schabs, Peter-Kemenater-Str. 18",09/11/2018,"NAZ-SCIAVES Rathaus Schabs, Peter-Kemenater-Str. 18",POINT
NAZ-SCIAVES/NATZ-SCHABS,"Rathaus Schabs, Peter-Kemenater-Str. 18/Rathaus Schabs, Peter-Kemenater-Str. 18 - WH WC",07/02/2018,"NAZ-SCIAVES Rathaus Schabs, Peter-Kemenater-Str. 18",POINT
NAZ-SCIAVES/NATZ-SCHABS,"Rathaus Schabs, Peter-Kemenater-Str. 18/Rathaus Schabs, Peter-Kemenater-Str. 18, WH WC",22/03/2018,"NAZ-SCIAVES Rathaus Schabs, Peter-Kemenater-Str. 18",POINT
NAZ-SCIAVES/NATZ-SCHABS,Scuola materna Rasa / Kindergarten Raas,11/12/2018,NAZ-SCIAVES Scuola materna Rasa,POINT
NAZ-SCIAVES/NATZ-SCHABS,"Scuola materna Rasa / Kindergarten Raas, WH WC",22/03/2018,NAZ-SCIAVES Scuola materna Rasa,POINT
NAZ-SCIAVES/NATZ-SCHABS,"Viumser Speck snc, via S. Maddalena n.2 / Viumser Speck OHG, St. Magdalena Straße 2",20/06/2018,"NAZ-SCIAVES Viumser Speck snc, via S. Maddalena n.2",POINT
NOVA LEVANTE/WELSCHNOFEN,Fontana pubblica presso Chiesa / Öffentlicher Brunnen vor Kirche,13/09/2018,NOVA LEVANTE  presso Chiesa,POINT
NOVA LEVANTE/WELSCHNOFEN,Fontana pubblica presso Municipio / Öffentlicher Brunnen vor Rathaus,13/09/2018,NOVA LEVANTE  presso Municipio,POINT
NOVA LEVANTE/WELSCHNOFEN,GH Luis  / GH Luis,30/01/2018,NOVA LEVANTE GH Luis,POINT
NOVA LEVANTE/WELSCHNOFEN,Gasthaus Meierei / Gasthaus Meierei,10/03/2018,NOVA LEVANTE Gasthaus Meierei,POINT
NOVA LEVANTE/WELSCHNOFEN,Hotel Latemar / Hotel Latemar,10/03/2018,NOVA LEVANTE Hotel Latemar,POINT
NOVA LEVANTE/WELSCHNOFEN,Scuola Media / Mittelschule,30/01/2018,NOVA LEVANTE Scuola Media,POINT
NOVA LEVANTE/WELSCHNOFEN,WC pubblici vicino ufficio skipass/Öff. Toiletten bei Skipassbüro,17/01/2018,NOVA LEVANTE WC pubblici  ufficio skipass,POINT
NOVA PONENTE/DEUTSCHNOFEN,Asilo Eggen / Kindergarten Eggen,28/03/2018,NOVA PONENTE Asilo Eggen,POINT
NOVA PONENTE/DEUTSCHNOFEN,Asilo Monte S. Pietro / Kindergarten Petersberg,28/03/2018,NOVA PONENTE Asilo Monte S. Pietro,POINT
NOVA PONENTE/DEUTSCHNOFEN,Fontana pubblica Eggen / Dorfbrunnen Eggen,07/02/2018,NOVA PONENTE  Eggen,POINT
NOVA PONENTE/DEUTSCHNOFEN,Fontana pubblica Petersberg / Dorfbrunnen Petersberg,16/05/2018,NOVA PONENTE  Petersberg,POINT
NOVA PONENTE/DEUTSCHNOFEN,Fontana pubblica presso Municipio / Öffentlicher Brunnen vor Rathaus,09/04/2018,NOVA PONENTE  presso Municipio,POINT
NOVA PONENTE/DEUTSCHNOFEN,GH Wagger - Hennewinkl 12 / GH Wagger - Hennewinkl 12,10/03/2018,NOVA PONENTE GH Wagger - Hennewinkl 12,POINT
NOVA PONENTE/DEUTSCHNOFEN,Hotel Royal / Hotel Royal,13/09/2018,NOVA PONENTE Hotel Royal,POINT
NOVA PONENTE/DEUTSCHNOFEN,Hotel Sonnalp / Hotel Sonnalp,07/02/2018,NOVA PONENTE Hotel Sonnalp,POINT
NOVA PONENTE/DEUTSCHNOFEN,Scuola elementare Petersberg / Grundschule Petersberg,11/07/2018,NOVA PONENTE Scuola elementare Petersberg,POINT
NOVA PONENTE/DEUTSCHNOFEN-,Fontana pubblica presso Municipio / Öffentlicher Brunnen vor Rathaus,11/07/2018,NOVA PONENTE  presso Municipio,POINT
ORA/AUER,fontana pubblica via val di Fiemme / öff. Brunnen Fleimstalstraße,07/05/2018,ORA fontana pubblica via val di Fiemme,POINT
ORA/AUER,scuola elementare / Grundschule,02/07/2018,ORA scuola elementare,POINT
ORA/AUER,Öfficina Falser / Maschinenbau Falser,26/03/2018,ORA Öfficina Falser,POINT
ORTISEI/ST. ULRICH,Gasthaus Samont / Gasthaus Samont,08/01/2018,ORTISEI Gasthaus Samont,POINT
ORTISEI/ST. ULRICH,Privato/Privat,08/01/2018,ORTISEI,POINT
ORTISEI/ST. ULRICH,Rathaus St. Ulrich / Rathaus St. Ulrich,03/07/2018,ORTISEI Rathaus St. Ulrich,POINT
ORTISEI/ST. ULRICH,"font. pubb. Raetiaplatz / Öffentlicher Brunnen, Raetiaplatz",07/09/2018,ORTISEI font. pubb. Raetiaplatz,POINT
ORTISEI/ST. ULRICH,sede distretto sanitario / Sitz Sanitätssprengel,03/07/2018,ORTISEI sede distretto sanitario,POINT
PARCINES/PARTSCHINS,f.p. piazza Gerold - Rabla' / Öffentlicher Brunnen Geroldplatz in Rabland,19/11/2018,PARCINES f.p. piazza Gerold - Rabla',POINT
PARCINES/PARTSCHINS,f.p. via Peter Mitterhofer / Öffentl. Brunnen Peter Mitterhoferstr.,19/12/2018,PARCINES f.p. via Peter Mitterhofer,POINT
PARCINES/PARTSCHINS,pozzetto via Stampf / Schacht Stampfstr.,09/11/2018,PARCINES pozzetto via Stampf,POINT
PERCA/PERCHA,Fontana municipio / Brunnen Rathaus,11/05/2018,PERCA Fontana municipio,POINT
PLAUS/PLAUS,"f.p. presso pensione ""Stefanshof"" / Öffentlicher Brunnen bei Pension Stefanshof",04/12/2018,"PLAUS f.p. presso pensione ""Stefanshof""",POINT
PONTE GARDENA/WAIDBRUCK,Uffici comunali Ponte Gardena / Gemeindeamt Waidbruck,05/07/2018,PONTE GARDENA Uffici comunali Ponte Gardena,POINT
PONTE GARDENA/WAIDBRUCK,Uffici comunali Ponte Gardena / Gemeindeamt Waidbruck  - WH WC,09/11/2018,PONTE GARDENA Uffici comunali Ponte Gardena,POINT
PONTE GARDENA/WAIDBRUCK,Uffici comunali Ponte Gardena / Gemeindeamt Waidbruck; WH WC,07/05/2018,PONTE GARDENA Uffici comunali Ponte Gardena,POINT
POSTAL/BURGSTALL,WC municipio / Gemeinde WC,12/06/2018,POSTAL WC municipio,POINT
POSTAL/BURGSTALL,f.p. presso il comune / Öffentl. Brunnen neben Gemeinde,04/04/2018,POSTAL f.p. presso il comune,POINT
PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,"f.p. Agumes / Öffentlicher Brunnen, Agums",03/05/2018,PRATO ALLO STELVIO f.p. Agumes,POINT
PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,f.p. Kirchweg / Öffentlicher Brunnen Kirchweg,07/02/2018,PRATO ALLO STELVIO f.p. Kirchweg,POINT
PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,"f.p. Montechiaro / Öffentlicher Brunnen, Lichtenberg",03/05/2018,PRATO ALLO STELVIO f.p. Montechiaro,POINT
PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,"f.p. presso ""Sport Fahrner"" / Öffentlicher Brunnen bei Sport Fahrner",02/12/2018,"PRATO ALLO STELVIO f.p. presso ""Sport Fahrner""",POINT
PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,"f.p. presso albergo ""Stern"" / ö.B. bei Gasthaus Stern",19/06/2018,"PRATO ALLO STELVIO f.p. presso albergo ""Stern""",POINT
PREDOI/PRETTAU,Fontana municipio / Brunnen Rathaus,19/09/2018,PREDOI Fontana municipio,POINT
PREDOI/PRETTAU,Municipio / Rathaus,04/09/2018,PREDOI Municipio,POINT
PROVES/PROVEIS,"f.p. presso albergo ""neue Post"" / Ö.B. bei GH Neue Post",08/08/2018,"PROVES f.p. presso albergo ""neue Post""",POINT
RACINES/RATSCHINGS,Albergo Gilfenklamm / Gasthaus Gilfenklamm - Stange Alte TWL WH Bar,20/08/2018,RACINES Albergo Gilfenklamm,POINT
RACINES/RATSCHINGS,Asilo di Maretta / Kindergarten in Mareit,07/11/2018,RACINES Asilo di Maretta,POINT
RACINES/RATSCHINGS,Asilo di Maretta / Kindergarten in Mareit - WH Garten,22/08/2018,RACINES Asilo di Maretta,POINT
RACINES/RATSCHINGS,Asilo di Maretta / Kindergarten in Mareit - WH Küche - Entnahme ohne abflammen,27/03/2018,RACINES Asilo di Maretta,POINT
RACINES/RATSCHINGS,"Auto Gasser, Industriezone Unterackern, WH WC Personal",07/12/2018,"RACINES Auto Gasser, Industriezone Unterackern, WH WC Personal",POINT
RACINES/RATSCHINGS,"Cappella S.Antonio, fontana pubblica / Kapelle St. Anton, Öff. Brunnen",20/08/2018,"RACINES Cappella S.Antonio, fontana pubblica",POINT
RACINES/RATSCHINGS,Fontana pubblica Ridanna / Öffentlicher Brunnen in Ridnaun,07/11/2018,RACINES  Ridanna,POINT
RACINES/RATSCHINGS,Fontana pubblica comune Stanga / Öff. Brunnen Gemeindeamt Stange,07/03/2018,RACINES  comune Stanga,POINT
RACINES/RATSCHINGS,Hotel Kalcherhof / Hotel Kalcherhof WH Bar,20/08/2018,RACINES Hotel Kalcherhof,POINT
RACINES/RATSCHINGS,Kindergarten Maiern; WH Küche,30/05/2018,RACINES Kindergarten Maiern; WH Küche,POINT
RACINES/RATSCHINGS,Mareit Sonnenseite / Fam . Schölzhorn Herbert / Fam. Schölzhorn Herbert; WH Milchkammer,30/05/2018,RACINES Mareit Sonnenseite,POINT
RACINES/RATSCHINGS,Museo minerario - amministrazione / Bergbaumuseum Verwaltungsgebäude - WH WC Verwaltungsgebäude,30/05/2018,RACINES Museo minerario - amministrazione,POINT
RACINES/RATSCHINGS,Privato/Privat,20/08/2018,RACINES,POINT
RACINES/RATSCHINGS,"Rest. Bar/Pizzeria Camping, Strada Giovo. 2/B - / Rest. Bar/Pizzeria Camping, Jaufenstr. 2/B",07/03/2018,RACINES Rest. Bar,POINT
RACINES/RATSCHINGS,"Rest. Bar/Pizzeria Camping, Strada Giovo. 2/B - / Rest. Bar/Pizzeria Camping, Jaufenstr. 2/B - WH Bar",05/03/2018,RACINES Rest. Bar,POINT
RACINES/RATSCHINGS,Wellness Sporthotel Ratschings / Wellness Sporthotel Ratschings,07/03/2018,RACINES Wellness Sporthotel Ratschings,POINT
RACINES/RATSCHINGS,Wellness Sporthotel Ratschings / Wellness Sporthotel Ratschings - WH Küche,22/08/2018,RACINES Wellness Sporthotel Ratschings,POINT
RACINES/RATSCHINGS,Wellness Sporthotel Ratschings / Wellness Sporthotel Ratschings - WH Küche - ohne Abflammen,10/03/2018,RACINES Wellness Sporthotel Ratschings,POINT
RACINES/RATSCHINGS,Öff. Brunnen Obertelfes,30/05/2018,RACINES Öff. Brunnen Obertelfes,POINT
RASUN ANTERSELVA/RASEN ANTHOLZ,Alpenresidenz Antholz  /  Alpenresidenz Antholz,23/07/2018,RASUN ANTERSELVA Alpenresidenz Antholz,POINT
RASUN ANTERSELVA/RASEN ANTHOLZ,Bar  / Bar,23/07/2018,RASUN ANTERSELVA Bar,POINT
RASUN ANTERSELVA/RASEN ANTHOLZ,Cimitero / Friedhof,15/10/2018,RASUN ANTERSELVA Cimitero,POINT
RASUN ANTERSELVA/RASEN ANTHOLZ,Fontana Maso Müller / Brunnen Müllerhof,15/10/2018,RASUN ANTERSELVA Fontana Maso Müller,POINT
RASUN ANTERSELVA/RASEN ANTHOLZ,Fontana chiesa / Brunnen Kirche,15/10/2018,RASUN ANTERSELVA Fontana chiesa,POINT
RASUN ANTERSELVA/RASEN ANTHOLZ,Fontana chiesa di mezzo / Brunnen Kirche Mittertal,15/10/2018,RASUN ANTERSELVA Fontana chiesa di mezzo,POINT
RASUN ANTERSELVA/RASEN ANTHOLZ,Fontana scuola elementare / Brunnen Grundschule,17/07/2018,RASUN ANTERSELVA Fontana scuola elementare,POINT
RASUN ANTERSELVA/RASEN ANTHOLZ,Hexenschenke / Hexenschenke,19/09/2018,RASUN ANTERSELVA Hexenschenke,POINT
RASUN ANTERSELVA/RASEN ANTHOLZ,Privato/Privat,17/10/2018,RASUN ANTERSELVA,POINT
RENON/RITTEN,Asilo Auna di Sotto / Kindergarten Unterinn,04/10/2018,RENON Asilo Auna di Sotto,POINT
RENON/RITTEN,Friedhof Unterinn,13/06/2018,RENON Friedhof Unterinn,POINT
RENON/RITTEN,Friedhof Unterinn  /  Friedhof Unterinn,01/08/2018,RENON Friedhof Unterinn,POINT
RENON/RITTEN,Gasthaus Seeberger - Wangen Sill,05/03/2018,RENON Gasthaus Seeberger - Wangen Sill,POINT
RENON/RITTEN,Gasthaus Seeberger / Gasthaus Seeberger,11/07/2018,RENON Gasthaus Seeberger,POINT
RENON/RITTEN,Gasthof Maria Saal,24/09/2018,RENON  Maria Saal,POINT
RENON/RITTEN,Gasthof Signaterhof / Gasthof Signaterhof,01/08/2018,RENON  Signaterhof,POINT
