alias_city,alias_address,data_report
RACINES/RATSCHINGS,Privato/Privat,26/04/2018
RACINES/RATSCHINGS,"Rest. Bar/Pizzeria Camping, Strada Giovo. 2/B - / Rest. Bar/Pizzeria Camping, Jaufenstr. 2/B",26/04/2018
RACINES/RATSCHINGS,"Rest. Bar/Pizzeria Camping, Strada Giovo. 2/B - / Rest. Bar/Pizzeria Camping, Jaufenstr. 2/B - WH Bar",30/10/2018
RACINES/RATSCHINGS,Wellness Sporthotel Ratschings / Wellness Sporthotel Ratschings,27/03/2018
RACINES/RATSCHINGS,Wellness Sporthotel Ratschings / Wellness Sporthotel Ratschings - WH Küche,22/08/2018
RACINES/RATSCHINGS,Wellness Sporthotel Ratschings / Wellness Sporthotel Ratschings - WH Küche - ohne Abflammen,10/03/2018
RACINES/RATSCHINGS,Öff. Brunnen Obertelfes,30/05/2018
RASUN ANTERSELVA/RASEN ANTHOLZ,Alpenresidenz Antholz  /  Alpenresidenz Antholz,23/07/2018
RASUN ANTERSELVA/RASEN ANTHOLZ,Bar  / Bar,23/07/2018
RASUN ANTERSELVA/RASEN ANTHOLZ,Cimitero / Friedhof,23/04/2018
RASUN ANTERSELVA/RASEN ANTHOLZ,Fontana Maso Müller / Brunnen Müllerhof,15/10/2018
RASUN ANTERSELVA/RASEN ANTHOLZ,Fontana chiesa / Brunnen Kirche,23/04/2018
RASUN ANTERSELVA/RASEN ANTHOLZ,Fontana chiesa di mezzo / Brunnen Kirche Mittertal,23/07/2018
RASUN ANTERSELVA/RASEN ANTHOLZ,Fontana scuola elementare / Brunnen Grundschule,17/07/2018
RASUN ANTERSELVA/RASEN ANTHOLZ,Hexenschenke / Hexenschenke,19/09/2018
RASUN ANTERSELVA/RASEN ANTHOLZ,Privato/Privat,17/10/2018
RENON/RITTEN,Asilo Auna di Sotto / Kindergarten Unterinn,26/02/2018
RENON/RITTEN,Friedhof Unterinn,13/06/2018
RENON/RITTEN,Friedhof Unterinn  /  Friedhof Unterinn,01/08/2018
RENON/RITTEN,Gasthaus Seeberger - Wangen Sill,05/03/2018
RENON/RITTEN,Gasthaus Seeberger / Gasthaus Seeberger,11/07/2018
RENON/RITTEN,Gasthof Maria Saal,24/09/2018
RENON/RITTEN,Gasthof Signaterhof / Gasthof Signaterhof,01/08/2018
RENON/RITTEN,Hotel am Wolfsgrubener See / Hotel am Wolfsgrubener See,13/06/2018
RENON/RITTEN,Privato/Privat,26/02/2018
RENON/RITTEN,Siffiano - Gh. Rielinger / Siffian - Gasthof Rielinger,13/06/2018
RENON/RITTEN,font. pubb.  Collalbo / Öffentlicher Brunnen Klobenstein,19/07/2018
RENON/RITTEN,font. pubb. Signat / Öffentlicher Brunnen Signat,13/06/2018
RENON/RITTEN,font. pubb. vicino chiesa / Öffentlicher Brunnen neben Kirche,20/07/2018
RENON/RITTEN,fontana pubblica piazza / Öffentlicher Brunnen Dorfplatz,24/09/2018
RENON/RITTEN,funivia Soprabolzano / Seilbahn Oberbozen,26/03/2018
RENON/RITTEN,nuova scuola elementare Longostagno/Neue Grundschule Lengstein,13/06/2018
RENON/RITTEN,rubinetto cimitero Campodazzo / Friedhof Atzwang,05/09/2018
RENON/RITTEN,scuola elementare Longostagno / Grundschule Lengstein,23/01/2018
RENON/RITTEN,scuola materna Auna di Sopra / Kindergarten Oberrinn,26/03/2018
RENON/RITTEN,scuola media  Collalbo / Mittelschule Klobenstein,26/03/2018
RIFIANO/RIFFIAN,f.p. sopra la biblioteca pubblica / Öffentlicher Brunnen oberhalb der öffentlichen Bibliothek,26/09/2018
RIO DI PUSTERIA/MÜHLBACH,Fontana pubblica a Spinga / Öffentlicher Brunnen in Spinges,20/11/2018
RIO DI PUSTERIA/MÜHLBACH,Fontana pubblica a Valles / Öffentlicher Brunnen in Vals,18/09/2018
RIO DI PUSTERIA/MÜHLBACH,Fontana pubblica alla Banca Popolare / Öffentlicher Brunnen bei Volksbank,14/06/2018
RIO DI PUSTERIA/MÜHLBACH,Fontana pubblica macellaio Pichler / Öffentlicher Brunnen Metzgerei Pichler,15/05/2018
RIO DI PUSTERIA/MÜHLBACH,Fontana pubblica macellaio Pichler / Öffentlicher Brunnen Metzgerei Pichler - Brücke,20/11/2018
RIO DI PUSTERIA/MÜHLBACH,Pensione Pfeiferhof - Maranza 58 / Pension Pfeiferhof - Meransen 58 - WH Küche,06/12/2018
RIO DI PUSTERIA/MÜHLBACH,Privato/Privat,20/11/2018
RIO DI PUSTERIA/MÜHLBACH,Scuola elementare a Valles / Grundschule in Vals,20/11/2018
RIO DI PUSTERIA/MÜHLBACH,"Scuola elementare a Valles / Grundschule in Vals, WH WC",14/03/2018
RODENGO/RODENECK,Centro Terapeutico Bad Bachgard / Therapiezentrum Bad Bachgart; Brunnen Speisesaal,20/11/2018
RODENGO/RODENECK,Fontana pubblica S. Benedetto / Öff. Brunnen Nauders,26/04/2018
RODENGO/RODENECK,Fontana pubblica davanti al comune / Öffentlicher Brunnen am Gemeindeamt,26/04/2018
RODENGO/RODENECK,WC  pubblici al parcheggio / Öff. WC am Parkplatz; Hydrant unter Gebäude,14/11/2018
RODENGO/RODENECK,"f. p. ""Grüne Gasse"" / Öff. Brunnen ""Grüne Gasse""",14/11/2018
SALORNO/SALURN,Fontana pubblica vicino alla ex scuola / öff. Brunnen neben ex Schule,10/09/2018
SALORNO/SALURN,fontana pubblica cimitero  / öff. Brunnen Friedhof,10/09/2018
SALORNO/SALURN,fontana pubblica via Trento / öff. Brunnen Trientstr.,26/03/2018
SALORNO/SALURN,fontana pubblica via Valfredda / öff. Brunnen - Kaltentalstr.,19/04/2018
SAN CANDIDO/INNICHEN,Distretto / Sprengel,04/03/2018
SAN CANDIDO/INNICHEN,Fontana / Brunnen,05/08/2018
SAN CANDIDO/INNICHEN,Fontana chiesa / Brunnen Kirche,15/10/2018
SAN CANDIDO/INNICHEN,Privato/Privat,09/10/2018
SAN GENESIO ATESINO/JENESIEN,Fontana pubblica presso Municipio / Öffentlicher Brunnen neben Gemeinde,30/05/2018
SAN GENESIO ATESINO/JENESIEN,GH Locher / GH Locher,26/09/2018
SAN GENESIO ATESINO/JENESIEN,GH Plattner / GH Plattner,26/09/2018
SAN GENESIO ATESINO/JENESIEN,Scuola elementare Afing / Volksschule Afing,26/09/2018
SAN LEONARDO IN PASSIRIA/ST.LEONHARD in PASSEIER,Privato/Privat,26/09/2018
SAN LEONARDO IN PASSIRIA/ST.LEONHARD in PASSEIER,entrata nel serbatoio / Einlauf ins Reservoir,12/11/2018
SAN LEONARDO IN PASSIRIA/ST.LEONHARD in PASSEIER,f.p. centro / Öffentlicher Brunnen Zentrum,27/11/2018
SAN LEONARDO IN PASSIRIA/ST.LEONHARD in PASSEIER,pozzetto di interruzzione  Unteregg -entrata / Unterbrecherschacht Unteregg Einlauf,12/11/2018
SAN LEONARDO IN PASSIRIA/ST.LEONHARD in PASSEIER,"trattoria  Alpenrose, Valtina / Gasthaus Alpenrose, Walten",17/05/2018
SAN LORENZO DI SEBATO/St. Lorenzen,ARA / ARA,18/09/2018
SAN LORENZO DI SEBATO/St. Lorenzen,Fontana S. Stefano / Brunnen Stefansdorf,18/09/2018
SAN LORENZO DI SEBATO/St. Lorenzen,Fontana chiesa / Brunnen Kirche,18/09/2018
SAN LORENZO DI SEBATO/St. Lorenzen,Privato/Privat,18/09/2018
SAN LORENZO DI SEBATO/St. Lorenzen,Saalerwirt/Saalerwirt,16/05/2018
SAN MARTINO IN BADIA/ST. MARTIN IN THURN,Cristlà Pizzeria / Cristlà Pizzeria,23/10/2018
SAN MARTINO IN BADIA/ST. MARTIN IN THURN,Distretto Picolin / Sprengel Picolin,09/11/2018
SAN MARTINO IN BADIA/ST. MARTIN IN THURN,Fontana / Brunnen,09/11/2018
SAN MARTINO IN BADIA/ST. MARTIN IN THURN,Fontana chiesa / Brunnen Kirche,18/09/2018
SAN MARTINO IN BADIA/ST. MARTIN IN THURN,Hotel Pütia / Hotel Pütia,18/09/2018
SAN MARTINO IN BADIA/ST. MARTIN IN THURN,Scuola elementare / Grundschule,18/09/2018
SAN MARTINO IN BADIA/ST. MARTIN IN THURN,Vantsch / Vantsch,18/09/2018
SAN MARTINO IN PASSIRIA/ST. MARTIN IN PASSEIER,"f.p. centro / Öffentlicher Brunnen, Zentrum",26/09/2018
SAN MARTINO IN PASSIRIA/ST. MARTIN IN PASSEIER,fontana pubblica presso chiesa / Öffentl. Brunnen bei Kirche,26/09/2018
SAN PANCRAZIO/ST. PANKRAZ,"Albergo ""Forsthof"" / Gasthaus Forsthof",26/07/2018
SAN PANCRAZIO/ST. PANKRAZ,"DWS, Bagno Lad / DWS, Bad Lad",26/07/2018
SAN PANCRAZIO/ST. PANKRAZ,"Pensione ""Sunnleit"" - Bagno Lad / Pension Sunnleit - Bad Lad",25/10/2018
SAN PANCRAZIO/ST. PANKRAZ,"albergo ""Helener Pichl"", S. Elena / Gasthaus Helener Pichl, St. Helena",26/07/2018
SAN PANCRAZIO/ST. PANKRAZ,"f.p. centro / Öffentlicher Brunnen, Zentrum",26/07/2018
SANTA CRISTINA VALGARDENA/ST. CHRISTINA IN GRÖDEN,Font. pubb. vicino uff. postale / Öffentlicher Brunnen Nähe Postamt,20/11/2018
SANTA CRISTINA VALGARDENA/ST. CHRISTINA IN GRÖDEN,Fontana pubblica  Kirchplatz / Öffentlicher Brunnen Kirchplatz,28/08/2018
SARENTINO/SARNTAL,Font. pubbl. Kirchplatz vor Rathaus / Öffentlicher Brunnen Kirchplatz vor Rathaus,13/11/2018
SARENTINO/SARNTAL,Kindergarten Weissenbach  /  Kindergarten Weissenbach,15/05/2018
SARENTINO/SARNTAL,Pension Hofer / Pension Hofer,15/05/2018
SARENTINO/SARNTAL,Privato/Privat,22/10/2018
SARENTINO/SARNTAL,Reservoir Mair in der Wies - Zulauf /  Reservoir Mair in der Wies - Zulauf,13/11/2018
SARENTINO/SARNTAL,Schulhaus Aberstückl / Schulhaus Aberstückl,13/11/2018
SARENTINO/SARNTAL,Scuola elementare Astfeld / Grundschule Astfeld,22/10/2018
SARENTINO/SARNTAL,Tankstelle API - Steet 81 / Tankstelle API - Steet 81,22/10/2018
SARENTINO/SARNTAL,Unterbrecherschacht Stauderhof - Zulauf  /  Unterbrecherschacht Stauderhof - Zulauf,05/02/2018
SARENTINO/SARNTAL,WC pubblico parcheggio / Öffentlich. WC Parkplatz,21/02/2018
SARENTINO/SARNTAL,font. pubbl. - Grieserplatz / Öffentlicher Brunnen - Grieserplatz,21/02/2018
SARENTINO/SARNTAL,fontana pubbl. Astfeld / Öffentlicher Brunnen Astfeld,05/02/2018
SARENTINO/SARNTAL,scuola elementare nuova - Weissenbach / Neue Grundschule - Weissenbach,01/11/2018
SARENTINO/SARNTAL,scuola materna/elementare Reinswald / Grundschule/Kindergarten Reinswald,21/02/2018
SCENA/SCHENNA,Gasthaus Prennanger/Gasthaus Prennanger,06/12/2018
SCENA/SCHENNA,Privato/Privat,06/12/2018
SCENA/SCHENNA,"Schennaberg - Albergo ""Greitererhof"" / Schennaberg - Gasthof Greitererhof",23/10/2018
SCENA/SCHENNA,f.p. a Verdins / Öffentlicher Brunnen in Verdins,07/11/2018
SCENA/SCHENNA,"f.p. presso ""Torgglerhof"" / Öffentlicher Brunnen bei Torgglerhof",23/10/2018
SCENA/SCHENNA,fb presso gelateria Mario / Öffentlicher Brunnen bei Eisdiele Mario,18/12/2018
SELVA DEI MOLINI/MÜHLWALD,Caseificio Hochgruber / Käserei Hochgruber,18/12/2018
SELVA DEI MOLINI/MÜHLWALD,Fontana chiesa / Brunnen Kirche,26/04/2018
SELVA DEI MOLINI/MÜHLWALD,Municipio / Rathaus,14/03/2018
SELVA DEI MOLINI/MÜHLWALD,Privato/Privat,18/12/2018
SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,Fontana davanti all''Hotel Alpin  /  Brunnen vor Hotel Alpin,07/09/2018
SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,Privato/Privat,07/09/2018
SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,Ufficio Posta / Postamt,28/08/2018
SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,Val  Pudra / Val  Pudra,12/04/2018
SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,Verkehrsverein / Verkehrsverein,13/03/2018
SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,discoteca  Medel - Meisulesstr. / Diskothek Medel - Meisulesstr.,03/07/2018
SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,fontana pubblica avanti Appartments Arabel / Brunnen vor Appartments Arabel,13/03/2018
SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,municipio / Rathaus,22/03/2018
SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,stazione Carabinieri  Plan / Carabinieristation Plan,28/08/2018
SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,stazione forestale  Plan / Forststation Plan,12/04/2018
SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,"Albergo ""Greti"", S. Felice Klemm / Gasthaus Greti, St. Felix Klemm",08/08/2018
SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,"Albergo ""Rose"" / Gasthaus Rose",20/08/2018
SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,"Albergo ""zur Sonne"" / Gasthof zur Sonne",08/08/2018
SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,Fontana pubblica centro / Öffentlicher Brunnen Zentrum,08/08/2018
SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,Malga Felixer / Felixer Alm,24/07/2018
SENALES/SCHNALS,"Fontana pubblica ""Der gute Hirte"" / Öffentlicher Brunnen ""Der gute Hirte""",08/01/2018
SENALES/SCHNALS,Maso Corto - stazione a valle - WC / Kurzras - Gletscherbahn Talstation - WC,27/11/2018
SENALES/SCHNALS,Sammelschacht Oberbergquellen   /  Sammelschacht Oberbergquellen,27/11/2018
SENALES/SCHNALS,WC - scuola elementare / WC Grundschule,17/12/2018
SENALES/SCHNALS,"albergo ""Edelweiss"" / Gasthaus Edelweiss",17/12/2018
SENALES/SCHNALS,"albergo ""Schwarzer Adler""  / Gasthaus Schwarzer Adler - U.F. Oberdorf",14/02/2018
SENALES/SCHNALS,"f.p. Certosa / Öffentlicher Brunnen, Karthaus",17/12/2018
SENALES/SCHNALS,f.p. presso la chiesa / ö.B. neben Kirche,15/10/2018
SENALES/SCHNALS,fontana pubblica / Öffentlicher Brunnen,18/10/2018
SESTO/SEXTEN,Albergo Froneben / Gasthaus Froneben,16/10/2018
SESTO/SEXTEN,Albergo Panorama / Gasthaus Panorama,22/10/2018
SESTO/SEXTEN,Fontana Moso / Brunnen Moos,16/10/2018
SESTO/SEXTEN,Fontana municipio / Brunnen Rathaus,16/10/2018
SESTO/SEXTEN,Privato/Privat,22/10/2018
SILANDRO/SCHLANDERS,Covelano scuola elementare - WC / Volksschule Göflan - WC,12/11/2018
SILANDRO/SCHLANDERS,Fontana pubblica vicino pista ciclabile/Öffentlicher Brunnen bei Radlweg,08/07/2018
SILANDRO/SCHLANDERS,Ospedale - dialisi - dopo l'osmosi / Abt. Dialyse - nach Osmose-Anlage - Krankenhaus,30/01/2018
SILANDRO/SCHLANDERS,Ospedale - dialisi - prima dell'osmosi / Abt. Dialyse - vor Osmose-Anlage - Krankenhaus,30/01/2018
SILANDRO/SCHLANDERS,f.p. - Covelano / ö.B. Göflan,15/05/2018
SILANDRO/SCHLANDERS,"f.p. Corces ""Mitterdorf"" / Kortsch - Öffentl. Brunnen Mitterdorf",26/03/2018
SILANDRO/SCHLANDERS,"f.p. parco ""Plawenn"" / Öffentlicher Brunnen Plawennpark",10/09/2018
SILANDRO/SCHLANDERS,"f.p. presso ""Sonnenwirtshof"" Corces / Öffentlicher Brunnen bei Sonnenwirtshof, Kortsch",30/08/2018
SILANDRO/SCHLANDERS,f.p. presso piazza della chiesa/Öffentlicher Brunnen bei Kirchplatz,17/05/2018
SILANDRO/SCHLANDERS,pozzetto rotonda - zona industriale / Schacht Kreisverkehr Industriezone,08/07/2018
SILANDRO/SCHLANDERS,"ristoro di campagna ""Fisolgut"" / Buschenschank Fisolgut",17/10/2018
SILANDRO/SCHLANDERS,"sorgente ""Schimpfes"" dopo UV / Schimpfesquelle nach UV",04/05/2018
SILANDRO/SCHLANDERS,Öffentliches WC - Plawennpark / Öffentliches WC - Plawennpark,13/03/2018
SLUDERNO/SCHLUDERNS,f.p. piazza del magistrato / Öffentlicher Brunnen Rathausplatz,24/09/2018
SLUDERNO/SCHLUDERNS,"f.p. presso albergo ""Alte Mühle"" / Öffentlicher Brunnen bei GH alte Mühle",27/02/2018
STELVIO/STILFS,Hotel passo stelvio / Hotel Stilfserjoch,20/06/2018
STELVIO/STILFS,Hotel passo stelvio / Hotel Stilfserjoch (Entnahme am Zapfhahn nach AB),20/06/2018
STELVIO/STILFS,Solda - scuola elementare / Sulden - Grundschule,29/05/2018
STELVIO/STILFS,Solda - stazione a valle - funivia / Sulden - Talstation Getscher Bahn,24/04/2018
STELVIO/STILFS,WC - centrale elettrica Stelvio / WC - E-Werk Stilfs,20/02/2018
STELVIO/STILFS,casa della natura - Trafoi / Naturatrafoi Haus der Natur,13/12/2018
STELVIO/STILFS,f.p. davanti pro loco Gomagoi / Ö.B. vor Tourismusbüro Gomagoi,29/05/2018
STELVIO/STILFS,f.p. presso la casa della natura / ö.B. bei Haus der Natur,29/05/2018
STELVIO/STILFS,f.p. presso la chiesa / Öffentlicher Brunnen neben Kirche,24/04/2018
STELVIO/STILFS,"fontana presso il maso ""Oberlaganda"" / Brunnen bei Oberlaganda Hof",29/05/2018
STELVIO/STILFS,"panificio ""Reinstadler"" / Bäckerei Reinstadler",13/12/2018
TERENTO/TERENTEN,Fontana chiesa / Brunnen Kirche,27/03/2018
TERENTO/TERENTEN,Privato/Privat,07/12/2018
TERLANO/TERLAN,F. p. presso Scuola elementare Vilpian / Ö.B. bei Grundschule Vilpian,28/08/2018
TERLANO/TERLAN,F.P. presso scuola elementare Siebeneich / Ö.B. vor Grundschule Siebeneich,17/04/2018
TERLANO/TERLAN,Scuola Media  / Mittelschule,03/06/2018
TERLANO/TERLAN,Scuola elementare Siebeneich / Grundschule Siebeneich,28/06/2018
TERLANO/TERLAN,Scuola elementare Vilpiano  /  Grundschule Vilpian,03/06/2018
TERLANO/TERLAN,Öff. Brunnen Karl Atz Platz  /  Öff. Brunnen Karl Atz Platz,28/08/2018
TERLANO/TERLAN,Öff. Brunnen Oberkreuth  /  Öff. Brunnen Oberkreuth,07/04/2018
TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,Bar Tennis / Bar Tennis,16/10/2018
TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,"fontana pubbl. Viertl Graun / Öffentl. Brunnen, Viertl Graun",12/11/2018
TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,fontana pubblica / Öffentlicher Brunnen,09/11/2018
TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,fontana pubblica Söll / Öffentlicher Brunnen Söll,17/09/2018
TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,Öffentlicher Brunnen vor Rathaus / Öffentlicher Brunnen vor Rathaus,19/07/2018
TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,öff. Brunnen Auf der Hört  /  öff. Brunnen Auf der Hört,21/03/2018
TESIMO/TISENS,"Albergo ""Gfrillerhof"", Caprile / Gasthaus Gfrillerhof, Gfrill",15/02/2018
TESIMO/TISENS,"Bar ""Böltener Hügel"" / Bar Böltener Hügel",15/02/2018
TESIMO/TISENS,"f.p. p.zza ""Weber"" / ö.B. Weberplatz",15/02/2018
TESIMO/TISENS,"f.p. presso ""Lidlkapelle"" / ö.B. Prissian bei Lidlkapelle",20/08/2018
TESIMO/TISENS,f.p. presso il municipio / Öffentl. Brunnen bei Gemeinde,20/08/2018
TIRES/TIERS,Fontana pubblica presso Ufficio postale / Öffentlicher Brunnen gegenüber Postamt,30/07/2018
TIROLO/TIROL,"Albergo ""Hochmuth"" / Gasthof Hochmuth",07/09/2018
TIROLO/TIROL,Bar Haweli (zona)  /  Bar Haweli (Zone),12/06/2018
TIROLO/TIROL,f.p. alla chiesa / ö.B. vor Kirche,03/01/2018
TIROLO/TIROL,f.p. presso casa di cultura / Öffentlicher Brunnen bei Vereinshaus,17/05/2018
TIROLO/TIROL,f.p. sopra il municipio / Öffentlicher Brunnen oberhalb Gemeinde,21/11/2018
TRODENA/TRUDEN,Albergo Genzianella S. Lugano / Gasthof Genzianella - S. Lugano,07/12/2018
TRODENA/TRUDEN,Comune / Rathaus,19/11/2018
TRODENA/TRUDEN,Fontana davanti a Jagelhof / Brunnen vor Jagelhof,04/10/2018
TRODENA/TRUDEN,Fontana pubblica via segheria / Öffentlicher Brunnen Sägeweg,10/02/2018
TUBRE/TAUFERS IM MÜNSTERTAL,Fontana pubblica vicino parcheggio/Öffentlicher Brunnen bei Parkplatz,15/11/2018
TUBRE/TAUFERS IM MÜNSTERTAL,"f.p. ""Mühlweg"" / Öffentlicher Brunnen, Mühlweg",18/06/2018
TUBRE/TAUFERS IM MÜNSTERTAL,"f.p. ""Widum"" / Öffentlicher Brunnen, Widum",12/04/2018
TUBRE/TAUFERS IM MÜNSTERTAL,"f.p. Rifair / Öffentlicher Brunnen, Riffair",26/02/2018
TUBRE/TAUFERS IM MÜNSTERTAL,"f.p. presso maso ""Baustadl"" / Öffentl. Brunnen bei Baustadlhof",26/02/2018
ULTIMO/ULTEN,"albergo ""Kuppelwies"" / Gasthaus Kuppelwies, Kuppelwies",10/09/2018
ULTIMO/ULTEN,"albergo ""Sporthof"", Gasteig/Gschöra / Gasthaus Sporthof, Gasteig/Gschöra",10/09/2018
ULTIMO/ULTEN,f.p. S. Nicolò / Öffentlicher Brunnen St. Nikolaus,10/09/2018
ULTIMO/ULTEN,f.p. centro / Öffentlicher Brunnen Zentrum,21/08/2018
ULTIMO/ULTEN,"Öffentlicher Brunnen, St. Gertraud / Öffentlicher Brunnen, St. Gertraud",10/09/2018
VADENA/PFATTEN,Centro sperimentale Laimburg / Versuchszentrum Laimburg,16/10/2018
VADENA/PFATTEN,Centro sperimentale Laimburg / Versuchszentrum Laimburg (Toilette 1. Stock Hauptgebäude),22/10/2018
VADENA/PFATTEN,Centro sperimentale Laimburg / Versuchszentrum Laimburg (Toilette Aula Erdgeschoss),22/10/2018
VADENA/PFATTEN,Comune di Vadena / Rathaus Pfatten,16/10/2018
VADENA/PFATTEN,Privato/Privat,16/10/2018
VADENA/PFATTEN,Victor's Imbiss / Victor's Imbiss,20/12/2018
VAL DI VIZZE/PFITSCH,"Albergo Pfitscherhof,Caminata 124 / Gasthof Pfitscherhof, Kematen 124 - WH Küche",06/12/2018
VAL DI VIZZE/PFITSCH,"Albergo Pretz Hof, Tulve 259 / Gasthaus Pretz Hof, Tulfer 259 - W2 WH Schlachthaus",06/12/2018
VAL DI VIZZE/PFITSCH,"Albergo Simeler, Avenes / Gasthaus Simeler in Afens - WH Bar",06/12/2018
VAL DI VIZZE/PFITSCH,Albergo Sonnenheim in Flains / Gasthaus Sonnenheim in Flains - WH Bar,06/12/2018
VAL DI VIZZE/PFITSCH,"Cafe & Bar Buffet, Bahnhofstr. 38A - WH Bar",22/08/2018
VAL DI VIZZE/PFITSCH,Cafè & Bar Buffet - Via Stazione/Bahnhofstr. 38 - WH Bar - ohne Abflammen,10/03/2018
VAL DI VIZZE/PFITSCH,Fontana pubblica Caminata / Öffentlicher Brunnen Kematen,09/05/2018
VAL DI VIZZE/PFITSCH,Fontana pubblica Prati / Dorfbrunnen Wiesen,22/08/2018
VAL DI VIZZE/PFITSCH,Fontana pubblica Prati / Dorfbrunnen Wiesen - Wiesen Tulfes Gemeindeamt,06/12/2018
VAL DI VIZZE/PFITSCH,Fontana pubblica S. Giacomo / Öff. Brunnen St. Jakob,09/05/2018
VAL DI VIZZE/PFITSCH,Wiesen - Öff. Brunnen Gemeinde,10/03/2018
VALDAORA/OLANG,Bunnen Picknick,04/10/2018
VALDAORA/OLANG,Fontana  / Brunnen,23/04/2018
VALDAORA/OLANG,Fontana Municipio / Brunnen Rathaus,24/07/2018
VALDAORA/OLANG,Fontana Valdaora di sopra / Brunnen Oberolang,25/09/2018
VALDAORA/OLANG,Fontana al parco / Brunnen am Park,25/09/2018
VALDAORA/OLANG,Fontana chiesa Valdaora di sotto / Brunnen Kirche Niederolang,24/07/2018
VALDAORA/OLANG,Marchnerhütte / Marchnerhütte,12/03/2018
VALDAORA/OLANG,Prackenhütte / Prackenhütte,12/10/2018
VALLE AURINA/AHRNTAL,Bar Agip / Bar Agip,26/03/2018
VALLE AURINA/AHRNTAL,Brunnen Speicher,19/09/2018
VALLE AURINA/AHRNTAL,Casa di riposo S.Giovanni / Altersheim St.Johann,14/03/2018
VALLE AURINA/AHRNTAL,Fontana chiesa / Brunnen Kirche,08/07/2018
VALLE AURINA/AHRNTAL,Hotel Markus  /  Hotel Markus,04/09/2018
VALLE AURINA/AHRNTAL,Municipio / Rathaus,14/03/2018
VALLE AURINA/AHRNTAL,Privato/Privat,31/05/2018
VALLE DI CASIES/GSIES,Bar Graf / Bar Graf,23/05/2018
VALLE DI CASIES/GSIES,Binta / Binta,23/05/2018
VALLE DI CASIES/GSIES,Brunnen Rathaus  /  Brunnen Rathaus,23/05/2018
VALLE DI CASIES/GSIES,Fontana chiesa / Brunnen Kirche,23/05/2018
VALLE DI CASIES/GSIES,Hofkäserei Veidler  /  Hofkäserei Veidler,17/04/2018
VALLE DI CASIES/GSIES,Hotel Quelle / Hotel Quelle,20/11/2018
VALLE DI CASIES/GSIES,Hotel Stoll / Hotel Stoll,23/05/2018
VALLE DI CASIES/GSIES,Municipio / Rathaus,20/11/2018
VALLE DI CASIES/GSIES,Privato/Privat,23/05/2018
VANDOIES/VINTL,Albergo Brugger / Gasthof Brugger; WH WC,10/09/2018
VANDOIES/VINTL,Fontana pubblica davanti alla chiesa di Vandoies  /  Öff. Brunnen vor Kirche Vintl,09/10/2018
VANDOIES/VINTL,Privato/Privat,10/09/2018
VANDOIES/VINTL,Scuola elementare Frundres / Grundschule Pfunders,13/11/2018
VANDOIES/VINTL,Scuola elementare Vandoies / Grundschule Vintl,13/11/2018
VANDOIES/VINTL,Scuola elementare Vandoies / Grundschule Vintl - WH WC,14/03/2018
VANDOIES/VINTL,Scuola elementare Vandoies / Grundschule Vintl; WH WC,26/04/2018
VANDOIES/VINTL,Scuola elementare Vandoies di Sopra / Grundschule Obervintl,14/03/2018
VANDOIES/VINTL,Öff. Brunnen beim Friedhof  /  Öff. Brunnen beim Friedhof,26/04/2018
VARNA/VAHRN,"Albergo Fischerstube Untersee, Via Brennero 125 / Gasthof Fischerstube Untersee, Brennerstr. 125",18/04/2018
VARNA/VAHRN,Privato/Privat,18/09/2018
VARNA/VAHRN,"Scuola elementare Novacella, Via Abbazia 24 / Grundschule Neustift, Stiftstr. 24;  - WH WC",18/09/2018
VELTURNO/FELDTHURNS,"Albergo Klammwirt, Untrum 13 / Gasthof Klammwirt, Untrum 13",16/08/2018
VELTURNO/FELDTHURNS,"Albergo Klammwirt, Untrum 13 / Gasthof Klammwirt, Untrum 13 - WH Küche",06/07/2018
VELTURNO/FELDTHURNS,"Albergo Klammwirt, Untrum 13 / Gasthof Klammwirt, Untrum 13; WH vor Küche",13/09/2018
