alias_address,alias_city,ammoniaca,arsenico,bicarbonato,calcio,cloro_residuo,cloruro,conducibilita,data_report,durezza,fluoruri,magnesio,manganese,nitrato,nitrito,ph,potassio,residuo_fisso,sodio,solfato
F.P. Moscio,MALONNO,<0.05,<1,81,12,nan,<1,117,1° semestre 2019,5.6,<0.20,6.5,<5,2,<0.05,7.9,0.6,83,2.2,6
F.P. Nazio,MALONNO,<0.05,<1,81,12,nan,<1,117,1° semestre 2019,5.6,<0.20,6.5,<5,2,<0.05,7.9,0.6,83,2.2,6
F.P. Odecla,MALONNO,<0.05,<1,81,12,nan,<1,117,1° semestre 2019,5.6,<0.20,6.5,<5,2,<0.05,7.9,0.6,83,2.2,6
F.P. Piazzale Chiesa-Zazza,MALONNO,<0.05,<1,81,12,nan,<1,117,1° semestre 2019,5.6,<0.20,6.5,<5,2,<0.05,7.9,0.6,83,2.2,6
F.P. Via Gallena,MALONNO,<0.05,<1,81,12,nan,<1,117,1° semestre 2019,5.6,<0.20,6.5,<5,2,<0.05,7.9,0.6,83,2.2,6
F.P. Via Miravalle,MALONNO,<0.05,<1,81,12,nan,<1,117,1° semestre 2019,5.6,<0.20,6.5,<5,2,<0.05,7.9,0.6,83,2.2,6
P.R. Via Europa (cimitero),MANERBA DEL GARDA,<0.05,<1,234,34,nan,8,226.5,1° semestre 2019,12,<0.20,8.545,<5,3,<0.05,7.8,1.2,103,4.6,11
P.R. Via San Rocco (Pieve),MANERBA DEL GARDA,<0.05,<1,234,34,nan,8,226.5,1° semestre 2019,12,<0.20,8.545,<5,3,<0.05,7.8,1.2,103,4.6,11
P.R. Piazza San Martino,MONIGA DEL GARDA,<0.05,<1,136,34,nan,8,227.5,1° semestre 2019,11.9,<0.20,8.59,<5,3,<0.05,7.8,1.2,119,4.9,11
P.R. Via Rossera,MONIGA DEL GARDA,<0.05,<1,136,34,nan,8,227.5,1° semestre 2019,11.9,<0.20,8.59,<5,3,<0.05,7.8,1.2,119,4.9,11
F.P. Carzano,MONTE ISOLA,<0.05,1.5,125,42,<0.05,5,267,1° semestre 2019,14.2,<0.20,7.3,<5,3,<0.05,7.7,1,181,3.1,43
F.P. Cure,MONTE ISOLA,<0.05,1.5,125,42,<0.05,5,267,1° semestre 2019,14.2,<0.20,7.3,<5,3,<0.05,7.7,1,181,3.1,43
